ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
369,Nicklas Andrews (D),Michigan State University,37,2,16,18,0.49,14,28
370,Mac Swanson (LW/C),University of North Dakota,38,2,16,18,0.47,2,0
371,Luke Mittelstadt (D),University of Minnesota,40,2,16,18,0.45,8,23
372,Sebastian Törnqvist (D),University of Vermont,31,1,17,18,0.58,46,-9
373,Kaden Bohlsen (C),Minnesota State University (Mankato),28,12,5,17,0.61,31,13
374,Mitchel Deelstra (LW/C),Robert Morris University,35,12,5,17,0.49,34,-15
375,Chase Dafoe (F),University of Alaska-Fairbanks,32,11,6,17,0.53,39,-2
376,David Chen (F),Yale University,18,10,7,17,0.94,23,-4
377,Gleb Veremyev (C/LW),Colorado College,37,9,8,17,0.46,50,5
378,Jared Wright (RW),University of Denver,44,9,8,17,0.39,6,17
379,Tyler Cristall (F),St. Lawrence University,29,8,9,17,0.59,12,-8
380,Jake Manfre (F),Princeton University,30,8,9,17,0.57,12,-1
381,Alec Cicero (F),Canisius College,34,8,9,17,0.50,33,-7
382,Jack O'Leary (F),Cornell University,35,8,9,17,0.49,19,5
383,Martins Lavins (C),University of New Hampshire,35,8,9,17,0.49,34,-2
384,Jackson Hallum (F),University of Michigan,36,8,9,17,0.47,18,-3
385,Tanner Kelly (F),Michigan State University,37,8,9,17,0.46,20,10
386,Trey Funk (F),Canisius College,37,8,9,17,0.46,23,-19
387,Tiernan Shoudy (F),Michigan State University,37,8,9,17,0.46,24,11
388,Onni Leppänen (C/W),Long Island University,21,7,10,17,0.81,2,-1
389,Isaac Lambert (C),Long Island University,31,7,10,17,0.55,15,1
390,Colton Friesen (F),Augustana University,32,7,10,17,0.53,6,2
391,Dawson Tritt (F),Lake Superior State University,33,7,10,17,0.52,33,-11
392,Caden Cranston (F),Merrimack College,35,7,10,17,0.49,2,-13
393,John Gelatt (F),College of the Holy Cross,37,7,10,17,0.46,10,10
394,Joe Connor (C/LW),Northeastern University,37,7,10,17,0.46,47,-10
395,Daniel Alexander Jencko (C/LW),UMass,28,6,11,17,0.61,10,9
396,Reid Irwin (D/C),Colgate University,32,6,11,17,0.53,8,0
397,Isak Walther (RW),University of Vermont,33,6,11,17,0.52,10,-2
398,Jack Brackett (F),RPI (Rensselaer Polytech. Inst.),35,6,11,17,0.49,10,4
399,Christian Fitzgerald (F),University of Wisconsin,37,6,11,17,0.46,24,-11
400,Conor Cole (C),University of Alaska-Anchorage,28,4,13,17,0.61,12,-10
401,Alex Gagne (D),University of New Hampshire,35,4,13,17,0.49,46,0
402,Zach Bookman (D),Merrimack College,33,3,14,17,0.52,22,-5
403,William Zapernick (C/RW),University of Vermont,35,3,14,17,0.49,10,-11
404,Trey Scott (D),University of Connecticut,36,3,14,17,0.47,8,4
405,Ben Meehan (D),UMass-Lowell,36,3,14,17,0.47,29,-4
406,Alex Murray (D),Niagara University,37,3,14,17,0.46,28,-2
407,Dalton Norris (D),Bowling Green State University,36,2,15,17,0.47,17,0
408,Brian Kramer (D),Western Michigan University,42,2,15,17,0.40,16,28
409,Ben Dexheimer (D),University of Wisconsin,35,1,16,17,0.49,2,-16
410,Davis Pennington (D),Quinnipiac University,38,1,16,17,0.45,20,7
411,Oskar Kind Bakkevig (RW),Bentley University,28,10,6,16,0.57,29,3
412,Isaiah Fox (F),Long Island University,31,9,7,16,0.52,54,0
413,Dillan Bentley (F),UMass-Lowell,34,9,7,16,0.47,16,-5
414,Branden Piku (F),Lake Superior State University,34,9,7,16,0.47,24,-4
415,Patrick Guzzo (C),Ohio State University,36,9,7,16,0.44,8,8
416,Nick Poisson (F),Providence College,37,8,8,16,0.43,16,3
417,Ben Strinden (C),University of North Dakota,38,8,8,16,0.42,14,5
418,Hunter Strand (C),University of Notre Dame,38,8,8,16,0.42,20,-7
419,Samuel Stitz (F),Air Force Academy,39,8,8,16,0.41,8,2
420,Kellan Hjartarson (F),Bentley University,40,8,8,16,0.40,4,0
421,Dylan Jackson (RW),Arizona State University,25,7,9,16,0.64,10,2
422,Braiden Dorfman (F),Dartmouth College,31,7,9,16,0.52,22,9
423,Alex Pineau (D),Brown University,32,7,9,16,0.50,14,-3
424,Tanner Andrew (C),RIT (Rochester Inst. of Tech.),34,7,9,16,0.47,33,-14
425,Ethan Scardina (C),Bowling Green State University,35,7,9,16,0.46,31,-1
426,Luka Sukovic (F),Clarkson University,36,7,9,16,0.44,16,7
427,Kasper Magnussen (LW),Bemidji State University,37,7,9,16,0.43,44,-13
428,Joey Baez (F),Army (U.S. Military Academy),38,7,9,16,0.42,14,-19
429,Victor Czerneckianair (C),Quinnipiac University,38,7,9,16,0.42,21,23
430,Nace Langus (C),Augustana University,29,6,10,16,0.55,8,8
431,Cameron MacDonald (F),Dartmouth College,33,6,10,16,0.48,10,1
432,Matt Choupani (C),Miami University (Ohio),34,6,10,16,0.47,28,-18
433,Ville Immonen (C),Bowling Green State University,36,6,10,16,0.44,4,-1
434,Logan Sawyer (LW),Providence College,37,6,10,16,0.43,10,7
435,Shane Vansaghi (RW),Michigan State University,37,6,10,16,0.43,30,10
436,David Gucciardi (D),Michigan State University,37,6,10,16,0.43,42,21
437,Jake Schmaltz (LW/C),University of North Dakota,38,6,10,16,0.42,26,2
438,Ben MacDonald (C),Harvard University,27,5,11,16,0.59,18,5
439,Simon Falk (RW),Augustana University,32,5,11,16,0.50,2,13
440,Nick Pierre (F),Merrimack College,34,5,11,16,0.47,8,-8
441,Jak Vaarwerk (C),UMass-Lowell,36,5,11,16,0.44,12,-1
442,Gustav Stjernberg (D),Bowling Green State University,30,4,12,16,0.53,35,7
443,Noah Houle (D),Lindenwood University,32,4,12,16,0.50,26,7
444,Mason Waite (D),St. Lawrence University,35,4,12,16,0.46,6,-15
445,Cullen Ferguson (D),Union College,36,4,12,16,0.44,39,-6
446,Noah Serdachny (F),American International College,37,4,12,16,0.43,10,-10
447,Tate Taylor (D),Clarkson University,33,3,13,16,0.48,10,5
448,Jacob Truscott (D),University of Michigan,36,3,13,16,0.44,27,-3
449,Sully Scholle (F),University of Maine,38,3,13,16,0.42,8,-5
450,Gavin McCarthy (D),Boston University,39,3,13,16,0.41,51,3
451,Grant Porter (F),Canisius College,33,10,5,15,0.45,12,-7
452,Oliver Tarr (RW),Canisius College,30,8,7,15,0.50,8,-6
453,Jake Gagnon (RW),RPI (Rensselaer Polytech. Inst.),33,8,7,15,0.45,12,-6
454,Evan Orr (D),Stonehill College,34,8,7,15,0.44,18,-12
455,Arlo Merritt (C),Bentley University,35,8,7,15,0.43,10,10
456,Jimmy Glynn (F),University of Nebraska-Omaha,35,8,7,15,0.43,14,-2
457,Samuel Duerr (D),Bentley University,37,8,7,15,0.41,12,8
458,Jake Fisher (C/LW),University of Denver,42,8,7,15,0.36,12,8
459,Anthony Lucarelli (C),Long Island University,29,7,8,15,0.52,8,9
460,Jaxson Ezman (F),Princeton University,30,7,8,15,0.50,28,-2
461,Alton McDermott (RW),Canisius College,33,7,8,15,0.45,6,5
462,Joey DelGreco (F),Augustana University,35,7,8,15,0.43,20,3
463,Jackson Kunz (LW),University of North Dakota,36,7,8,15,0.42,21,7
464,Artem Buzoberya (LW),Bentley University,32,6,9,15,0.47,4,5
465,Felikss Gavars (F),St. Lawrence University,34,6,9,15,0.44,25,-18
466,Caelan Fitzpatrick (C/LW),Merrimack College,35,6,9,15,0.43,16,0
467,Ty Daneault (RW),Merrimack College,35,6,9,15,0.43,40,-7
468,Kieran Cebrian (F),University of Denver,44,6,9,15,0.34,16,12
469,Micah Berger (LW),Yale University,21,5,10,15,0.71,6,-9
470,Ryan Sullivan (F),Colgate University,23,5,10,15,0.65,20,1
471,Xavier Lapointe (D),RIT (Rochester Inst. of Tech.),27,5,10,15,0.56,45,-5
472,Jack Works (F),Michigan Tech,31,5,10,15,0.48,20,2
473,Jonathan Castagna (C),Cornell University,32,5,10,15,0.47,20,2
474,Nicholas Rexine (C),Colgate University,33,5,10,15,0.45,12,6
475,Max Smolinski (D),RPI (Rensselaer Polytech. Inst.),35,5,10,15,0.43,6,-3
476,Ryan Coughlin (F),Mercyhurst University,35,5,10,15,0.43,12,-14
477,Cam Knuble (F),Western Michigan University,41,5,10,15,0.37,4,15
478,Philippe Blais-Savoie (D),Colorado College,30,4,11,15,0.50,10,4
479,Michael Mastrodomenico (D),University of Notre Dame,30,4,11,15,0.50,18,-4
480,Nicholas Remissong (F),Air Force Academy,36,4,11,15,0.42,14,-9
481,Jake Schneider (RW),Colgate University,36,4,11,15,0.42,14,10
482,Owen Gallatin (D),University of Minnesota-Duluth,36,4,11,15,0.42,15,-8
483,Justin Mexico (F),American International College,32,3,12,15,0.47,12,-3
484,Hayden Hennen (D),Augustana University,34,3,12,15,0.44,29,9
485,Tyler Rollwagen (F),University of Nebraska-Omaha,36,3,12,15,0.42,26,-15
486,Tristan Allen (D),RIT (Rochester Inst. of Tech.),33,2,13,15,0.45,45,-22
487,Jax Wismer (D),University of Vermont,34,2,13,15,0.44,22,-1
488,Lukas Gustafsson (D),Boston College,35,2,13,15,0.43,14,16
489,Aram Minnetian (D),Boston College,35,2,13,15,0.43,16,20
490,Ben Robertson (D),Cornell University,36,2,13,15,0.42,8,11
491,Jackson Dorrington (D),Northeastern University,37,2,13,15,0.41,20,-2
492,Cade Mason (D),Long Island University,29,1,14,15,0.52,6,-1
493,Lars Christian Rødne (LW),Niagara University,29,10,4,14,0.48,6,2
494,Kaden Shahan (RW),University of Connecticut,39,9,5,14,0.36,4,-4
495,Nick DeSantis (F),Cornell University,33,8,6,14,0.42,24,11
496,Lee Parks (RW),UMass-Lowell,34,8,6,14,0.41,10,6
497,Antonio Venuto (RW),Merrimack College,35,8,6,14,0.40,8,-12
498,Riley Fitzgerald (F),Mercyhurst University,33,7,7,14,0.42,6,-17
499,Simon Isabelle (RW),RIT (Rochester Inst. of Tech.),35,7,7,14,0.40,12,-2
500,Vincent Salice (C),Army (U.S. Military Academy),35,6,8,14,0.40,6,0
501,Quinn Emerson (RW/C),Bowling Green State University,35,6,8,14,0.40,10,6
502,Samuel Deckhut (C),Ohio State University,37,6,8,14,0.38,10,7
503,Dominic Payne (D),Canisius College,37,6,8,14,0.38,14,2
504,Garrett Dahm (F),Clarkson University,38,6,8,14,0.37,12,0
505,Caige Sterzer (F),University of St. Thomas,38,6,8,14,0.37,33,1
506,Zach Krajnik (C),Minnesota State University (Mankato),39,6,8,14,0.36,6,9
507,Tristan Lemyre (C),Western Michigan University,42,6,8,14,0.33,16,2
508,Matt Crasa (C/RW),UMass-Lowell,29,5,9,14,0.48,12,1
509,Antonio Fernandez (D),Colgate University,31,5,9,14,0.45,10,-5
510,Daimon Gardner (C),St. Cloud State University,32,5,9,14,0.44,14,0
511,Luke Levandowski (F),Lake Superior State University,34,5,9,14,0.41,4,-2
512,Boris Skalos (F),Mercyhurst University,34,5,9,14,0.41,12,-19
513,Kyler Kovich (LW),Cornell University,36,5,9,14,0.39,25,13
514,Owen Murray (D),UMass,40,5,9,14,0.35,16,5
515,Robby Drazner (D),Western Michigan University,42,5,9,14,0.33,6,18
516,Nick Marciano (D),Princeton University,30,4,10,14,0.47,4,-5
517,Raimonds Vitolins (C),Miami University (Ohio),31,4,10,14,0.45,12,-13
518,Ty Hanson (D),University of Minnesota-Duluth,36,4,10,14,0.39,14,-8
519,Aiden Dubinsky (D),University of Minnesota-Duluth,36,4,10,14,0.39,20,-2
520,David Jacobs (RW),Princeton University,26,3,11,14,0.54,0,-3
521,Zachary Wagnon (F),Yale University,30,3,11,14,0.47,18,-6
522,Brendan Ross (F),University of Alaska-Fairbanks,31,3,11,14,0.45,10,-11
523,Aaron Bohlinger (D),Quinnipiac University,32,3,11,14,0.44,4,11
524,Ian Moore (D),Harvard University,32,3,11,14,0.44,14,-5
525,Parker Lindauer (F),Union College,34,3,11,14,0.41,10,-3
526,Ross Roloson (D),Niagara University,37,3,11,14,0.38,6,4
527,Morgan Winters (F),University of New Hampshire,26,2,12,14,0.54,8,4
528,Luke van Why (D),Robert Morris University,31,2,12,14,0.45,12,-3
529,Andrew Centrella (D),Providence College,34,2,12,14,0.41,8,-6
530,Nick Anderson (D),UMass-Lowell,35,2,12,14,0.40,14,-1
531,Dylan Gratton (D),University of Nebraska-Omaha,36,2,12,14,0.39,6,-2
532,Guillaume Richard (D),Providence College,37,2,12,14,0.38,14,7
533,Taige Harding (D),Providence College,37,2,12,14,0.38,46,9
534,Tomas Mazura (C),St. Lawrence University,17,1,13,14,0.82,4,-7
535,George Fegaras (D),Cornell University,30,1,13,14,0.47,10,1
536,Austen May (D),Providence College,34,1,13,14,0.41,6,7
537,Cooper Moore (D),Quinnipiac University,37,1,13,14,0.38,16,10
538,Chase Cheslock (D),University of St. Thomas,38,1,13,14,0.37,22,16
539,Evan Bushy (D),Lake Superior State University,33,0,14,14,0.42,8,-8
540,Kai Janviriya (D),University of Connecticut,39,0,14,14,0.36,6,5
541,Daniel Panetta (C),Colgate University,25,10,3,13,0.52,12,10
542,Zach Faremouth (F),Ferris State University,33,8,5,13,0.39,17,-7
543,Will Vote (RW),Boston College,37,8,5,13,0.35,12,6
544,Ty Henricks (LW),Western Michigan University,41,8,5,13,0.32,8,16
545,Lynden Breen (C/LW),University of Maine,22,7,6,13,0.59,18,5
546,Luc Wilson (F),Minnesota State University (Mankato),32,7,6,13,0.41,24,0
547,Jacob Kraft (C),Cornell University,36,7,6,13,0.36,4,5
548,Gavin O'Connell (RW),Michigan State University,28,6,7,13,0.46,10,5
549,Tyler Hennen (F),Augustana University,28,6,7,13,0.46,21,11
550,David Ma (D),Princeton University,30,6,7,13,0.43,33,0
551,Cole Galata (F),Sacred Heart University,38,6,7,13,0.34,11,4
552,Erik Bargholtz (F),Clarkson University,39,6,7,13,0.33,12,-2
553,Lucas Buzziol (C),Union College,29,5,8,13,0.45,14,-3
554,Tyler Duke (D),University of Michigan,29,5,8,13,0.45,33,-2
555,Matt Koethe (F),University of Alaska-Fairbanks,32,5,8,13,0.41,14,-8
556,Blake Steenerson (F),University of Vermont,32,5,8,13,0.41,23,5
557,Jacob Hewitt (F),Sacred Heart University,33,5,8,13,0.39,14,5
558,Jaden Grant (F),Bowling Green State University,34,5,8,13,0.38,20,-1
559,Rainers Rullers (C),RPI (Rensselaer Polytech. Inst.),34,5,8,13,0.38,25,-8
560,J.P. Turner (C),University of New Hampshire,35,5,8,13,0.37,22,0
561,Brent Johnson (D),Ohio State University,38,5,8,13,0.34,4,-6
562,Luke Ashton (D),Minnesota State University (Mankato),38,5,8,13,0.34,6,10
563,Ryan Gordon (C),Ohio State University,39,5,8,13,0.33,27,-1
564,Oskar Jellvik (LW/C),Boston College,23,4,9,13,0.57,10,6
565,Trevor Connelly (LW),Providence College,23,4,9,13,0.57,29,-13
566,Ryan Healey (D),Harvard University,33,4,9,13,0.39,12,-4
567,Ty Gagno (F),College of the Holy Cross,33,4,9,13,0.39,26,1
568,James Hong (F),Ohio State University,34,4,9,13,0.38,17,2
569,Dominick Campione (D),Stonehill College,31,3,10,13,0.42,30,-8
570,Easton Young (D),Augustana University,33,3,10,13,0.39,25,7
571,Brett Rylance (C/W),American International College,35,3,10,13,0.37,12,-1
572,Tyson Dyck (C),University of Wisconsin,37,3,10,13,0.35,10,3
573,David Breazeale (D),University of Maine,38,3,10,13,0.34,10,15
574,Sascha Boumedienne (D),Boston University,40,3,10,13,0.33,33,8
575,Peyton Platter (C/LW/RW),University of Alaska-Fairbanks,32,2,11,13,0.41,24,-6
576,Trenton Powell (D),Long Island University,34,2,11,13,0.38,8,9
577,Griffin Ludtke (D),University of Nebraska-Omaha,36,2,11,13,0.36,21,0
578,Hoyt Stanley (D),Cornell University,36,2,11,13,0.36,40,14
579,Anthony Dowd (D),Arizona State University,37,2,11,13,0.35,10,13
580,Simon Labelle (LW),Colgate University,25,1,12,13,0.52,8,1
581,Ryan Upson (F),Bentley University,33,1,12,13,0.39,6,14
582,Jackson Decker (D),Canisius College,34,1,12,13,0.38,16,-7
583,John Spetz (D),University of Connecticut,35,1,12,13,0.37,27,14
584,Dylan Contreras (F),University of Alaska-Anchorage,29,8,4,12,0.41,6,-6
585,Reagan Milburn (F),Lake Superior State University,24,7,5,12,0.50,18,-5
586,Donovan Frias (LW),Yale University,30,7,5,12,0.40,20,-11
587,Spencer Young (C),Niagara University,34,7,5,12,0.35,19,5
588,Adam Marshall (LW),Army (U.S. Military Academy),38,7,5,12,0.32,33,-3
589,Teddy Lagerback (LW),Stonehill College,19,6,6,12,0.63,4,6
590,Owen Bohn (F),Augustana University,23,6,6,12,0.52,8,1
591,Will Margel (W/C),Mercyhurst University,24,6,6,12,0.50,16,-17
592,Myles Hilman (F),University of Nebraska-Omaha,25,6,6,12,0.48,4,14
593,Libor Nemec (RW/LW),UMass-Lowell,26,6,6,12,0.46,14,-9
594,Dominik Bartecko (F),Mercyhurst University,31,6,6,12,0.39,2,-12
595,Brendan Clark (F),Brown University,31,6,6,12,0.39,30,2
596,Michael Emerson (RW),Merrimack College,32,6,6,12,0.38,0,1
597,Philippe Lapointe (F),University of Michigan,34,6,6,12,0.35,10,3
598,Frank Ireland (F),Stonehill College,34,6,6,12,0.35,26,-10
599,Matthew Campbell (D),Michigan Tech,34,6,6,12,0.35,26,7
600,William Ahlrik (C),Lake Superior State University,35,6,6,12,0.34,24,1
601,Stan Cooley (C),Colorado College,37,6,6,12,0.32,28,-17
602,Jake Southgate (C),Lindenwood University,30,5,7,12,0.40,10,-1
603,Luca Münzenberger (D),University of Vermont,31,5,7,12,0.39,18,11
604,William Elias (D),College of the Holy Cross,32,5,7,12,0.38,16,4
605,Jake Rozzi (LW),Ohio State University,33,5,7,12,0.36,2,-2
606,Justin Solovey (F),Harvard University,33,5,7,12,0.36,16,4
607,Danny Weight (C),American International College,34,5,7,12,0.35,37,-8
608,Oscar Geschwind (F),American International College,36,5,7,12,0.33,4,-3
609,John Evans (F),Lindenwood University,28,4,8,12,0.43,6,0
610,Alexander Krause (F),Dartmouth College,31,4,8,12,0.39,0,13
611,Philip Tresca (C),Harvard University,31,4,8,12,0.39,6,1
612,Cole Kodsi (LW),Canisius College,31,4,8,12,0.39,8,-6
613,Isaac Tremblay (C),St. Lawrence University,33,4,8,12,0.36,25,-20
614,Connor Gregga (F),Long Island University,33,4,8,12,0.36,38,-1
615,Dylan Lugris (F),Penn State University,34,4,8,12,0.35,6,-8
616,Brock Bremer (LW),University of Nebraska-Omaha,36,4,8,12,0.33,20,-3
617,Michael Colella (F),Canisius College,37,4,8,12,0.32,6,-10
618,Elliott Groenewold (D),Quinnipiac University,38,4,8,12,0.32,18,5
619,Tristan Fraser (F),University of Connecticut,39,4,8,12,0.31,18,0
620,Cale Ashcroft (D),University of Denver,44,4,8,12,0.27,8,8
621,Joaquim Lemay (D),Northeastern University,30,3,9,12,0.40,29,-11
622,Logan Heroux (D),Ferris State University,32,3,9,12,0.38,28,1
623,Jordan Biro (C),American International College,36,3,9,12,0.33,6,-7
624,Ralfs Bergmanis (D),Minnesota State University (Mankato),36,3,9,12,0.33,29,16
625,Trevor Taulien (D),Ferris State University,36,3,9,12,0.33,33,-10
626,Beckett Hendrickson (C/LW),University of Minnesota,39,3,9,12,0.31,18,-1
627,Cole Crusberg-Roseen (D),Western Michigan University,42,3,9,12,0.29,10,25
628,Ethan Mistry (D),Brown University,32,2,10,12,0.38,6,4
629,Logan Hensler (D),University of Wisconsin,32,2,10,12,0.38,27,-13
630,Michael Quinn (D),Miami University (Ohio),34,2,10,12,0.35,4,-26
631,Isac Jonsson (D),UMass-Lowell,35,2,10,12,0.34,4,-2
632,Mark Estapa (F),University of Michigan,35,2,10,12,0.34,32,-2
633,Jake Boltmann (D),Northeastern University,35,2,10,12,0.34,39,-2
634,Valtteri Piironen (D),Long Island University,34,1,11,12,0.35,8,8
635,Luke Reid (D),University of New Hampshire,35,1,11,12,0.34,10,-7
636,Anthony Kehrer (D),University of Wisconsin,35,1,11,12,0.34,14,13
637,Jaeden Mercier (F),Lindenwood University,30,8,3,11,0.37,4,-2
638,Cody Laskosky (C),University of Wisconsin,27,7,4,11,0.41,4,6
639,Alfred Lindberg (C),American International College,33,7,4,11,0.33,4,-17
640,Riley Wallack (F),Long Island University,14,6,5,11,0.79,8,4
641,Simon Tassy (F),University of Wisconsin,31,6,5,11,0.35,10,-11
642,Jared Mangan (C),Clarkson University,38,6,5,11,0.29,10,0
643,Ethan Whitcomb (RW/LW),University of Connecticut,39,6,5,11,0.28,47,3
644,Red Savage (C),Michigan State University,20,5,6,11,0.55,6,6
645,Beanie Richter (F),Yale University,30,5,6,11,0.37,14,-2
646,Wyatt Schingoethe (C),Western Michigan University,31,5,6,11,0.35,2,10
647,Grayson Dietrich (C/LW),Niagara University,32,5,6,11,0.34,33,5
648,Joseph Grainda (LW),Stonehill College,33,5,6,11,0.33,15,2
649,Grant Ahcan (LW/RW),St. Cloud State University,36,5,6,11,0.31,16,-3
650,Kristóf Papp (C),Lindenwood University,29,4,7,11,0.38,2,-1
651,Hunter McCoy (F),Army (U.S. Military Academy),30,4,7,11,0.37,10,4
652,Zachary Aben (C/LW),Stonehill College,30,4,7,11,0.37,10,-14
653,Dimitri Mikrogiannakis (D),RIT (Rochester Inst. of Tech.),30,4,7,11,0.37,17,-6
654,Ross Mitton (RW/LW),University of Maine,32,4,7,11,0.34,38,10
655,John Druskinis (D),Lake Superior State University,36,4,7,11,0.31,30,-16
656,Casy Laylin (F),University of St. Thomas,38,4,7,11,0.29,8,-2
657,Mason Poolman (D),University of St. Thomas,38,4,7,11,0.29,13,-9
658,Ian Murphy (RW/C),University of Notre Dame,38,4,7,11,0.29,24,-5
659,Larry Keenan (D),UMass,40,4,7,11,0.28,16,16
660,Alex Konovalov (F),Princeton University,27,3,8,11,0.41,6,2
661,Jason Siedem (F),University of New Hampshire,32,3,8,11,0.34,4,-3
662,Eric Charpentier (D),Dartmouth College,33,3,8,11,0.33,26,14
663,Sean James (LW),Mercyhurst University,34,3,8,11,0.32,10,-10
664,Philippe Chapleau (D),St. Lawrence University,35,3,8,11,0.31,12,-17
665,Sam Court (D),Arizona State University,36,3,8,11,0.31,16,1
666,Tommi Männistö (RW),Michigan State University,37,3,8,11,0.30,6,13
667,Owen Baumgartner (D),Augustana University,21,2,9,11,0.52,21,4
668,Will Felicio (D),University of Michigan,25,2,9,11,0.44,2,12
669,Zach Schulz (D),University of Wisconsin,28,2,9,11,0.39,10,0
670,Connor Sullivan (D),Yale University,30,2,9,11,0.37,24,-12
671,Dylan Herzog (D),Yale University,30,2,9,11,0.37,33,-19
672,Lucas St-Louis (D),Harvard University,33,2,9,11,0.33,12,-6
673,Charles-Edward Tardif (C),Sacred Heart University,35,2,9,11,0.31,14,5
674,Ethan Gauer (D),University of St. Thomas,38,2,9,11,0.29,26,-6
675,Michael Sacco (F),Army (U.S. Military Academy),38,2,9,11,0.29,35,-7
676,Jack Budd (D),Canisius College,28,1,10,11,0.39,12,-8
677,Tynan Ewart (D),Northern Michigan University,34,1,10,11,0.32,4,-23
678,Evan McIntyre (D),Augustana University,35,1,10,11,0.31,24,7
679,Joshua Eernisse (F),University of Michigan,36,1,10,11,0.31,34,0
680,Charlie Leddy (D),Quinnipiac University,37,1,10,11,0.30,12,17
681,Viking Gustafsson Nyberg (D),University of Connecticut,39,1,10,11,0.28,27,9
682,Joel Kjellberg (D),Arizona State University,34,0,11,11,0.32,12,6
683,Trent Sambrook (D),Mercyhurst University,35,0,11,11,0.31,18,-21
684,Nolan Krenzen (D),University of Nebraska-Omaha,36,0,11,11,0.31,18,5
685,Michael Suda (D),Cornell University,36,0,11,11,0.31,24,12
686,Drew Fortescue (D),Boston College,36,0,11,11,0.31,42,28
687,Jacob Conrad (D),Lake Superior State University,28,6,4,10,0.36,4,8
688,Tyler Young (RW),Merrimack College,29,6,4,10,0.34,40,-4
689,Mason Langenbrunner (D),Harvard University,33,6,4,10,0.30,24,3
690,Ryan Sullivan (F),Miami University (Ohio),34,6,4,10,0.29,8,-11
691,Casper Nässén (RW/LW),Miami University (Ohio),34,6,4,10,0.29,10,-22
692,Callum Arnott (RW/C),University of Minnesota-Duluth,36,6,4,10,0.28,2,-16
693,Gavyn Thoreson (F),St. Cloud State University,36,6,4,10,0.28,36,-6
694,Max Dukovac (F),Miami University (Ohio),25,5,5,10,0.40,14,-14
695,Ty Naaykens (F),St. Lawrence University,27,5,5,10,0.37,19,-9
696,Chase McLane (C/RW),Colorado College,33,5,5,10,0.30,26,1
697,Mason McCormick (LW),Air Force Academy,35,5,5,10,0.29,41,-7
698,Connor Eddy (C),UMass-Lowell,36,5,5,10,0.28,32,7
699,Gavin Lindberg (F),Colorado College,37,5,5,10,0.27,8,-11
700,Chase Yoder (C/W),Providence College,37,5,5,10,0.27,18,5
701,William Horcoff (C),University of Michigan,18,4,6,10,0.56,6,-4
702,Charlie Lurie (F),University of Nebraska-Omaha,20,4,6,10,0.50,28,-7
703,Jacob Badal (LW),Ferris State University,25,4,6,10,0.40,6,1
704,Xavier Henry (D),University of Vermont,26,4,6,10,0.38,10,-12
705,Tyler Loughman (F),Lindenwood University,28,4,6,10,0.36,4,6
706,Dylan Finlay (D),University of Alaska-Anchorage,28,4,6,10,0.36,8,-11
707,Noah De la Durantaye (D),Princeton University,29,4,6,10,0.34,8,-12
708,Aidyn Hutchinson (F),Northern Michigan University,30,4,6,10,0.33,16,-6
709,Louis Jamernik (RW),University of North Dakota,30,4,6,10,0.33,29,3
710,George Krotiris (W),Robert Morris University,32,4,6,10,0.31,20,-6
711,McKay Hayes (C),Robert Morris University,33,4,6,10,0.30,11,-5
712,Christophe Fillion (F),Miami University (Ohio),34,4,6,10,0.29,16,-25
713,Carter Slaggert (LW/RW),University of Notre Dame,38,4,6,10,0.26,16,-7
714,Luc Laylin (F),University of St. Thomas,38,4,6,10,0.26,18,-5
715,Nathan McBrayer (D),Ohio State University,40,4,6,10,0.25,22,9
716,Brady Hunter (C),Stonehill College,27,3,7,10,0.37,8,-8
717,Nicholas Moldenhauer (C/RW),University of Michigan,29,3,7,10,0.34,4,1
718,Miles Gunty (F),Princeton University,29,3,7,10,0.34,4,-4
719,Patrik Satosaari (D),Bemidji State University,30,3,7,10,0.33,4,-8
720,Ryan Taylor (F),Clarkson University,31,3,7,10,0.32,4,-9
721,Ivan Zadvernyuk (F),Brown University,32,3,7,10,0.31,33,-1
722,Riley Brueck (F),Union College,33,3,7,10,0.30,6,-1
723,Andrius Kulbis-Marino (D),Long Island University,34,3,7,10,0.29,9,6
724,Fisher Scott (D),Colorado College,34,3,7,10,0.29,12,0
725,Trevor Kukkonen (F),Michigan Tech,35,3,7,10,0.29,6,-2
726,Caleb MacDonald (D),University of North Dakota,35,3,7,10,0.29,42,7
727,Garrett Szydlowski (RW),Western Michigan University,39,3,7,10,0.26,4,11
728,Linden Alger (D),UMass,40,3,7,10,0.25,10,5
729,Cruz Lucius (RW),Arizona State University,19,2,8,10,0.53,14,-7
730,Holden Doell (F),Ferris State University,31,2,8,10,0.32,12,-3
731,Charlie Banquier (D),Stonehill College,31,2,8,10,0.32,26,-1
732,Brendan Lamb (F),Mercyhurst University,33,2,8,10,0.30,4,-19
733,Will Dawson (F),Air Force Academy,34,2,8,10,0.29,10,0
734,Josef Mysak (D),Merrimack College,34,2,8,10,0.29,25,5
735,Nick Young (D),Union College,36,2,8,10,0.28,18,12
736,John Driscoll (D),Sacred Heart University,39,2,8,10,0.26,14,2
737,Jimmy Dowd (D),Penn State University,27,1,9,10,0.37,21,-5
738,Jack Anderson (D),Lindenwood University,32,1,9,10,0.31,14,-5
739,Eric Parker (D),Bowling Green State University,36,1,9,10,0.28,6,-4
740,Braden Doyle (D),Niagara University,37,1,9,10,0.27,12,4
