ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
1466,Trevor Russell (D),Michigan Tech,0,0,0,0,0.00,0,0
1467,Jackson Munro (D),Brown University,0,0,0,0,0.00,0,0
1468,Nick Grimaldi (F),Ferris State University,0,0,0,0,0.00,0,0
1469,Sebastian Tamburro (LW),Colgate University,0,0,0,0,0.00,0,0
1470,Miles Gust (D),University of Michigan,0,0,0,0,0.00,0,0
1471,Grady Gallatin (D),Western Michigan University,0,0,0,0,0.00,0,0
1472,Hunter Mullett (D),Arizona State University,0,0,0,0,0.00,0,0
1473,Dylan Cook (LW),UMass-Lowell,0,0,0,0,0.00,0,0
1474,David Grosek (C/LW),Miami University (Ohio),0,0,0,0,0.00,0,0
1475,Nicky Wallace (D),American International College,1,0,0,0,0.00,0,0
1476,Quinn Disher (F),Michigan Tech,1,0,0,0,0.00,0,0
1477,Joey Dosan (F),Army (U.S. Military Academy),1,0,0,0,0.00,0,0
1478,Hunter McCurdy (D),American International College,1,0,0,0,0.00,0,0
1479,Aaron Grounds (F),Long Island University,1,0,0,0,0.00,0,0
1480,Adam Schankula (F),Bowling Green State University,1,0,0,0,0.00,0,0
1481,Michael Schermerhorn (C/LW),University of Notre Dame,1,0,0,0,0.00,0,-1
1482,Ryan Gillespie (RW),Canisius College,1,0,0,0,0.00,0,0
1483,Tim Delay (RW),Boston College,1,0,0,0,0.00,0,0
1484,Tyler Miller (D),Michigan Tech,1,0,0,0,0.00,0,0
1485,Tyler Waram (D),University of Alaska-Fairbanks,1,0,0,0,0.00,0,0
1486,Jordan Brisson (F),Colorado College,1,0,0,0,0.00,0,-1
1487,Jake LaRusso (F),Stonehill College,1,0,0,0,0.00,0,-1
1488,Luke Khozozian (F),Harvard University,1,0,0,0,0.00,0,0
1489,Austin Salani (F),Dartmouth College,1,0,0,0,0.00,2,-1
1490,Brian Silver (D),Miami University (Ohio),1,0,0,0,0.00,15,0
1491,Christian MacDougall (F),Canisius College,1,0,0,0,0.00,17,1
1492,Caden Lewandowski (D),Clarkson University,2,0,0,0,0.00,0,-1
1493,Noah Wakeford (F),Brown University,2,0,0,0,0.00,0,0
1494,George Grannis (F),Clarkson University,2,0,0,0,0.00,0,1
1495,Brayden Krieger (F),Bowling Green State University,2,0,0,0,0.00,0,-1
1496,Jordan Hughesman (F),Merrimack College,2,0,0,0,0.00,0,-1
1497,Jason Marsella (D),Yale University,2,0,0,0,0.00,0,-2
1498,Cameron Ricotta (LW),Mercyhurst University,2,0,0,0,0.00,0,-4
1499,Matt Cato (C),University of Vermont,2,0,0,0,0.00,0,-1
1500,Jaiden Moriello (RW),UMass-Lowell,2,0,0,0,0.00,0,-1
1501,Trevor Stachowiak (F),University of Minnesota-Duluth,2,0,0,0,0.00,0,-2
1502,Julian Facchinelli (RW),Princeton University,2,0,0,0,0.00,0,0
1503,Owen Forester (D),Yale University,2,0,0,0,0.00,0,-3
1504,Marian Mosko (D),Cornell University,2,0,0,0,0.00,0,-1
1505,Zach Hahn (D),University of New Hampshire,2,0,0,0,0.00,0,0
1506,Zach Bade (F),Western Michigan University,2,0,0,0,0.00,2,0
1507,Justin Barker (RW),Stonehill College,2,0,0,0,0.00,2,-2
1508,Jase Sofo (D),University of St. Thomas,2,0,0,0,0.00,4,-1
1509,Dana Wallace (F),St. Cloud State University,2,0,0,0,0.00,4,0
1510,Andrew Garby (D),Army (U.S. Military Academy),2,0,0,0,0.00,12,0
1511,Xan Gurney (D),Long Island University,2,0,0,0,0.00,15,1
1512,Noah Alvarez (F),Army (U.S. Military Academy),3,0,0,0,0.00,0,-2
1513,Chase Ramsay (D),Quinnipiac University,3,0,0,0,0.00,0,0
1514,Rainers Darzins (RW),Niagara University,3,0,0,0,0.00,0,-2
1515,Jack Gorton (RW),Boston University,3,0,0,0,0.00,0,-1
1516,Will Jones (D),Air Force Academy,3,0,0,0,0.00,0,1
1517,Riley Rosenthal (D),Stonehill College,3,0,0,0,0.00,0,-2
1518,Dean Spak (F),University of Alaska-Fairbanks,3,0,0,0,0.00,0,-1
1519,Lee Chiang (F),Robert Morris University,3,0,0,0,0.00,0,0
1520,Kyle Furey (D),Northeastern University,3,0,0,0,0.00,0,-1
1521,Hunter Weiss (D),University of Notre Dame,3,0,0,0,0.00,0,0
1522,Luke Lisko (C),Ferris State University,3,0,0,0,0.00,2,-3
1523,Willyam Gendron (C),Sacred Heart University,3,0,0,0,0.00,2,0
1524,Alex Gaffney (C),Harvard University,4,0,0,0,0.00,0,0
1525,Kade Nielsen (F),Minnesota State University (Mankato),4,0,0,0,0.00,0,0
1526,Will Traeger (C),Boston College,4,0,0,0,0.00,0,-1
1527,Josh Bohlin (F),Army (U.S. Military Academy),4,0,0,0,0.00,0,-2
1528,Christian Jimenez (D),Harvard University,4,0,0,0,0.00,0,-1
1529,Nicholas O'Hanisain (D),Bowling Green State University,4,0,0,0,0.00,0,0
1530,Keegan Langefels (D),Canisius College,4,0,0,0,0.00,0,0
1531,Ean Somoza (F),Western Michigan University,4,0,0,0,0.00,0,0
1532,Isaac MacLeod (RW),St. Lawrence University,4,0,0,0,0.00,0,0
1533,Matthew Brille (F),Brown University,4,0,0,0,0.00,2,1
1534,Parker Murray (F),Cornell University,4,0,0,0,0.00,2,0
1535,Dominick Rivelli (RW),UMass-Lowell,4,0,0,0,0.00,2,0
1536,Alexi Van Houtte-Cachero (RW/C),University of Nebraska-Omaha,4,0,0,0,0.00,4,-2
1537,Bryce Monrean (F),University of Alaska-Fairbanks,4,0,0,0,0.00,6,0
1538,Ethan Fredericks (F),Northeastern University,5,0,0,0,0.00,0,0
1539,Eric DeDobbelaer (C/RW),Robert Morris University,5,0,0,0,0.00,0,-2
1540,Oliver Bezick (D),Michigan Tech,5,0,0,0,0.00,0,0
1541,Jack Mesic (D),Western Michigan University,5,0,0,0,0.00,0,0
1542,Connor MacPherson (RW),University of New Hampshire,5,0,0,0,0.00,0,-1
1543,James Callahan (D),Air Force Academy,5,0,0,0,0.00,0,-3
1544,Hunter Jones (F),American International College,5,0,0,0,0.00,0,-2
1545,Luke Buss (F),University of Wisconsin,5,0,0,0,0.00,0,-2
1546,Noah Eyre (F),Quinnipiac University,5,0,0,0,0.00,0,0
1547,Kazimier Sobieski (D),UMass,5,0,0,0,0.00,2,1
1548,Nicholas Mikan (RW),University of St. Thomas,5,0,0,0,0.00,2,-2
1549,Lucas Kanta (LW),Army (U.S. Military Academy),5,0,0,0,0.00,2,-3
1550,Peter Lajoy (F),University of Denver,5,0,0,0,0.00,2,0
1551,Aidan Carney (F),University of Maine,5,0,0,0,0.00,2,0
1552,Nolan Hayes (D),Northeastern University,5,0,0,0,0.00,2,0
1553,Kolby Amici (F),Bentley University,5,0,0,0,0.00,2,-3
1554,Will Francis (D),University of Minnesota-Duluth,5,0,0,0,0.00,5,-3
1555,Carter Theissen (D),Augustana University,6,0,0,0,0.00,0,-3
1556,Evan Mitchell (D),St. Lawrence University,6,0,0,0,0.00,0,-3
1557,Cameron Dunn (C),UMass,6,0,0,0,0.00,0,0
1558,Ryan Davies (D),Stonehill College,6,0,0,0,0.00,2,-3
1559,Cade Alami (D),Minnesota State University (Mankato),6,0,0,0,0.00,4,-1
1560,Kyler Head (F),Mercyhurst University,6,0,0,0,0.00,6,-3
1561,Jack Blanchett (D),Lake Superior State University,6,0,0,0,0.00,6,-2
1562,Matteo Pecchia (LW),University of Alaska-Fairbanks,6,0,0,0,0.00,6,-1
1563,John Larkin (D),Ohio State University,7,0,0,0,0.00,0,0
1564,Jacob Bonkowski (F),Minnesota State University (Mankato),7,0,0,0,0.00,0,1
1565,Alec Whipple (D),University of Denver,7,0,0,0,0.00,0,0
1566,Tyler Haskins (F),Minnesota State University (Mankato),7,0,0,0,0.00,0,0
1567,Cameron Gendron (F),Providence College,7,0,0,0,0.00,0,0
1568,Trevor Smith (C),Army (U.S. Military Academy),7,0,0,0,0.00,0,-5
1569,Tanner Willick (D),American International College,7,0,0,0,0.00,2,-2
1570,Ryan Henderson (D),Bemidji State University,7,0,0,0,0.00,2,-3
1571,Joshua Wildauer (C),Lake Superior State University,7,0,0,0,0.00,2,-2
1572,Dawson Good (F),University of Vermont,7,0,0,0,0.00,2,-3
1573,Adam Raesler (F),Lindenwood University,7,0,0,0,0.00,4,-2
1574,Seth Bernard-Docker (D),Bentley University,8,0,0,0,0.00,0,-2
1575,Joshua Orrico (D),University of Michigan,8,0,0,0,0.00,0,-3
1576,Sean Kilcullen (D),UMass-Lowell,8,0,0,0,0.00,0,-1
1577,Eli Barnett (D),University of Vermont,8,0,0,0,0.00,2,6
1578,Pat Lawn (D),Bentley University,8,0,0,0,0.00,2,2
1579,Hadley Hudak (F),Lake Superior State University,8,0,0,0,0.00,4,-4
1580,Brendan Dumas (F),Sacred Heart University,8,0,0,0,0.00,8,-2
1581,Owen Nolan (D),Army (U.S. Military Academy),8,0,0,0,0.00,10,-2
1582,Patrick Reilly (D),Princeton University,9,0,0,0,0.00,2,-1
1583,Chris Romaine (D),Ohio State University,9,0,0,0,0.00,4,2
1584,Johannes Løkkeberg (C),Bowling Green State University,9,0,0,0,0.00,4,-2
1585,Jake Ratzlaff (D),University of St. Thomas,9,0,0,0,0.00,11,0
1586,Carl Fish (D),Providence College,10,0,0,0,0.00,0,-3
1587,Jojo Tanaka-Campbell (F),Yale University,10,0,0,0,0.00,2,-6
1588,Teodor Forssander (LW),Miami University (Ohio),11,0,0,0,0.00,0,-5
1589,Kaleb Tiessen (D),St. Cloud State University,11,0,0,0,0.00,2,-3
1590,Brandon Santa Juana (F),Bowling Green State University,11,0,0,0,0.00,2,-3
1591,Wyatt Schlaht (F),Brown University,11,0,0,0,0.00,2,-2
1592,Max Wattvil (D),Merrimack College,11,0,0,0,0.00,4,-3
1593,Will Hilfiker (D),University of Alaska-Fairbanks,11,0,0,0,0.00,15,5
1594,David Côté (D),Union College,12,0,0,0,0.00,2,-1
1595,Emerson Goode (C/W),Ferris State University,12,0,0,0,0.00,6,-9
1596,Jason Gallucci (D),Penn State University,12,0,0,0,0.00,8,1
1597,Jasper Lester (D),Air Force Academy,12,0,0,0,0.00,23,0
1598,Jack Blake (D),Bowling Green State University,13,0,0,0,0.00,2,1
1599,Josh Player (D),University of New Hampshire,13,0,0,0,0.00,2,-6
1600,Spencer Evans (D),Brown University,13,0,0,0,0.00,2,0
