ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
365,Matt DeBoer (W),College of the Holy Cross,39,4,15,19,0.49,65,-5
366,Ryan Bottrill (F),Brown University,30,3,16,19,0.63,10,-19
367,T.J. Lloyd (D),University of Alaska-Fairbanks,34,3,16,19,0.56,33,0
368,Arvils Bergmanis (D),University of Alaska-Fairbanks,31,2,17,19,0.61,39,8
369,Austin Jouppi (F),Bemidji State University,37,2,17,19,0.51,16,4
370,Remy Parker (F),Long Island University,36,13,5,18,0.50,6,-2
371,Tyler Gratton (RW),Arizona State University,36,12,6,18,0.50,18,-7
372,Jayden Perron (RW),University of North Dakota,39,11,7,18,0.46,8,-1
373,Alec Cicero (F),College of the Holy Cross,39,11,7,18,0.46,35,-3
374,Ryan O'Hara (LW),Bowling Green State University,26,10,8,18,0.69,12,-2
375,Grady Hobbs (RW/LW),RIT (Rochester Inst. of Tech.),39,10,8,18,0.46,16,4
376,David Chen (F),Yale University,30,9,9,18,0.60,19,-2
377,Jake Schneider (RW),Colgate University,35,9,9,18,0.51,12,8
378,Hudson Malinoski (C),Providence College,35,9,9,18,0.51,29,4
379,Tanner Kelly (F),Michigan State University,35,9,9,18,0.51,34,13
380,Frank Ireland (F),Stonehill College,36,9,9,18,0.50,23,-32
381,Max Montes (F),Ohio State University,37,9,9,18,0.49,17,-2
382,Grayson Constable (F),Long Island University,37,9,9,18,0.49,29,0
383,Stepan Pokorny (F),Ferris State University,36,8,10,18,0.50,26,-15
384,Simon Isabelle (RW),RIT (Rochester Inst. of Tech.),39,8,10,18,0.46,29,3
385,Max Scott (F),Brown University,22,7,11,18,0.82,12,2
386,Ryan Mansfield (LW),Bentley University,31,7,11,18,0.58,2,7
387,Jake Richard (RW/LW),University of Connecticut,36,7,11,18,0.50,6,1
388,Logan Will (F),Colorado College,37,7,11,18,0.49,12,6
389,Cole O'Hara (RW),UMass,37,7,11,18,0.49,18,-1
390,Ty Jackson (C),Arizona State University,21,6,12,18,0.86,14,6
391,Tyler Kopff (C/LW),Brown University,30,6,12,18,0.60,16,-4
392,Jérémie Bucheler (D),University of Vermont,33,6,12,18,0.55,27,-3
393,Kyle Bettens (RW/C),University of Minnesota-Duluth,36,6,12,18,0.50,14,1
394,Mickey Burns (LW),Mercyhurst University,35,5,13,18,0.51,14,-7
395,Filip Forsmark (LW/RW),Merrimack College,35,5,13,18,0.51,25,-10
396,Joaquim Lemay (D),University of Nebraska-Omaha,37,5,13,18,0.49,18,-3
397,Dustin Geregach (D),Mercyhurst University,34,4,14,18,0.53,35,-13
398,Marshall Warren (D),University of Michigan,41,4,14,18,0.44,30,0
399,Noah De la Durantaye (D),Princeton University,29,3,15,18,0.62,6,-9
400,Guillaume Richard (D),Providence College,35,3,15,18,0.51,27,5
401,Cullen Ferguson (D),Union College,37,3,15,18,0.49,60,3
402,Samuel Sjölund (D),Western Michigan University,38,3,15,18,0.47,10,-1
403,Joe Palodichuk (D),University of Wisconsin,40,3,15,18,0.45,25,13
404,Owen Cole (C),UMass-Lowell,36,10,7,17,0.47,8,-8
405,William Whitelaw (C),University of Wisconsin,37,10,7,17,0.46,17,3
406,Sam Stevens (C/LW),Boston University,40,10,7,17,0.43,34,15
407,Kyle Jeffers (C/RW),Lindenwood University,26,9,8,17,0.65,4,-6
408,Jason Brancheau (F),Ferris State University,35,9,8,17,0.49,16,-9
409,Ryan Miotto (F),University of Vermont,35,9,8,17,0.49,18,-8
410,Christian Catalano (RW),RIT (Rochester Inst. of Tech.),36,9,8,17,0.47,60,13
411,Jere Väisänen (F),Bemidji State University,37,9,8,17,0.46,4,2
412,Sean Chisholm (C/LW),Dartmouth College,28,8,9,17,0.61,11,9
413,Braiden Dorfman (F),Dartmouth College,29,8,9,17,0.59,36,1
414,Austin Brimmer (RW),Long Island University,33,8,9,17,0.52,12,-6
415,Bennett Schimek (F),Providence College,34,8,9,17,0.50,6,8
416,Kellan Hjartarson (F),Bentley University,34,8,9,17,0.50,16,7
417,Joe Cassetti (C/LW),Western Michigan University,38,8,9,17,0.45,8,-2
418,Louis Jamernik (RW),University of North Dakota,40,8,9,17,0.43,18,3
419,Sullivan Mack (C/LW),Cornell University,29,7,10,17,0.59,2,6
420,John Fusco (D),Dartmouth College,32,7,10,17,0.53,19,-6
421,Jacob Hewitt (F),Army (U.S. Military Academy),35,7,10,17,0.49,6,-5
422,Nik Hong (F),Army (U.S. Military Academy),35,7,10,17,0.49,14,-6
423,Jackson Decker (D),Canisius College,35,7,10,17,0.49,28,-2
424,Samu Salminen (C/LW),University of Connecticut,35,7,10,17,0.49,35,3
425,Raimonds Vitolins (C),Miami University (Ohio),28,6,11,17,0.61,26,-2
426,Joey Musa (F),Dartmouth College,32,6,11,17,0.53,18,0
427,Braeden Tuck (F),Sacred Heart University,33,6,11,17,0.52,6,-3
428,Luke Krys (D),Providence College,35,6,11,17,0.49,16,2
429,Nick Carabin (D),Princeton University,27,5,12,17,0.63,26,-2
430,Dovar Tinling (C),RPI (Rensselaer Polytech. Inst.),34,5,12,17,0.50,43,-7
431,Pito Walton (D),Northeastern University,36,5,12,17,0.47,30,8
432,Kevin Marx Norén (RW/LW),Northern Michigan University,30,4,13,17,0.57,14,-2
433,Trey Taylor (D),Clarkson University,35,4,13,17,0.49,27,20
434,Josh Luedtke (D),St. Cloud State University,37,4,13,17,0.46,21,2
435,Braden Birnie (F),University of Alaska-Fairbanks,33,3,14,17,0.52,21,14
436,Nicklas Andrews (D),Colorado College,37,3,14,17,0.46,29,4
437,Ryan Taylor (F),Clarkson University,24,10,6,16,0.67,4,5
438,Quinn Finley (LW),University of Wisconsin,36,10,6,16,0.44,16,3
439,Cam Thiesing (C),Ohio State University,31,9,7,16,0.52,55,-9
440,Trevor Janicke (RW/C),University of Notre Dame,32,9,7,16,0.50,16,6
441,Riley Duran (C/RW),Providence College,35,9,7,16,0.46,18,2
442,Spencer Kersten (RW/LW),Bowling Green State University,36,9,7,16,0.44,8,-8
443,Luke Mylymok (W/C),Niagara University,38,9,7,16,0.42,20,-10
444,David Gagnon (LW),Lindenwood University,28,8,8,16,0.57,25,-8
445,Porter Schachle (F),University of Alaska-Anchorage,32,8,8,16,0.50,41,-4
446,Barrett Hall (C),St. Cloud State University,33,8,8,16,0.48,16,-5
447,Arnaud Vachon (C),Augustana University,34,8,8,16,0.47,27,-4
448,Eric Ciccolini (RW),Clarkson University,34,8,8,16,0.47,28,3
449,Chase Davis (F),Bentley University,35,8,8,16,0.46,18,-5
450,Tyler Watkins (F),Union College,36,8,8,16,0.44,4,-1
451,Henri Schreifels (F),Stonehill College,36,8,8,16,0.44,28,-27
452,Austen Long (RW/C),American International College,38,8,8,16,0.42,27,5
453,Nicholas Zabaneh (C/LW),Boston University,40,8,8,16,0.40,36,11
454,Jake Southgate (C),Lindenwood University,28,7,9,16,0.57,6,-3
455,Aiden Westin (F),University of Alaska-Anchorage,29,7,9,16,0.55,17,1
456,Kyle Smolen (F),Arizona State University,36,7,9,16,0.44,59,3
457,Max Burkholder (D),Colorado College,37,7,9,16,0.43,6,6
458,Tyler Cristall (F),St. Lawrence University,39,7,9,16,0.41,12,-12
459,Nolan Sullivan (F),University of Nebraska-Omaha,40,7,9,16,0.40,40,2
460,Andrew Lucas (D),University of Connecticut,36,5,11,16,0.44,16,3
461,Philippe Chapleau (D),St. Lawrence University,39,5,11,16,0.41,8,-8
462,Cameron Johnson (C),Harvard University,32,4,12,16,0.50,4,1
463,Robert Cronin (F),University of New Hampshire,33,4,12,16,0.48,14,1
464,Simon Mack (D),Penn State University,36,4,12,16,0.44,0,3
465,Justin Janicke (LW/C),University of Notre Dame,36,4,12,16,0.44,47,-2
466,Tiernan Shoudy (F),Michigan State University,38,4,12,16,0.42,26,3
467,Xander Lamppa (F),Penn State University,35,3,13,16,0.46,40,-3
468,Lukas Gustafsson (D),Boston College,41,3,13,16,0.39,22,17
469,Chase Foley (D),Colorado College,32,2,14,16,0.50,6,0
470,Paul Fischer (D),University of Notre Dame,34,2,14,16,0.47,30,-3
471,Tanner Palocsik (D),Penn State University,36,2,14,16,0.44,8,-1
472,Tyler Duke (D),University of Michigan,38,2,14,16,0.42,50,12
473,Jacob Truscott (D),University of Michigan,41,2,14,16,0.39,41,5
474,Luke Reid (D),University of New Hampshire,36,1,15,16,0.44,18,5
475,Matt Basgall (D),Michigan State University,38,1,15,16,0.42,2,-3
476,Keanan Stewart (F),Mercyhurst University,31,10,5,15,0.48,10,-6
477,Brett Pfoh (F),Bowling Green State University,34,9,6,15,0.44,28,-3
478,Luc Laylin (F),University of St. Thomas,37,9,6,15,0.41,6,-11
479,Ryan O'Reilly (W/C),Arizona State University,37,9,6,15,0.41,18,10
480,Jimmy Glynn (F),University of Nebraska-Omaha,39,9,6,15,0.38,14,-11
481,Briggs Gammill (F),Yale University,28,8,7,15,0.54,24,0
482,Jonny Sorenson (F),University of Alaska-Fairbanks,33,8,7,15,0.45,33,2
483,Carter Batchelder (C),Lake Superior State University,34,8,7,15,0.44,14,-6
484,Kirklan Irey (F),Bemidji State University,37,8,7,15,0.41,22,4
485,Patrick Guzzo (C),Ohio State University,38,8,7,15,0.39,15,-2
486,Jack Harvey (F),Boston University,20,7,8,15,0.75,4,14
487,Ethan Zielke (F),Lindenwood University,28,7,8,15,0.54,18,-9
488,Alex Pineau (D),Brown University,30,7,8,15,0.50,20,-20
489,Cody Monds (RW/C),Clarkson University,30,7,8,15,0.50,21,-7
490,Jack O'Leary (F),Cornell University,35,7,8,15,0.43,12,15
491,Oliver Tarr (RW),Canisius College,37,7,8,15,0.41,23,2
492,Kirby Proctor (D),University of Nebraska-Omaha,40,7,8,15,0.38,8,8
493,Griffin Loughran (F),Canisius College,21,6,9,15,0.71,78,-6
494,A.J. Hodges (LW),Bentley University,29,6,9,15,0.52,2,-1
495,Kyler Head (F),Mercyhurst University,30,6,9,15,0.50,36,-14
496,Michael Citara (RW),Merrimack College,31,6,9,15,0.48,6,-2
497,Brody Waters (LW),Bowling Green State University,34,6,9,15,0.44,25,-8
498,Logan Ganie (LW),Robert Morris University,35,6,9,15,0.43,6,-13
499,Matthew Perkins (C),University of Minnesota-Duluth,35,6,9,15,0.43,12,-12
500,Ben Poisson (F),University of Maine,37,6,9,15,0.41,21,0
501,Mason McCormick (LW),Air Force Academy,38,6,9,15,0.39,44,-7
502,Jaroslav Chmelar (RW/LW),Providence College,26,5,10,15,0.58,29,7
503,Ben MacDonald (C),Harvard University,32,5,10,15,0.47,36,-10
504,A.J. Macaulay (D),University of Alaska-Fairbanks,34,5,10,15,0.44,14,9
505,Pierson Brandon (D),Colgate University,34,5,10,15,0.44,37,10
506,Josh Nodler (C/RW),Bowling Green State University,36,5,10,15,0.42,8,-22
507,Jak Vaarwerk (C),UMass-Lowell,36,5,10,15,0.42,28,-1
508,Hunter Sansbury (D),Sacred Heart University,36,5,10,15,0.42,37,-16
509,Jack Seymour (RW),College of the Holy Cross,37,5,10,15,0.41,25,5
510,Brandon Holt (D),University of Maine,33,4,11,15,0.45,18,10
511,Bret Link (RW/LW),Colorado College,35,4,11,15,0.43,6,8
512,Kyle Haskins (C),Canisius College,35,4,11,15,0.43,10,-6
513,Michael Callow (RW/LW),Harvard University,32,3,12,15,0.47,0,1
514,Will Gilson (D),University of Alaska-Anchorage,34,3,12,15,0.44,67,4
515,Mason Nevers (C),University of Minnesota,35,3,12,15,0.43,12,16
516,Aiden Dubinsky (D),University of Minnesota-Duluth,37,3,12,15,0.41,20,-12
517,Jesse Lansdell (LW),University of Nebraska-Omaha,39,3,12,15,0.38,74,1
518,Aidan Hreschuk (D),Boston College,41,2,13,15,0.37,32,21
519,Evan Bushy (D),Lake Superior State University,37,1,14,15,0.41,18,7
520,Harrison Blaisdell (C),University of New Hampshire,32,11,3,14,0.44,6,5
521,Cameron Garvey (C),Robert Morris University,37,11,3,14,0.38,19,0
522,Phip Waugh (D/C),Mercyhurst University,31,10,4,14,0.45,32,2
523,Holt Oliphant (F),Air Force Academy,38,10,4,14,0.37,10,-6
524,Ian Carpentier (C),Yale University,26,8,6,14,0.54,8,-5
525,Christopher Theodore (LW),University of Vermont,30,8,6,14,0.47,0,-9
526,Jake Gagnon (RW),RPI (Rensselaer Polytech. Inst.),30,8,6,14,0.47,8,-10
527,Nick DeSantis (F),Cornell University,35,8,6,14,0.40,30,16
528,Dylan Lugris (F),Penn State University,36,8,6,14,0.39,4,-6
529,Joshua Eernisse (F),University of Michigan,41,8,6,14,0.34,45,-5
530,Dans Locmelis (C),UMass,30,7,7,14,0.47,4,7
531,Chase Dafoe (F),University of Alaska-Fairbanks,31,7,7,14,0.45,54,4
532,Stiven Sardaryan (RW/C),University of New Hampshire,32,7,7,14,0.44,12,-4
533,Connor Marritt (F),University of Alaska-Anchorage,33,7,7,14,0.42,7,6
534,Timofei Spitserov (RW),University of Vermont,35,7,7,14,0.40,6,-11
535,Jake Percival (F),University of Connecticut,36,7,7,14,0.39,18,5
536,Victor Czerneckianair (C),Quinnipiac University,39,7,7,14,0.36,12,12
537,Ty Naaykens (F),St. Lawrence University,39,7,7,14,0.36,45,-11
538,Logan Britt (D),University of North Dakota,40,7,7,14,0.35,10,13
539,Nolan Welsh (F),Long Island University,32,6,8,14,0.44,21,1
540,Graham Gamache (F),Providence College,35,6,8,14,0.40,8,1
541,Tyrone Bronte (RW),Michigan Tech,35,6,8,14,0.40,23,0
542,Dalton Messina (F),Ohio State University,38,6,8,14,0.37,20,-10
543,Jack Horbach (RW/C),University of Wisconsin,38,6,8,14,0.37,26,15
544,McKay Hayes (C),Robert Morris University,38,6,8,14,0.37,35,-4
545,Uula Ruikka (D),Augustana University,29,5,9,14,0.48,30,-6
546,Andrew DeCarlo (F),Air Force Academy,32,5,9,14,0.44,12,-4
547,Kaleb Ergang (RW),Ferris State University,34,5,9,14,0.41,10,-7
548,Joey Muldowney (RW),University of Connecticut,35,5,9,14,0.40,12,-7
549,Martins Lavins (C),University of New Hampshire,35,5,9,14,0.40,28,5
550,Stan Cooley (C),Colorado College,37,5,9,14,0.38,14,1
551,Connor Caponi (F),University of Denver,44,5,9,14,0.32,26,4
552,Caleb MacDonald (D),University of Alaska-Fairbanks,31,4,10,14,0.45,38,13
553,Hayden Hennen (D),Augustana University,32,4,10,14,0.44,10,-8
554,Jesse Tucker (C),Clarkson University,34,4,10,14,0.41,28,4
555,Ross Roloson (D),Lake Superior State University,37,4,10,14,0.38,4,4
556,Cade Townend (D),Robert Morris University,38,4,10,14,0.37,26,-6
557,Olivier Gauthier (LW),Niagara University,39,4,10,14,0.36,33,-9
558,Greg Japchen (D),Stonehill College,30,3,11,14,0.47,10,-29
559,Jaden Grant (F),Bowling Green State University,36,3,11,14,0.39,14,-4
560,Jack Peart (D),St. Cloud State University,38,3,11,14,0.37,18,-4
561,Jacob Bengtsson (D),Boston College,40,3,11,14,0.35,18,21
562,Mike Koster (D),University of Minnesota,33,2,12,14,0.42,4,1
563,Jed Pietila (D),Michigan Tech,40,2,12,14,0.35,26,7
564,Brandon Koch (D),Minnesota State University (Mankato),34,1,13,14,0.41,18,4
565,Alex Gagne (D),University of New Hampshire,36,1,13,14,0.39,24,13
566,Carter Korpi (F),Union College,35,10,3,13,0.37,36,6
567,Jackson Niedermayer (LW),Arizona State University,33,9,4,13,0.39,10,13
568,Nick Rhéaume (LW/C),UMass-Lowell,34,9,4,13,0.38,32,-12
569,Casey Severo (C),Harvard University,32,8,5,13,0.41,6,-3
570,Matt Crasa (C/RW),UMass-Lowell,34,8,5,13,0.38,16,-3
571,Seth Fyten (F),Bowling Green State University,26,7,6,13,0.50,37,3
572,Trey Funk (F),Canisius College,34,7,6,13,0.38,6,-2
573,Connor Eddy (C),Northern Michigan University,34,7,6,13,0.38,40,-6
574,Arvid Caderoth (C/RW),Michigan Tech,35,7,6,13,0.37,14,-8
575,Anthony Cipollone (F),Quinnipiac University,36,7,6,13,0.36,2,13
576,Luke Manning (C/W),University of St. Thomas,37,7,6,13,0.35,14,-4
577,Matt Allen (F),University of Alaska-Anchorage,30,6,7,13,0.43,4,1
578,Chase Dubois (F),University of Alaska-Fairbanks,30,6,7,13,0.43,19,7
579,Jan Lasak (RW),St. Lawrence University,35,6,7,13,0.37,2,-3
580,Samuel Duerr (D),Bentley University,35,6,7,13,0.37,12,-11
581,Tyler Mahan (LW),RIT (Rochester Inst. of Tech.),35,6,7,13,0.37,16,10
582,Ryan Sullivan (F),Colgate University,35,6,7,13,0.37,16,6
583,John Gelatt (F),College of the Holy Cross,38,6,7,13,0.34,20,-7
584,Ben Troumbly (F),Augustana University,28,5,8,13,0.46,14,-9
585,Patrick Geary (D),Michigan State University,32,5,8,13,0.41,30,1
586,Adam Tisdale (C),University of Alaska-Anchorage,34,5,8,13,0.38,4,-6
587,Brent Johnson (D),Ohio State University,37,5,8,13,0.35,8,-1
588,Austen May (D),Providence College,30,4,9,13,0.43,4,4
589,Mac Welsher (C),Merrimack College,30,4,9,13,0.43,18,2
590,Tyler Rubin (D),Princeton University,30,4,9,13,0.43,22,2
591,Cameron MacDonald (F),Dartmouth College,31,4,9,13,0.42,8,4
592,Jacob Kraft (C),Cornell University,34,4,9,13,0.38,2,6
593,Brett Bamber (D),University of Alaska-Anchorage,34,4,9,13,0.38,17,8
594,Erik Urbank (RW),Canisius College,34,4,9,13,0.38,37,2
595,Dean Schwenninger (C),Stonehill College,36,4,9,13,0.36,32,-21
596,Trent Sambrook (D),Mercyhurst University,28,3,10,13,0.46,14,-2
597,Brett Meerman (F),Augustana University,29,3,10,13,0.45,2,-7
598,Matt Koethe (F),University of Alaska-Fairbanks,31,3,10,13,0.42,10,6
599,Ty Gagno (F),College of the Holy Cross,33,3,10,13,0.39,16,7
600,Dylan Gratton (D),Penn State University,36,3,10,13,0.36,2,1
601,Brennan Ali (C/LW),University of Notre Dame,36,3,10,13,0.36,4,3
602,Anthony Dowd (D),Arizona State University,36,3,10,13,0.36,12,-1
603,Kieran Cebrian (F),University of Denver,36,3,10,13,0.36,14,12
604,Reid Irwin (D/C),Colgate University,36,3,10,13,0.36,24,5
605,Nate Schweitzer (D),Lake Superior State University,38,3,10,13,0.34,24,-3
606,Jacob Guévin (D),University of Nebraska-Omaha,40,3,10,13,0.33,20,-9
607,Jimmy Dowd (D),Penn State University,28,2,11,13,0.46,26,-1
608,Ryan Conroy (D),Yale University,30,2,11,13,0.43,26,-1
609,David Melaragni (D),Canisius College,32,2,11,13,0.41,16,2
610,Dante Fantauzzi (D),Sacred Heart University,35,2,11,13,0.37,32,1
611,Max Smolinski (D),RPI (Rensselaer Polytech. Inst.),37,2,11,13,0.35,50,-6
612,Luke Johnson (D),Robert Morris University,39,2,11,13,0.33,10,-22
613,Alex Murray (D),Niagara University,22,1,12,13,0.59,10,-2
614,Mitchell Wolfe (D),Bemidji State University,38,1,12,13,0.34,14,15
615,Daniel Ebrahim (LW),Sacred Heart University,31,9,3,12,0.39,19,-4
616,Joey Molenaar (F),St. Cloud State University,32,8,4,12,0.38,19,4
617,Nik Armstrong-Kingcade (F),Bentley University,24,7,5,12,0.50,25,2
618,Matthew Vermaeten (F),Canisius College,30,7,5,12,0.40,20,0
619,Michael Colella (F),Northern Michigan University,34,7,5,12,0.35,6,-7
620,Brendan Gibbons (C),Air Force Academy,34,7,5,12,0.35,14,-7
621,Ethan Scardina (C),Bowling Green State University,26,6,6,12,0.46,22,-4
622,Ryan Upson (F),Bentley University,27,6,6,12,0.44,8,5
623,Nik Allain (F),Yale University,28,6,6,12,0.43,27,0
624,Arlo Merritt (C),Bentley University,30,6,6,12,0.40,4,-3
625,Owen Bohn (F),Augustana University,31,6,6,12,0.39,18,1
626,Jackson Dorrington (D),Northeastern University,33,6,6,12,0.36,6,15
627,Zach Faremouth (F),Ferris State University,34,6,6,12,0.35,24,-4
628,George Krotiris (W),Robert Morris University,36,6,6,12,0.33,19,-8
629,Ben Strinden (C),University of North Dakota,39,6,6,12,0.31,18,6
630,Isak Walther (RW),University of Vermont,24,5,7,12,0.50,6,10
631,Ryan Coughlin (F),Mercyhurst University,27,5,7,12,0.44,8,-1
632,Quinn Rudrud (F),Augustana University,29,5,7,12,0.41,12,-5
633,Chase Brand (C),Augustana University,30,5,7,12,0.40,15,-12
634,Jamie Armstrong (LW/RW),Boston College,32,5,7,12,0.38,17,4
635,Massimo-Sarantos Lombardi (C),University of Vermont,32,5,7,12,0.38,17,3
636,Tristan Sarsland (D),Clarkson University,34,5,7,12,0.35,14,8
637,Kristaps Skrastins (C),University of New Hampshire,35,5,7,12,0.34,4,3
638,John Beaton (C),RPI (Rensselaer Polytech. Inst.),32,4,8,12,0.38,2,-22
639,Dillan Bentley (F),UMass-Lowell,32,4,8,12,0.38,12,-11
640,Ryan Tattle (F),University of Connecticut,34,4,8,12,0.35,22,-8
641,Kienan Draper (RW),University of Michigan,37,4,8,12,0.32,24,4
642,Jack Millar (D),Colorado College,37,4,8,12,0.32,24,-1
643,Samuli Niinisaari (D),UMass,27,3,9,12,0.44,4,2
644,Noah Carlin (D),Niagara University,27,3,9,12,0.44,10,3
645,Matt Choupani (C),Northeastern University,28,3,9,12,0.43,8,-1
646,David Andreychuk (C/LW),Yale University,30,3,9,12,0.40,14,-10
647,Valtteri Piironen (D),Long Island University,31,3,9,12,0.39,18,-3
648,Jack Smith (C/RW),University of Minnesota-Duluth,34,3,9,12,0.35,12,0
649,Maddox Fleming (RW/LW),University of Notre Dame,35,3,9,12,0.34,8,-7
650,Kash Rasmussen (F),Michigan Tech,35,3,9,12,0.34,9,4
651,William Zapernick (C/RW),University of Vermont,35,3,9,12,0.34,14,-4
652,Isac Jonsson (D),UMass-Lowell,36,3,9,12,0.33,2,-15
653,Ralfs Bergmanis (D),University of Vermont,32,2,10,12,0.38,60,-1
654,Josef Mysak (D),Niagara University,37,2,10,12,0.32,28,-6
655,Tim Washe (C/LW),Western Michigan University,38,2,10,12,0.32,27,-5
656,Ben Meehan (D),UMass-Lowell,25,1,11,12,0.48,31,-5
657,Kyle Kukkonen (C/RW),Michigan Tech,27,1,11,12,0.44,18,-4
658,Connor Kelley (D),Providence College,34,1,11,12,0.35,12,7
659,Ethan Gauer (D),University of St. Thomas,37,0,12,12,0.32,26,-8
660,Dylan Jackson (RW),Arizona State University,15,7,4,11,0.73,18,-1
661,Jakob Lee (C),RPI (Rensselaer Polytech. Inst.),23,7,4,11,0.48,41,-3
662,Branden Piku (F),Lake Superior State University,25,7,4,11,0.44,14,6
663,Jamie Engelbert (C),Providence College,28,7,4,11,0.39,16,3
664,Kasper Magnussen (LW),Bemidji State University,29,7,4,11,0.38,6,3
665,Emerson Goode (C/W),Ferris State University,32,7,4,11,0.34,24,3
666,Sully Scholle (F),University of Maine,33,7,4,11,0.33,10,1
667,Tristan Fraser (F),University of Connecticut,35,7,4,11,0.31,33,-1
668,Nicholas Cafarelli (F),University of New Hampshire,28,6,5,11,0.39,41,2
669,Dane Dowiak (C/LW),Penn State University,31,6,5,11,0.35,24,-16
670,Connor Mylymok (RW/LW),Niagara University,37,6,5,11,0.30,61,-1
671,Marko Reifenberger (C),Mercyhurst University,33,5,6,11,0.33,37,-10
672,Quinn Emerson (RW/C),Bowling Green State University,36,5,6,11,0.31,10,1
673,Jimmy Clark (LW/C),University of Minnesota,39,5,6,11,0.28,4,5
674,Grant Silianoff (RW),University of Notre Dame,28,4,7,11,0.39,12,4
675,Matthew Campbell (D),Michigan Tech,30,4,7,11,0.37,8,-6
676,Gustav Stjernberg (D),Bowling Green State University,31,4,7,11,0.35,40,2
677,Eric Charpentier (D),Dartmouth College,32,4,7,11,0.34,25,2
678,Craig Needham (C),Providence College,34,4,7,11,0.32,31,-4
679,Ben Raymond (C/LW),Colgate University,35,4,7,11,0.31,6,2
680,Brett Callahan (D),American International College,37,4,7,11,0.30,10,1
681,Thomas Weis (C),Ohio State University,37,4,7,11,0.30,33,-3
682,Iivari Räsänen (D),Quinnipiac University,39,4,7,11,0.28,16,25
683,Colton Friesen (F),Augustana University,24,3,8,11,0.46,6,-3
684,Andrei Buyalsky (C),University of Vermont,25,3,8,11,0.44,8,-5
685,Jaeden Mercier (F),Lindenwood University,28,3,8,11,0.39,6,-12
686,Matthew Fusco (D),Dartmouth College,28,3,8,11,0.39,10,-6
687,Steven Bellini (D),Minnesota State University (Mankato),31,3,8,11,0.35,20,4
688,Evan McIntyre (D),Augustana University,34,3,8,11,0.32,16,-10
689,Zack Nazzarett (LW),Long Island University,20,2,9,11,0.55,4,1
690,Ian Pierce (D),Dartmouth College,21,2,9,11,0.52,8,2
691,Nolan Renwick (RW/LW),University of Maine,25,2,9,11,0.44,14,-5
692,Zach Dubinsky (F),University of Vermont,30,2,9,11,0.37,20,3
693,Jordan Steinmetz (F),Minnesota State University (Mankato),32,2,9,11,0.34,10,1
694,Axel Kumlin (D),Miami University (Ohio),34,2,9,11,0.32,10,-12
695,Vincent Corcoran (D),Bemidji State University,34,2,9,11,0.32,14,-14
696,Garrett Horsager (D),Bentley University,35,2,9,11,0.31,12,12
697,Brandon Santa Juana (F),Bowling Green State University,36,2,9,11,0.31,16,-11
698,Daniel Laatsch (D),University of Wisconsin,40,2,9,11,0.28,6,17
699,Mark Cheremeta (LW),Sacred Heart University,17,1,10,11,0.65,6,-5
700,Jake Schmaltz (LW/C),University of North Dakota,36,1,10,11,0.31,13,3
701,Kabore Dunn (D),Lindenwood University,22,0,11,11,0.50,20,-6
702,Ethan Mistry (D),Brown University,30,0,11,11,0.37,6,-12
703,Thomas Messineo (D),University of Connecticut,36,0,11,11,0.31,2,8
704,Alex Gaffney (C),Harvard University,31,8,2,10,0.32,0,-18
705,Anthony Menghini (F),University of Minnesota-Duluth,37,8,2,10,0.27,43,6
706,Simon Jellus (C/LW),University of Vermont,30,6,4,10,0.33,2,-5
707,Michael Cameron (C),UMass,35,6,4,10,0.29,0,-3
708,Jake McLean (F),Bemidji State University,38,6,4,10,0.26,2,1
709,Aiden Yakimchuk (D),Lindenwood University,16,5,5,10,0.63,6,-5
710,Dalton Norris (D),Bowling Green State University,23,5,5,10,0.43,19,-9
711,Adam Pitters (F),Long Island University,31,5,5,10,0.32,10,4
712,Ryan Fine (F),Harvard University,32,5,5,10,0.31,12,-10
713,Michael Gildon (C/LW),Ohio State University,34,5,5,10,0.29,27,3
714,Drew Montgomery (F),Colorado College,35,5,5,10,0.29,12,1
715,Andrius Kulbis-Marino (D),Sacred Heart University,36,5,5,10,0.28,14,-2
716,Philippe Jacques (C),RIT (Rochester Inst. of Tech.),37,5,5,10,0.27,14,4
717,John Evans (F),RPI (Rensselaer Polytech. Inst.),16,4,6,10,0.63,2,-3
718,Klavs Veinbergs (C/LW),Colorado College,19,4,6,10,0.53,10,0
719,Stefano Bottini (LW/RW),Canisius College,23,4,6,10,0.43,10,1
720,Caden Brown (C),Ohio State University,24,4,6,10,0.42,6,-4
721,Owen Baumgartner (D),Air Force Academy,24,4,6,10,0.42,12,1
722,J.P. Turner (C),University of New Hampshire,24,4,6,10,0.42,21,1
723,Drew Kuzma (F),Lindenwood University,25,4,6,10,0.40,43,-7
724,Caleb Price (D),Lindenwood University,27,4,6,10,0.37,6,-3
725,Barrett Brooks (RW),Mercyhurst University,27,4,6,10,0.37,23,-5
726,Colby MacArthur (RW),Union College,29,4,6,10,0.34,4,-3
727,Pierce Patterson (D),Army (U.S. Military Academy),31,4,6,10,0.32,8,-11
728,Blake Wells (F),American International College,33,4,6,10,0.30,12,3
729,Rylan Van Unen (F),Northern Michigan University,33,4,6,10,0.30,55,-5
730,Vincent Salice (C),Army (U.S. Military Academy),34,4,6,10,0.29,12,-4
731,Frank Djurasevic (D),Merrimack College,35,4,6,10,0.29,26,-2
