ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
1459,Niko Jovanovic (C/LW),University of Notre Dame,0,0,0,0,0.00,0,0
1460,Dayne Hoyord (F),Army (U.S. Military Academy),0,0,0,0,0.00,0,0
1461,Finlay Williams (F),University of Notre Dame,0,0,0,0,0.00,0,0
1462,Cole Teleki (D),Lindenwood University,0,0,0,0,0.00,0,0
1463,Ethan Wolthers (F),Western Michigan University,0,0,0,0,0.00,0,0
1464,Ethan Perrault (D),Augustana University,0,0,0,0,0.00,0,0
1465,Bauer Swift (D),University of Connecticut,0,0,0,0,0.00,0,0
1466,Jackson McCarthy (D),Mercyhurst University,0,0,0,0,0.00,0,0
1467,David Ma (D),Princeton University,0,0,0,0,0.00,0,0
1468,Eric DeDobbelaer (C/RW),UMass,0,0,0,0,0.00,0,0
1469,Carter Rapalje (F),Stonehill College,0,0,0,0,0.00,0,0
1470,Aidan Carney (F),University of Maine,0,0,0,0,0.00,0,0
1471,Nikolai Charchenko (D),Colorado College,0,0,0,0,0.00,0,0
1472,Mike Brown (D),Merrimack College,0,0,0,0,0.00,0,0
1473,Will Schimek (D),Providence College,0,0,0,0,0.00,0,0
1474,Garrett Szydlowski (RW),Western Michigan University,0,0,0,0,0.00,0,0
1475,Will Francis (D),University of Minnesota-Duluth,1,0,0,0,0.00,0,0
1476,Luke Strickland (LW),Long Island University,1,0,0,0,0.00,0,1
1477,Huston Karpman (F),University of Connecticut,1,0,0,0,0.00,0,-1
1478,Luke LaMaster (D),University of Wisconsin,1,0,0,0,0.00,0,0
1479,Hunter Weiss (D),University of Notre Dame,1,0,0,0,0.00,0,-1
1480,Thomas Jarman (D),Boston University,1,0,0,0,0.00,0,0
1481,Evan Mitchell (D),St. Lawrence University,1,0,0,0,0.00,0,0
1482,Mitch LaFay (C/W),University of Alaska-Anchorage,1,0,0,0,0.00,0,0
1483,Ronan Walsh (F),University of New Hampshire,1,0,0,0,0.00,0,0
1484,Harry Meirowitz (D),Brown University,1,0,0,0,0.00,0,0
1485,Oliver Bezick (D),Michigan Tech,1,0,0,0,0.00,0,-1
1486,Zach Hahn (D),University of New Hampshire,1,0,0,0,0.00,0,0
1487,William Elias (D),College of the Holy Cross,1,0,0,0,0.00,0,0
1488,Sam Jacobs (F),Air Force Academy,1,0,0,0,0.00,0,0
1489,Kennedy O'Connor (D),UMass,1,0,0,0,0.00,0,0
1490,Peter Frates (D),Harvard University,1,0,0,0,0.00,0,0
1491,Matteo Pecchia (LW),University of Alaska-Fairbanks,1,0,0,0,0.00,2,-1
1492,Josh Bohlin (F),Army (U.S. Military Academy),1,0,0,0,0.00,2,-1
1493,Eli Pilosof (C),Union College,1,0,0,0,0.00,2,0
1494,Joey Dosan (F),Army (U.S. Military Academy),2,0,0,0,0.00,0,-1
1495,Ryan Stevens (F),Yale University,2,0,0,0,0.00,0,-2
1496,Nicky Wallace (D),Quinnipiac University,2,0,0,0,0.00,0,1
1497,Antonio Fernandez (D),Colorado College,2,0,0,0,0.00,0,0
1498,David Hymovitch (F),Arizona State University,2,0,0,0,0.00,0,0
1499,Jeremy Gervais (D),Lake Superior State University,2,0,0,0,0.00,0,-1
1500,Jake Sacratini (RW),American International College,2,0,0,0,0.00,0,0
1501,Jasper Lester (D),Air Force Academy,2,0,0,0,0.00,0,1
1502,Cooper Connell (F),Bentley University,2,0,0,0,0.00,0,0
1503,James Callahan (D),Air Force Academy,2,0,0,0,0.00,0,0
1504,Edvards Bergmanis (F),University of Alaska-Fairbanks,2,0,0,0,0.00,0,0
1505,Gavin Best (F),Michigan State University,2,0,0,0,0.00,0,-2
1506,Trevor Kukkonen (F),Michigan Tech,2,0,0,0,0.00,2,0
1507,Josh Phillips (D),Union College,2,0,0,0,0.00,2,0
1508,Aidan Connolly (C),Sacred Heart University,2,0,0,0,0.00,2,-2
1509,Danny Pearson (F),Bentley University,2,0,0,0,0.00,4,-1
1510,Anthony Messuri (F),Northeastern University,3,0,0,0,0.00,0,-1
1511,Lee Chiang (F),Robert Morris University,3,0,0,0,0.00,0,-1
1512,Seiya Tanaka-Campbell (F),Yale University,3,0,0,0,0.00,0,0
1513,Jaryd Sych (D),Mercyhurst University,3,0,0,0,0.00,0,-1
1514,Dylan Davies (D/F),RPI (Rensselaer Polytech. Inst.),3,0,0,0,0.00,2,0
1515,Matt Hutton (F),Robert Morris University,3,0,0,0,0.00,2,-1
1516,Tanner Komzak (D),University of North Dakota,4,0,0,0,0.00,0,2
1517,Nolan Joyce (D),Boston College,4,0,0,0,0.00,0,2
1518,Chase Ramsay (D),Quinnipiac University,4,0,0,0,0.00,0,-1
1519,Jack Powell (D),Bemidji State University,4,0,0,0,0.00,0,1
1520,Jack Shemligian (D),Stonehill College,4,0,0,0,0.00,2,-4
1521,Benito Posa (F),Lake Superior State University,4,0,0,0,0.00,2,-4
1522,Michael Martignetti (D),Stonehill College,4,0,0,0,0.00,4,-5
1523,Jacob Badal (LW),Ferris State University,5,0,0,0,0.00,0,-3
1524,James Crossman (D),Michigan State University,5,0,0,0,0.00,0,0
1525,Isaac MacLeod (RW),St. Lawrence University,5,0,0,0,0.00,2,-1
1526,Davis Fry (F),Mercyhurst University,5,0,0,0,0.00,2,-2
1527,Noah Serdachny (F),Colorado College,5,0,0,0,0.00,2,-2
1528,Tanner Edwards (LW/C),Minnesota State University (Mankato),5,0,0,0,0.00,4,-1
1529,Kaleb Tiessen (D),St. Cloud State University,6,0,0,0,0.00,0,1
1530,Brendan Miles (D),University of Michigan,6,0,0,0,0.00,0,-1
1531,Michael Emerson (RW),University of North Dakota,6,0,0,0,0.00,2,-1
1532,Lucas Jones (D),University of Vermont,6,0,0,0,0.00,17,-2
1533,Charlie Russell (F),Clarkson University,7,0,0,0,0.00,0,-4
1534,Brendan Poshak (F),Northern Michigan University,7,0,0,0,0.00,0,1
1535,Atte Lehikoinen (D),Long Island University,7,0,0,0,0.00,2,-3
1536,Keegan Langefels (D),Canisius College,7,0,0,0,0.00,2,-4
1537,Joshua Orrico (D),University of Michigan,7,0,0,0,0.00,2,0
1538,Sam Stange (RW),University of Wisconsin,7,0,0,0,0.00,4,-2
1539,Douglas Andersson (LW),American International College,7,0,0,0,0.00,6,-3
1540,Doug Scott (D),RIT (Rochester Inst. of Tech.),7,0,0,0,0.00,14,-1
1541,Ethan Ullrick (F),Air Force Academy,7,0,0,0,0.00,15,-3
1542,John Dalton (D),University of Maine,8,0,0,0,0.00,0,-2
1543,Kade Nielsen (F),Minnesota State University (Mankato),8,0,0,0,0.00,0,-4
1544,Tristan Amonte (F),Boston University,8,0,0,0,0.00,0,0
1545,Jeppe Urup Mogensen (D),Northern Michigan University,8,0,0,0,0.00,2,-3
1546,Will Traeger (C),Boston College,8,0,0,0,0.00,2,-1
1547,Tyler Gaulin (F),Mercyhurst University,8,0,0,0,0.00,8,-4
1548,Jack O'Brien (D),Cornell University,9,0,0,0,0.00,0,4
1549,Spencer Evans (D),Brown University,9,0,0,0,0.00,0,0
1550,Charles Merkley (RW),Robert Morris University,9,0,0,0,0.00,0,-3
1551,Daniel Baldassarra (C),Long Island University,9,0,0,0,0.00,4,-2
1552,Kade Peterson (F),Long Island University,9,0,0,0,0.00,4,-2
1553,Ryan Helliwell (D),University of Notre Dame,9,0,0,0,0.00,17,0
1554,Sean Donaldson (LW),Cornell University,10,0,0,0,0.00,0,-1
1555,Trevor Bishop (F),Western Michigan University,10,0,0,0,0.00,0,-3
1556,Ean Somoza (F),Western Michigan University,10,0,0,0,0.00,12,-1
1557,Jake Veilleux (D/F),University of Connecticut,11,0,0,0,0.00,0,0
1558,Spencer Schneider (F),Bowling Green State University,12,0,0,0,0.00,0,-3
1559,Thomas Haynes (D),Robert Morris University,12,0,0,0,0.00,4,-5
1560,Owen Neuharth (C),Colgate University,12,0,0,0,0.00,4,0
1561,Darwin Lakoduk (F),American International College,12,0,0,0,0.00,4,-2
1562,Luke Khozozian (F),Harvard University,12,0,0,0,0.00,19,-1
1563,Axel Begley (D),University of Minnesota,14,0,0,0,0.00,0,-2
1564,Luke Erickson (D),St. Lawrence University,14,0,0,0,0.00,10,-4
1565,Jacob Felker (F),Army (U.S. Military Academy),14,0,0,0,0.00,19,-7
1566,Brendan Budy (LW),RPI (Rensselaer Polytech. Inst.),15,0,0,0,0.00,8,-5
1567,Michael Outzen (F),Northeastern University,16,0,0,0,0.00,2,0
1568,Patrick Dawson (D),Northeastern University,16,0,0,0,0.00,2,-4
1569,Hunter Andrew (F),Canisius College,16,0,0,0,0.00,4,-8
1570,Brian Silver (D),Augustana University,16,0,0,0,0.00,8,-7
1571,Brady Cleveland (D),University of Wisconsin,16,0,0,0,0.00,19,-3
1572,Lynden Grandberg (F),Brown University,18,0,0,0,0.00,0,-4
1573,Cameron Mannion (D),Stonehill College,18,0,0,0,0.00,8,-19
1574,Jon Bell (D),Army (U.S. Military Academy),18,0,0,0,0.00,15,-4
1575,Nico DeVita (D),Ferris State University,19,0,0,0,0.00,2,-16
1576,Bodie Nobes (D),University of Maine,19,0,0,0,0.00,17,-1
1577,Max Rud (D),University of Minnesota,20,0,0,0,0.00,0,-1
1578,Carter Schade (D),Penn State University,21,0,0,0,0.00,15,-9
1579,Jack Pascucci (D),University of Connecticut,24,0,0,0,0.00,6,-8
1580,Matthew Cassidy (RW),Ohio State University,24,0,0,0,0.00,24,-5
1581,Gavin Puskar (F),Brown University,26,0,0,0,0.00,6,-4
1582,Mackenzie Merriman (F),Princeton University,27,0,0,0,0.00,2,-15
1583,Tommy Lyons (F),Harvard University,29,0,0,0,0.00,2,-11
1584,Andrew Gilbert (D),Army (U.S. Military Academy),33,0,0,0,0.00,10,-12
1585,Hunter Hastings (F),Stonehill College,34,0,0,0,0.00,18,-20
1586,Jimmy Rayhill (D),Cornell University,0,0,0,0,0.00,0,0
1587,Jack Page (D),Boston University,0,0,0,0,0.00,0,0
1588,P.J. Garrett (D),Colgate University,0,0,0,0,0.00,0,0
1589,Aaron Myers (F),Bemidji State University,0,0,0,0,0.00,0,0
1590,Peter Lajoy (F),University of Denver,0,0,0,0,0.00,0,0
1591,Liam Cavan (D),Merrimack College,0,0,0,0,0.00,0,0
1592,Steven Kesslering (F),Niagara University,0,0,0,0,0.00,0,0
1593,Kyle Furey (D),Northeastern University,0,0,0,0,0.00,0,0
1594,Liam Steele (D),Cornell University,0,0,0,0,0.00,0,0
1595,Nick Michel (F),University of Minnesota,0,0,0,0,0.00,0,0
1596,Hunter McCurdy (D),American International College,0,0,0,0,0.00,0,0
1597,Brady MacDonald (D),Dartmouth College,0,0,0,0,0.00,0,0
1598,Nick Grimaldi (F),Ferris State University,0,0,0,0,0.00,0,0
1599,Luke Kron (C),University of St. Thomas,0,0,0,0,0.00,0,0
1600,Ben Schoen (C),Penn State University,0,0,0,0,0.00,0,0
