ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
1264,Fletcher Fineman (D),Union College,28,1,0,1,0.04,6,0
1265,Cade Kowalski (C/RW),Ferris State University,30,1,0,1,0.03,8,-18
1266,Ryan Sidorski (D),Union College,36,1,0,1,0.03,22,-7
1267,Colby Bukes (D),Minnesota State University (Mankato),2,0,1,1,0.50,0,2
1268,Shane Switzer (D),University of Michigan,2,0,1,1,0.50,0,1
1269,Hunter Lellig (D),University of Minnesota-Duluth,4,0,1,1,0.25,17,1
1270,Mitch Andres (D),Boston College,6,0,1,1,0.17,2,1
1271,Kris Spriggs (LW),Niagara University,6,0,1,1,0.17,2,1
1272,Jesper Peltonen (D),University of Wisconsin,7,0,1,1,0.14,0,-1
1273,Owen Guy (C),Lake Superior State University,7,0,1,1,0.14,0,-3
1274,Ian Johnston (LW),Lake Superior State University,9,0,1,1,0.11,0,-3
1275,Lukas Samuelsson (F),Western Michigan University,9,0,1,1,0.11,2,-2
1276,Andrew Quetell (D),Army (U.S. Military Academy),9,0,1,1,0.11,2,-2
1277,Joe Hankinson (F),University of New Hampshire,10,0,1,1,0.10,2,-1
1278,Andrew Petrillo (D),University of Vermont,10,0,1,1,0.10,4,-3
1279,T.J. Samec (D),RPI (Rensselaer Polytech. Inst.),10,0,1,1,0.10,6,-4
1280,Tommy Lee (F),RPI (Rensselaer Polytech. Inst.),10,0,1,1,0.10,8,-3
1281,Casey Staum (D),Colorado College,11,0,1,1,0.09,4,-6
1282,Cooper Watson (D),Michigan Tech,11,0,1,1,0.09,8,1
1283,Justin Szeto (F),Harvard University,12,0,1,1,0.08,2,1
1284,Alex Cohen (C),Union College,12,0,1,1,0.08,2,-4
1285,Christian LeSueur (RW),Dartmouth College,12,0,1,1,0.08,6,-3
1286,John Carter MacLean (C),Clarkson University,12,0,1,1,0.08,6,0
1287,Wojciech Stachowiak (LW/RW),Michigan State University,13,0,1,1,0.08,0,2
1288,Tyler Anderson (D),St. Cloud State University,13,0,1,1,0.08,2,1
1289,James Marooney (D),Ohio State University,13,0,1,1,0.08,2,-2
1290,Robert Griffin (C),University of New Hampshire,13,0,1,1,0.08,15,-2
1291,Alex Mella (LW),Northeastern University,14,0,1,1,0.07,0,-1
1292,Wyllum Deveaux (F),Harvard University,14,0,1,1,0.07,2,-2
1293,Collin Murphy (D),Northeastern University,14,0,1,1,0.07,4,1
1294,Ben Almquist (F),University of Minnesota-Duluth,14,0,1,1,0.07,4,1
1295,Jackson Ross (D),Colorado College,16,0,1,1,0.06,2,0
1296,Nick Parody (D),Canisius College,17,0,1,1,0.06,4,1
1297,Luke Perunovich (D),Providence College,17,0,1,1,0.06,4,2
1298,Davis Bunz (D),Providence College,17,0,1,1,0.06,6,4
1299,Jarrett Lee (F),Northern Michigan University,17,0,1,1,0.06,15,2
1300,Quinn Warmuth (D),Robert Morris University,18,0,1,1,0.06,2,-3
1301,John Stampohar (D),Canisius College,18,0,1,1,0.06,12,-6
1302,George Mika (F),UMass,19,0,1,1,0.05,4,0
1303,Markus Boguslavsky (RW),Boston University,19,0,1,1,0.05,4,-2
1304,Matt Cairns (D),Cornell University,19,0,1,1,0.05,4,4
1305,Jace Foskey (D),Harvard University,19,0,1,1,0.05,12,-4
1306,Bryce Dolan (D),College of the Holy Cross,20,0,1,1,0.05,2,-11
1307,David Trinkberger (D),University of Alaska-Anchorage,21,0,1,1,0.05,21,-10
1308,Alec Mehr (C),Brown University,22,0,1,1,0.05,4,-4
1309,Mitchell Mattson (C),Michigan State University,22,0,1,1,0.05,4,1
1310,Carson Dimoff (LW),St. Lawrence University,22,0,1,1,0.05,6,-6
1311,Connor Stuart (D/F),Arizona State University,24,0,1,1,0.04,4,-4
1312,Noah Wilson (D),Army (U.S. Military Academy),25,0,1,1,0.04,8,-5
1313,Garrett Daly (D),Bowling Green State University,25,0,1,1,0.04,14,1
1314,Jordan Fogarty (F),Princeton University,26,0,1,1,0.04,6,-7
1315,James Gobetz (D),Penn State University,26,0,1,1,0.04,8,1
1316,Mason Palmer (D),Northern Michigan University,28,0,1,1,0.04,14,-2
1317,Anea Ferrario (D),Brown University,30,0,1,1,0.03,10,-18
1318,Aaron McPheters (D),University of Alaska-Anchorage,30,0,1,1,0.03,29,-4
1319,Joey Fallon (F),Princeton University,31,0,1,1,0.03,8,-11
1320,Tyler Heidt (D),Merrimack College,31,0,1,1,0.03,8,-3
1321,MacGregor Sinclair (C),Canisius College,32,0,1,1,0.03,8,-11
1322,Devon Daniels (D),Mercyhurst University,32,0,1,1,0.03,22,-23
1323,Joe Tyran (D),Air Force Academy,33,0,1,1,0.03,8,-8
1324,Jeff Clarke (D),St. Lawrence University,35,0,1,1,0.03,41,-8
1325,Jackson Hartje (D),Harvard University,0,0,0,0,0.00,0,0
1326,Trevor Zins (D),St. Cloud State University,0,0,0,0,0.00,0,0
1327,Jared Resseguie (F),University of Denver,0,0,0,0,0.00,0,0
1328,Tony Malinowski (D),Minnesota State University (Mankato),0,0,0,0,0.00,0,0
1329,Louis Helsen (D),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1330,Remy Parker (F),University of Maine,0,0,0,0,0.00,0,0
1331,Coby Mack (D),Army (U.S. Military Academy),0,0,0,0,0.00,0,0
1332,Austin Goldstein (F),Northeastern University,0,0,0,0,0.00,0,0
1333,Brian Kelly (D),University of Vermont,0,0,0,0,0.00,0,0
1334,Matt Denman (D),University of Minnesota,0,0,0,0,0.00,0,0
1335,Thomas Maia (LW),RIT (Rochester Inst. of Tech.),0,0,0,0,0.00,0,0
1336,Nolan McElhaney (D),University of New Hampshire,0,0,0,0,0.00,0,0
1337,Luke Harrington (F),Brown University,0,0,0,0,0.00,0,0
1338,Shane McMahan (LW),Minnesota State University (Mankato),0,0,0,0,0.00,0,0
1339,Filip Forsmark (LW/RW),Merrimack College,0,0,0,0,0.00,0,0
1340,Max Balinson (D),Arizona State University,0,0,0,0,0.00,0,0
1341,Nick Quillan (D),Colgate University,0,0,0,0,0.00,0,0
1342,Jordan Klehr (D),University of Nebraska-Omaha,0,0,0,0,0.00,0,0
1343,Stephen Kleysen (D),Niagara University,0,0,0,0,0.00,0,0
1344,Damian Chrcek (D),Michigan State University,0,0,0,0,0.00,0,0
1345,Neil Doef (LW),Princeton University,0,0,0,0,0.00,0,0
1346,Jeremy Smith (D),Quinnipiac University,0,0,0,0,0.00,0,0
1347,Chase Dubois (F),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1348,Jack Adams (RW/C),Union College,0,0,0,0,0.00,0,0
1349,Josh Allan (D),Sacred Heart University,0,0,0,0,0.00,0,0
1350,Colin Tonge (LW),Princeton University,0,0,0,0,0.00,0,0
1351,Blake Bennett (LW/RW),American International College,0,0,0,0,0.00,0,0
1352,Shane Sellar (F),Dartmouth College,0,0,0,0,0.00,0,0
1353,Aidan Girduckis (D),Robert Morris University,0,0,0,0,0.00,0,0
1354,Keegan Mantaro (D),Air Force Academy,0,0,0,0,0.00,0,0
1355,Carter Dwyer (D),Bentley University,0,0,0,0,0.00,0,0
1356,Cameron Babiak (D),Bowling Green State University,0,0,0,0,0.00,0,0
1357,Michael Mannara (D),Lake Superior State University,0,0,0,0,0.00,0,0
1358,Marco Bozzo (C),UMass,0,0,0,0,0.00,0,0
1359,Mitchell Perrault (F),Harvard University,0,0,0,0,0.00,0,0
1360,Andong Song (D),Cornell University,0,0,0,0,0.00,0,0
1361,Christian DiCesare (D),University of Notre Dame,0,0,0,0,0.00,0,0
1362,Jackson MacNab (RW),University of Notre Dame,0,0,0,0,0.00,0,0
1363,Zach Bramwell (F),Cornell University,0,0,0,0,0.00,0,0
1364,Jensen Zerban (F),Air Force Academy,0,0,0,0,0.00,0,0
1365,Ty Amonte (RW),Boston University,0,0,0,0,0.00,0,0
1366,Eric Otto (F),American International College,0,0,0,0,0.00,0,0
1367,Josh Arnold (F),Northern Michigan University,0,0,0,0,0.00,0,0
1368,Peter Muzyka (D),Cornell University,0,0,0,0,0.00,0,0
1369,Carson Albrecht (RW),University of North Dakota,0,0,0,0,0.00,0,0
1370,Justin Wilson (F),American International College,0,0,0,0,0.00,0,0
1371,Jay Keranen (D),University of Michigan,0,0,0,0,0.00,0,0
1372,Noah Weber (F),University of Minnesota,0,0,0,0,0.00,0,0
1373,Ben Pirko (D),Union College,0,0,0,0,0.00,0,0
1374,Roman Kinal (D),University of Connecticut,0,0,0,0,0.00,0,0
1375,Jay Powell (D),University of Alabama-Huntsville,0,0,0,0,0.00,0,0
1376,Kyle Koopman (D),Providence College,0,0,0,0,0.00,0,0
1377,Colby Enns (D),University of Nebraska-Omaha,1,0,0,0,0.00,0,-1
1378,Jett Jungels (F),Northern Michigan University,1,0,0,0,0.00,0,0
1379,Ben Solin (F),Harvard University,1,0,0,0,0.00,0,1
1380,Calvon Boots (D),American International College,1,0,0,0,0.00,0,-1
1381,A.J. Villella (D),Northeastern University,1,0,0,0,0.00,0,0
1382,Cory Caruso (D/F),Mercyhurst University,1,0,0,0,0.00,0,0
1383,John Copeland (F/D),Boston University,1,0,0,0,0.00,0,0
1384,Eddie Pavlini (F),St. Lawrence University,1,0,0,0,0.00,0,0
1385,Tyler Hayes (D),Niagara University,1,0,0,0,0.00,0,0
1386,Derek Osik (C),UMass-Lowell,1,0,0,0,0.00,0,-1
1387,Anthony Scarsella (D),Michigan State University,1,0,0,0,0.00,0,0
1388,Bryan Gerstenfeld (D),Army (U.S. Military Academy),1,0,0,0,0.00,0,-1
1389,Brett Callahan (D),American International College,1,0,0,0,0.00,0,0
1390,Ben DiMaio (D),Dartmouth College,1,0,0,0,0.00,0,0
1391,Nate Hooper (C),American International College,1,0,0,0,0.00,0,0
1392,Matus Spodniak (C/LW),American International College,1,0,0,0,0.00,0,0
1393,Kristaps Jakobsons (D),University of Alaska-Fairbanks,1,0,0,0,0.00,0,0
1394,Jesse Pereira (RW),Canisius College,1,0,0,0,0.00,0,1
1395,Sean Keohan (D),Dartmouth College,1,0,0,0,0.00,2,0
1396,Sam Rossini (D),University of Minnesota,2,0,0,0,0.00,0,2
1397,Cade Gleekel (W),St. Lawrence University,2,0,0,0,0.00,0,0
1398,John Wojciechowski (C),University of Connecticut,2,0,0,0,0.00,0,-1
1399,Sam Kauppila (F),Bentley University,2,0,0,0,0.00,0,0
1400,Shay Donovan (D),University of Wisconsin,2,0,0,0,0.00,0,0
1401,Jack Olmstead (C/LW/RW),University of Michigan,2,0,0,0,0.00,0,-2
1402,David Raisanen (F),Michigan Tech,2,0,0,0,0.00,2,0
1403,Carson Gicewicz (C),St. Lawrence University,2,0,0,0,0.00,2,1
1404,Adrian Holesinsky (RW/C),University of Maine,2,0,0,0,0.00,2,-1
1405,Kenny Johnson (D),Penn State University,2,0,0,0,0.00,2,-1
1406,Roberts Blugers (LW/RW),Lake Superior State University,3,0,0,0,0.00,0,-2
1407,Drew Hickey (D),University of New Hampshire,3,0,0,0,0.00,0,0
1408,Jason Dhooghe (F),University of Wisconsin,3,0,0,0,0.00,0,-1
1409,Christopher Theodore (LW),American International College,3,0,0,0,0.00,0,0
1410,Jay Feiwell (LW),University of Denver,3,0,0,0,0.00,0,0
1411,Matthew Hayami (C),Princeton University,3,0,0,0,0.00,0,0
1412,Andrew Lane (D),University of Alaska-Anchorage,3,0,0,0,0.00,0,-1
1413,Tim Clifton (C),Sacred Heart University,3,0,0,0,0.00,2,0
1414,Adam Pilewicz (D),Penn State University,3,0,0,0,0.00,2,0
1415,Jonny Russell (RW),Brown University,3,0,0,0,0.00,2,-1
1416,Colin Bernard (D),Sacred Heart University,3,0,0,0,0.00,2,0
1417,Casey Carreau (C),Boston College,3,0,0,0,0.00,2,0
1418,Tyrell Buckley (D),Michigan Tech,3,0,0,0,0.00,7,-2
1419,Luke Albert (D),Brown University,4,0,0,0,0.00,0,0
1420,Jax Murray (F),Arizona State University,4,0,0,0,0.00,0,0
1421,Nicholas Wildgoose (RW),St. Lawrence University,4,0,0,0,0.00,0,-1
1422,Lane Krenzen (D),University of Denver,4,0,0,0,0.00,0,0
1423,Alex Pernitsky (D),Colorado College,4,0,0,0,0.00,0,0
1424,Adam Winborg (C),University of Michigan,4,0,0,0,0.00,2,-1
1425,Dawson Bruneski (D),University of Maine,4,0,0,0,0.00,4,-1
1426,Garrett Devine (F),Providence College,4,0,0,0,0.00,8,0
1427,Matty Holmes (F),Brown University,5,0,0,0,0.00,0,-1
1428,Blake Gober (F),Penn State University,5,0,0,0,0.00,0,0
1429,Kolby Vegara (D),UMass,5,0,0,0,0.00,0,-1
1430,Jake Smith (F),Michigan State University,5,0,0,0,0.00,0,0
1431,Perry Winfree (D),University of Maine,5,0,0,0,0.00,0,1
1432,Cameron Orchard (C),Western Michigan University,5,0,0,0,0.00,0,-2
1433,Todd Kiilunen (D),Michigan Tech,5,0,0,0,0.00,2,-1
1434,Dan Winslow (F),Quinnipiac University,5,0,0,0,0.00,4,0
1435,Nic Hamre (LW),University of Vermont,6,0,0,0,0.00,0,-1
1436,Jack Hoey (C),Colgate University,6,0,0,0,0.00,0,0
1437,Brady Gaudette (F),University of Maine,6,0,0,0,0.00,0,-1
1438,Bobby Kaiser (RW),UMass,6,0,0,0,0.00,2,0
1439,Robbie DeMontis (LW),Yale University,6,0,0,0,0.00,2,-4
1440,Zach Salloum (D),RIT (Rochester Inst. of Tech.),6,0,0,0,0.00,6,3
1441,Michael Merulla (C/RW),Boston College,7,0,0,0,0.00,0,0
1442,Brady Meyer (C),University of Minnesota-Duluth,7,0,0,0,0.00,2,0
1443,Christian Hayes (F),College of the Holy Cross,7,0,0,0,0.00,2,-1
1444,Billy Carrabino (D),Northeastern University,7,0,0,0,0.00,4,1
1445,Jordan Robert (F),Clarkson University,7,0,0,0,0.00,8,-2
1446,Ethan Manderville (C),Colgate University,8,0,0,0,0.00,0,-1
1447,Jack Cameron (D),Dartmouth College,8,0,0,0,0.00,0,-5
1448,Jake Gingell (D),University of Michigan,8,0,0,0,0.00,2,-2
1449,Ryan Carmichael (D/F),University of Notre Dame,8,0,0,0,0.00,2,-2
1450,Erich Jaeger (F),Air Force Academy,8,0,0,0,0.00,4,-1
1451,Marcus Russell (F),Michigan Tech,8,0,0,0,0.00,4,0
1452,Jake Harris (LW),Brown University,9,0,0,0,0.00,0,-5
1453,Chase Danol (F),Bowling Green State University,9,0,0,0,0.00,2,-2
1454,Jamie Rome (F),Western Michigan University,9,0,0,0,0.00,4,1
1455,Caleb Rule (F),Providence College,9,0,0,0,0.00,4,2
1456,Ethan Stewart (F),Ferris State University,9,0,0,0,0.00,6,-4
1457,Justin Smith (D),Ferris State University,9,0,0,0,0.00,8,-3
1458,Brennan Blaszczak (F),University of Alaska-Fairbanks,9,0,0,0,0.00,17,-2
1459,Drew Blackmun (F),Union College,10,0,0,0,0.00,0,-2
1460,Cade Borchardt (F),Minnesota State University (Mankato),10,0,0,0,0.00,0,-1
1461,Hugo Blixt (D),Boston University,10,0,0,0,0.00,0,-1
1462,Ben Foley (D),Harvard University,10,0,0,0,0.00,2,0
1463,Edward Lindelöw (C),University of Maine,10,0,0,0,0.00,2,-2
1464,Brad Belisle (C),Bemidji State University,10,0,0,0,0.00,2,-1
1465,Mitch Meek (D),Michigan Tech,10,0,0,0,0.00,2,-1
1466,Dalton Messina (F),Ohio State University,10,0,0,0,0.00,4,1
1467,Oskar Strömberg (D),American International College,10,0,0,0,0.00,6,-4
1468,Kyle Johnson (F),Yale University,11,0,0,0,0.00,0,-1
1469,Aiden Beck (F),Robert Morris University,11,0,0,0,0.00,0,-3
1470,Brian Matthews (D),Yale University,11,0,0,0,0.00,0,-2
1471,Peter Zhong (LW),Arizona State University,11,0,0,0,0.00,0,0
1472,Dante Fantauzzi (D),University of Alaska-Anchorage,11,0,0,0,0.00,0,-8
1473,Nick Azar (D),Harvard University,11,0,0,0,0.00,2,-2
1474,Marcus Chorney (D),Quinnipiac University,12,0,0,0,0.00,4,2
1475,Zach Noble (F),Michigan Tech,12,0,0,0,0.00,6,-2
1476,Teddy Rotenberger (D),University of Alabama-Huntsville,12,0,0,0,0.00,7,-3
1477,Matthew Fawcett (LW),Quinnipiac University,13,0,0,0,0.00,2,-3
1478,Cale List (D),UMass-Lowell,13,0,0,0,0.00,2,-1
1479,Jack Weiss (D),University of Alaska-Fairbanks,13,0,0,0,0.00,6,-3
1480,Jordan Schulting (D),UMass-Lowell,14,0,0,0,0.00,0,3
1481,Brian Williams (C),Colorado College,14,0,0,0,0.00,0,-2
1482,Mark Mahoney (D),St. Lawrence University,14,0,0,0,0.00,0,1
1483,Alexandre Roy (D),University of Nebraska-Omaha,14,0,0,0,0.00,2,0
1484,Matthew Dawson (D),University of New Hampshire,14,0,0,0,0.00,4,-3
1485,Eric Linell (C/RW),University of Connecticut,14,0,0,0,0.00,4,-7
1486,Jerry Harding (F),Providence College,14,0,0,0,0.00,6,-1
1487,Joe Sofo (F),University of Alaska-Anchorage,14,0,0,0,0.00,23,-2
1488,Spencer Berry (D),RIT (Rochester Inst. of Tech.),15,0,0,0,0.00,4,0
1489,Sean Driscoll (D),Boston University,15,0,0,0,0.00,6,-1
1490,Trevor St. Jean (F),Bowling Green State University,16,0,0,0,0.00,2,0
1491,Eric Faith (LW),UMass,17,0,0,0,0.00,6,-1
1492,Lincoln Erne (D),Canisius College,18,0,0,0,0.00,20,-4
1493,Geoff Lawson (D),Robert Morris University,19,0,0,0,0.00,4,-5
1494,Keenan Lund (F),Air Force Academy,23,0,0,0,0.00,4,-5
1495,Jack Gessert (LW),Brown University,25,0,0,0,0.00,10,-5
1496,Jake Rosenbaum (D),University of Minnesota-Duluth,27,0,0,0,0.00,0,-5
1497,John McDermott (LW),Providence College,27,0,0,0,0.00,12,-4
1498,Cameron White (D),St. Lawrence University,28,0,0,0,0.00,6,-5
1499,Ben Taylor (RW),Brown University,28,0,0,0,0.00,6,-8
1500,T.J. Polglaze (F),Michigan Tech,29,0,0,0,0.00,0,-3
