ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
1099,Cory Babichuk (D),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1100,Joey Matthews (D),Dartmouth College,0,0,0,0,0.00,0,0
1101,Drayson Pears (D),University of Alaska-Anchorage,0,0,0,0,0.00,0,0
1102,Tanner Palocsik (D),Dartmouth College,0,0,0,0,0.00,0,0
1103,Patrick Smyth (F),Army (U.S. Military Academy),0,0,0,0,0.00,0,0
1104,Brock Paul (D),Dartmouth College,0,0,0,0,0.00,0,0
1105,Trevor Poeze (C),Niagara University,0,0,0,0,0.00,0,0
1106,Garrett Pyke (D),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1107,Bradley Cocca (C),Brown University,0,0,0,0,0.00,0,0
1108,Finn Evans (RW),Princeton University,0,0,0,0,0.00,0,0
1109,Hayden Rowan (LW),Yale University,0,0,0,0,0.00,0,0
1110,Brendan Demler (D),Dartmouth College,0,0,0,0,0.00,0,0
1111,Danny DiGrande (C),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1112,Cam Donaldson (C),Cornell University,0,0,0,0,0.00,0,0
1113,Aiden Beck (F),Robert Morris University,0,0,0,0,0.00,0,0
1114,Jordan Seyfert (C),Merrimack College,0,0,0,0,0.00,0,0
1115,Christopher Berger (LW),Brown University,0,0,0,0,0.00,0,0
1116,Jeff Losurdo (F),Dartmouth College,0,0,0,0,0.00,0,0
1117,Michael Young (D),Yale University,0,0,0,0,0.00,0,0
1118,Marcus Russell (F),Michigan Tech,0,0,0,0,0.00,0,0
1119,Luke Albert (D),Brown University,0,0,0,0,0.00,0,0
1120,Matthew Thom (D),Princeton University,0,0,0,0,0.00,0,0
1121,Colin Doyle (C),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1122,Luke Keenan (C),Princeton University,0,0,0,0,0.00,0,0
1123,Matt Stienburg (C),Cornell University,0,0,0,0,0.00,0,0
1124,Wyllum Deveaux (F),Harvard University,0,0,0,0,0.00,0,0
1125,Jake Harris (LW),Brown University,0,0,0,0,0.00,0,0
1126,Tyler Campbell (C),Dartmouth College,0,0,0,0,0.00,0,0
1127,Mason Klee (D),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1128,Josh Waters (F),Dartmouth College,0,0,0,0,0.00,0,0
1129,Nick Carabin (D),Princeton University,0,0,0,0,0.00,0,0
1130,Cody Haiskanen (D),Cornell University,0,0,0,0,0.00,0,0
1131,Daine Dubois (F),Long Island University,0,0,0,0,0.00,0,0
1132,Jared Kucharek (D),Western Michigan University,0,0,0,0,0.00,0,0
1133,Justin Pearson (LW),Yale University,0,0,0,0,0.00,0,0
1134,Andrew Lane (D),University of Alaska-Anchorage,0,0,0,0,0.00,0,0
1135,Mike Kennedy (D),Princeton University,0,0,0,0,0.00,0,0
1136,Sam Malinski (D),Cornell University,0,0,0,0,0.00,0,0
1137,Jonny Russell (RW),Brown University,0,0,0,0,0.00,0,0
1138,James McIsaac (C/RW),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1139,Gabriel Seger (LW/C),Union College,0,0,0,0,0.00,0,0
1140,Brady Risk (RW/LW),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1141,Nick Unruh (F),Dartmouth College,0,0,0,0,0.00,0,0
1142,Daniel Rybarik (LW),University of Alaska-Anchorage,0,0,0,0,0.00,0,0
1143,Dylan Anhorn (D),Union College,0,0,0,0,0.00,0,0
1144,Henry Marshall (F),Colgate University,0,0,0,0,0.00,0,0
1145,Brian Matthews (D),Yale University,0,0,0,0,0.00,0,0
1146,Jack Donato (F),Harvard University,0,0,0,0,0.00,0,0
1147,Kevin Hock (F),University of Maine,0,0,0,0,0.00,0,0
1148,Erkka Vänskä (F),College of the Holy Cross,0,0,0,0,0.00,0,0
1149,Baker Shore (RW),Harvard University,0,0,0,0,0.00,0,0
1150,Cole Quisenberry (F),Brown University,0,0,0,0,0.00,0,0
1151,Buddy Mrowka (D),Harvard University,0,0,0,0,0.00,0,0
1152,Collin Rutherford (C),Dartmouth College,0,0,0,0,0.00,0,0
1153,Kyle Betts (C),Cornell University,0,0,0,0,0.00,0,0
1154,Christopher Klack (C/W),Clarkson University,0,0,0,0,0.00,0,0
1155,Josh Kosack (RW),Union College,0,0,0,0,0.00,0,0
1156,Reid Yochim (D),Princeton University,0,0,0,0,0.00,0,0
1157,Brady Ferner (D),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1158,Michael Maloney (F),Brown University,0,0,0,0,0.00,0,0
1159,Keenan Suthers (LW),University of Maine,0,0,0,0,0.00,0,0
1160,R.J. Murphy (C),Harvard University,0,0,0,0,0.00,0,0
1161,Nick Azar (D),Harvard University,0,0,0,0,0.00,0,0
1162,Caleb Hite (F),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1163,Kyle Hallbauer (D),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1164,Joe Leahy (D),Cornell University,0,0,0,0,0.00,0,0
1165,Colin Burston (LW),Brown University,0,0,0,0,0.00,0,0
1166,Sean Harrison (RW),Union College,0,0,0,0,0.00,0,0
1167,Jacob Paganelli (RW),Princeton University,0,0,0,0,0.00,0,0
1168,Roberts Blugers (LW/RW),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1169,Antti Virtanen (D),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1170,Markuss Komuls (D),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1171,Jack Cameron (D),Dartmouth College,0,0,0,0,0.00,0,0
1172,Brenden Locke (C),Cornell University,0,0,0,0,0.00,0,0
1173,Niko Esposito-Selivanov (C),Lake Superior State University,0,0,0,0,0.00,0,0
1174,Zac Masson (RW),University of Alaska-Anchorage,0,0,0,0,0.00,0,0
1175,Didrik Henbrant (RW/C),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1176,Jared Nash (C),University of Alaska-Anchorage,0,0,0,0,0.00,0,0
1177,Aaron McPheters (D),University of Alaska-Anchorage,0,0,0,0,0.00,0,0
1178,Harrison Markell (D),Dartmouth College,0,0,0,0,0.00,0,0
1179,Shane Sellar (F),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1180,Michael Ryan (D),Union College,0,0,0,0,0.00,0,0
1181,Brayden Nicholetts (F),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1182,MacGregor Sinclair (C),Canisius College,0,0,0,0,0.00,0,0
1183,Marshall Rifai (D),Harvard University,0,0,0,0,0.00,0,0
1184,Mark Paolini (D),Princeton University,0,0,0,0,0.00,0,0
1185,Colin Tonge (LW),Princeton University,0,0,0,0,0.00,0,0
1186,Owen Guy (C),Lake Superior State University,0,0,0,0,0.00,0,0
1187,Tyler Ghirardosi (F),Quinnipiac University,0,0,0,0,0.00,0,0
1188,Jakub Lacka (LW),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1189,Neil Doef (LW),Princeton University,0,0,0,0,0.00,0,0
1190,Dorian Dawson (D),Brown University,0,0,0,0,0.00,0,0
1191,Tony Stillwell (D),Brown University,0,0,0,0,0.00,0,0
1192,Dante Palecco (LW),Yale University,0,0,0,0,0.00,0,0
1193,Michael Ufberg (D),Princeton University,0,0,0,0,0.00,0,0
1194,Anea Ferrario (D),Brown University,0,0,0,0,0.00,0,0
1195,Michael Regush (C),Cornell University,0,0,0,0,0.00,0,0
1196,Chase Dubois (F),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1197,Troy Robillard (D),University of Alaska-Anchorage,0,0,0,0,0.00,0,0
1198,Kyle Johnson (F),Yale University,0,0,0,0,0.00,0,0
1199,Matt Baker (C),Dartmouth College,0,0,0,0,0.00,0,0
1200,Filip Fornåå Svensson (C/RW),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1201,Brady Bjork (LW/RW),University of Notre Dame,0,0,0,0,0.00,0,0
1202,Jackson Ross (D),Colorado College,0,0,0,0,0.00,0,0
1203,Jace Foskey (D),Harvard University,0,0,0,0,0.00,0,0
1204,Drew Blackmun (F),Union College,0,0,0,0,0.00,0,0
1205,Dylan Davies (D/F),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1206,Joe Berg (F),Princeton University,0,0,0,0,0.00,0,0
1207,Christian LeSueur (RW),Dartmouth College,0,0,0,0,0.00,0,0
1208,Rory Herrman (F),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1209,Michael Muschitiello (RW),University of Alaska-Anchorage,0,0,0,0,0.00,0,0
1210,Ian Murphy (RW/C),Princeton University,0,0,0,0,0.00,0,0
1211,Chaz Smedsrud (LW),Union College,0,0,0,0,0.00,0,0
1212,Nick Leitner (D),Bemidji State University,0,0,0,0,0.00,0,0
1213,Jordan Robert (F),Clarkson University,0,0,0,0,0.00,0,0
1214,Jack Lagerstrom (D),Cornell University,0,0,0,0,0.00,0,0
1215,Jordan Muzzillo (D),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1216,Kevin O'Neil (RW/LW),Yale University,0,0,0,0,0.00,0,0
1217,Connor Marshall (F),Brown University,0,0,0,0,0.00,0,0
1218,Ben Taylor (RW),Brown University,0,0,0,0,0.00,0,0
1219,Tyler Welsh (C/RW),Yale University,0,0,0,0,0.00,0,0
1220,Lauri Sertti (D),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1221,Christian O'Neill (C),Princeton University,0,0,0,0,0.00,0,0
1222,Kyle Koopman (D),Providence College,0,0,0,0,0.00,0,0
1223,Sam Hesler (F),Dartmouth College,0,0,0,0,0.00,0,0
1224,Billy Carrabino (D),Northeastern University,0,0,0,0,0.00,0,0
1225,Casey Dornbach (C/W),Harvard University,0,0,0,0,0.00,0,0
1226,Chris Jandric (D),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1227,Jake Johnson (D),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1228,Matty Holmes (F),Brown University,0,0,0,0,0.00,0,0
1229,Ryan Carmichael (D/F),University of Notre Dame,0,0,0,0,0.00,0,0
1230,Teddy Wooding (F),Yale University,0,0,0,0,0.00,0,0
1231,Ben Foley (D),Harvard University,0,0,0,0,0.00,0,0
1232,Preston Weeks (D),University of Alaska-Anchorage,0,0,0,0,0.00,0,0
1233,Tommy Pasanen (D),Clarkson University,0,0,0,0,0.00,0,0
1234,Maxim Andreev (C/LW),Cornell University,0,0,0,0,0.00,0,0
1235,Nathan Kelly (D),Union College,0,0,0,0,0.00,0,0
1236,Mackenzie Merriman (F),Princeton University,0,0,0,0,0.00,0,0
1237,Brayden Camrud (C),University of Alaska-Anchorage,0,0,0,0,0.00,0,0
1238,Ryan Sidorski (D),Union College,0,0,0,0,0.00,0,0
1239,Billy Jerry (C/RW),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1240,Ashton Stockie (C),Mercyhurst University,0,0,0,0,0.00,0,0
1241,Tyler Watkins (F),Union College,0,0,0,0,0.00,0,0
1242,Anton Rubtsov (F),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1243,Chongmin Lee (F),University of Alaska-Anchorage,0,0,0,0,0.00,0,0
1244,Ture Linden (C),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1245,Luke Rowe (D),Air Force Academy,0,0,0,0,0.00,0,0
1246,Brandon Estes (D),Union College,0,0,0,0,0.00,0,0
1247,Taylor Brierley (D),Union College,0,0,0,0,0.00,0,0
1248,Noah Weber (F),University of Minnesota,0,0,0,0,0.00,0,0
1249,Brett Jewell (RW),Yale University,0,0,0,0,0.00,0,0
1250,Nathan Plessis (F),Brown University,0,0,0,0,0.00,0,0
1251,Christian Sanda (F),Union College,0,0,0,0,0.00,0,0
1252,Sean Keohan (D),Dartmouth College,0,0,0,0,0.00,0,0
1253,Steve Holtz (D),University of Michigan,0,0,0,0,0.00,0,0
1254,Jed Pietila (D),Michigan Tech,0,0,0,0,0.00,0,0
1255,Travis Mitchell (D),Cornell University,0,0,0,0,0.00,0,0
1256,Graham Lillibridge (D),Yale University,0,0,0,0,0.00,0,0
1257,Parker Brown (F),Air Force Academy,0,0,0,0,0.00,0,0
1258,Jake Gagnon (RW),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1259,Austin Jouppi (F),Bemidji State University,0,0,0,0,0.00,0,0
1260,Ryan Lovett (F),Dartmouth College,0,0,0,0,0.00,0,0
1261,Tony Andreozzi (D),Brown University,0,0,0,0,0.00,0,0
1262,John Murray (D),Harvard University,0,0,0,0,0.00,0,0
1263,Altti Nykänen (F),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1264,Mitchell Perrault (F),Harvard University,0,0,0,0,0.00,0,0
1265,Harrison Israels (C),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1266,Gleb Murtazin (RW),Union College,0,0,0,0,0.00,0,0
1267,Matt Sutton (F),Brown University,0,0,0,0,0.00,0,0
1268,Brady Meyer (C),University of Minnesota-Duluth,0,0,0,0,0.00,0,0
1269,Luke Erickson (D),St. Lawrence University,0,0,0,0,0.00,0,0
1270,Matt Koethe (F),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1271,Liam Robertson (C),Union College,0,0,0,0,0.00,0,0
1272,Tim Rego (D),Cornell University,0,0,0,0,0.00,0,0
1273,James Crossman (D),Brown University,0,0,0,0,0.00,0,0
1274,Riley Murphy (F),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1275,Trevor Adams (F),Union College,0,0,0,0,0.00,0,0
1276,Zach Bramwell (F),Cornell University,0,0,0,0,0.00,0,0
1277,Justin Jallen (F),Brown University,0,0,0,0,0.00,0,0
1278,Brendan Less (D),Dartmouth College,0,0,0,0,0.00,0,0
1279,John Stampohar (D),Canisius College,0,0,0,0,0.00,0,0
1280,Casey Staum (D),Colorado College,0,0,0,0,0.00,0,0
1281,Carver Watson (D),Mercyhurst University,0,0,0,0,0.00,0,0
1282,John Beaton (C),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1283,Erik Urbank (RW),Dartmouth College,0,0,0,0,0.00,0,0
1284,Fletcher Fineman (D),Union College,0,0,0,0,0.00,0,0
1285,Benjamin Tupker (LW),Cornell University,0,0,0,0,0.00,0,0
1286,Ryan Mahshie (F),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1287,Zach Tupker (C),Cornell University,0,0,0,0,0.00,0,0
1288,Andrew McIntyre (RW),St. Lawrence University,0,0,0,0,0.00,0,0
1289,Brody Medeiros (D),Army (U.S. Military Academy),0,0,0,0,0.00,0,0
1290,Whim Stålberg (RW/LW),University of Vermont,0,0,0,0,0.00,0,0
1291,Marty Westhaver (F),Long Island University,0,0,0,0,0.00,0,0
1292,Sami Pharaon (D),Princeton University,0,0,0,0,0.00,0,0
1293,Ben Berard (LW),Cornell University,0,0,0,0,0.00,0,0
1294,Sebastian Dirven (D),Cornell University,0,0,0,0,0.00,0,0
1295,Simon Kjellberg (D),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1296,Christian DiCesare (D),University of Notre Dame,0,0,0,0,0.00,0,0
1297,Antonio Di Paolo (D),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1298,Andong Song (D),Cornell University,0,0,0,0,0.00,0,0
1299,Corey Andonovski (RW/LW),Princeton University,0,0,0,0,0.00,0,0
1300,Alex Cohen (C),Union College,0,0,0,0,0.00,0,0
1301,John Copeland (F/D),Boston University,0,0,0,0,0.00,0,0
1302,Jackson Hartje (D),Harvard University,0,0,0,0,0.00,0,0
1303,Ville Immonen (C),Union College,0,0,0,0,0.00,0,0
1304,Ben Solin (F),Harvard University,0,0,0,0,0.00,0,0
1305,Pito Walton (D),Princeton University,0,0,0,0,0.00,0,0
1306,Coby Mack (D),Army (U.S. Military Academy),0,0,0,0,0.00,0,0
1307,Louis Helsen (D),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1308,Spencer Kersten (RW/LW),Princeton University,0,0,0,0,0.00,0,0
1309,Matthew Hayami (C),Princeton University,0,0,0,0,0.00,0,0
1310,Owen Farris (C),Union College,0,0,0,0,0.00,0,0
1311,Adam Robbins (F),Princeton University,0,0,0,0,0.00,0,0
1312,Jordan Tonelli (C/LW),Brown University,0,0,0,0,0.00,0,0
1313,Tanner Edwards (LW/C),Minnesota State University (Mankato),0,0,0,0,0.00,0,0
1314,Liam Gorman (C),Princeton University,0,0,0,0,0.00,0,0
1315,Nicolas Petruolo (D),Union College,0,0,0,0,0.00,0,0
1316,Bram Scheerer (LW),Union College,0,0,0,0,0.00,0,0
1317,Colin Schmidt (C),University of Minnesota,0,0,0,0,0.00,0,0
1318,Olivier Gauthier (LW),University of Alaska-Anchorage,0,0,0,0,0.00,0,0
1319,Azzaro Tinling (RW),University of Vermont,0,0,0,0,0.00,0,0
1320,Jakob Breault (C),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1321,Nik Allain (F),Yale University,0,0,0,0,0.00,0,0
1322,Cole Donhauser (C/W),Yale University,0,0,0,0,0.00,0,0
1323,Corey Clifton (F),Quinnipiac University,0,0,0,0,0.00,0,0
1324,Nick Bowman (F),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1325,Trevor Zins (D),St. Cloud State University,0,0,0,0,0.00,0,0
1326,Kendrick Frost (LW),Army (U.S. Military Academy),0,0,0,0,0.00,0,0
1327,Liam Watson-Brawn (D),Colgate University,1,0,0,0,0.00,0,-1
1328,Eric Huss (F),Army (U.S. Military Academy),1,0,0,0,0.00,0,0
1329,Connor Gregga (F),Minnesota State University (Mankato),1,0,0,0,0.00,0,0
1330,Spencer DenBeste (F),Lake Superior State University,1,0,0,0,0.00,0,0
1331,Matt Denman (D),University of Minnesota,1,0,0,0,0.00,0,0
1332,Cal Dybicz (D),Michigan State University,1,0,0,0,0.00,0,0
1333,Verners Egle (C/W),American International College,1,0,0,0,0.00,0,0
1334,Trevor Bishop (F),Western Michigan University,1,0,0,0,0.00,0,0
1335,Trevor St. Jean (F),Bowling Green State University,1,0,0,0,0.00,0,0
1336,Matus Spodniak (C/LW),American International College,1,0,0,0,0.00,0,0
1337,Grant Johnson (F),Northern Michigan University,1,0,0,0,0.00,0,0
1338,Ethan Phillips (C/RW),Boston University,1,0,0,0,0.00,0,0
1339,Adam Stacho (RW),American International College,1,0,0,0,0.00,0,0
1340,Nick Parody (D),Canisius College,1,0,0,0,0.00,0,0
1341,John Wojciechowski (C),University of Connecticut,1,0,0,0,0.00,0,0
1342,John Schuldt (D),University of Nebraska-Omaha,1,0,0,0,0.00,0,0
1343,Alex Mella (LW),Northeastern University,1,0,0,0,0.00,2,-1
1344,Chad Sasaki (D),Colorado College,2,0,0,0,0.00,0,-1
1345,Matt Hutton (F),Robert Morris University,2,0,0,0,0.00,0,0
1346,Michael Mannara (D),Lake Superior State University,2,0,0,0,0.00,0,0
1347,Perry Winfree (D),University of Maine,2,0,0,0,0.00,0,0
1348,Nicholas Wildgoose (RW),St. Lawrence University,2,0,0,0,0.00,0,-2
1349,Jackson Sterrett (F),UMass-Lowell,2,0,0,0,0.00,0,-2
1350,Josh Groll (C/LW),University of Michigan,2,0,0,0,0.00,0,0
1351,Matt Kinash (F),UMass-Lowell,2,0,0,0,0.00,0,0
1352,David Raisanen (F),Michigan Tech,2,0,0,0,0.00,0,-1
1353,Connor Zilisch (F),Canisius College,2,0,0,0,0.00,0,0
1354,Wyatt Head (D),Mercyhurst University,2,0,0,0,0.00,0,0
1355,Travis Kothenbeutel (F),University of Nebraska-Omaha,2,0,0,0,0.00,0,0
1356,Noah Kim (D),Air Force Academy,2,0,0,0,0.00,0,-1
1357,Jake Gingell (D),University of Michigan,2,0,0,0,0.00,0,0
1358,Max Sauvé (F),Penn State University,2,0,0,0,0.00,0,-1
1359,Filips Buncis (C),Arizona State University,2,0,0,0,0.00,0,-4
1360,Jordan Klehr (D),University of Nebraska-Omaha,2,0,0,0,0.00,0,1
1361,Oskar Strömberg (D),American International College,2,0,0,0,0.00,0,2
1362,Reed Robinson (F),Niagara University,2,0,0,0,0.00,0,2
1363,Hunter Wendt (F),Ferris State University,2,0,0,0,0.00,2,-1
1364,Billy Duma (F),Air Force Academy,2,0,0,0,0.00,2,-1
1365,Jay Powell (D),University of Alabama-Huntsville,2,0,0,0,0.00,2,0
1366,Thomas Rocco (F),St. Cloud State University,2,0,0,0,0.00,2,-4
1367,Cameron Babiak (D),Bowling Green State University,2,0,0,0,0.00,2,2
1368,Cooper Watson (D),Michigan Tech,2,0,0,0,0.00,2,0
1369,Hunter Toale (D),Bentley University,2,0,0,0,0.00,4,-1
1370,Colby Bukes (D),Minnesota State University (Mankato),3,0,0,0,0.00,0,0
1371,Devon Mussio (D),Mercyhurst University,3,0,0,0,0.00,0,-2
1372,Brian Kelly (D),University of Vermont,3,0,0,0,0.00,0,1
1373,Remy Parker (F),University of Maine,3,0,0,0,0.00,0,-1
1374,Jack Johnston (F),St. Cloud State University,3,0,0,0,0.00,0,2
1375,Quinn Warmuth (D),Robert Morris University,3,0,0,0,0.00,0,-2
1376,Kevin Sadovski (D),Merrimack College,3,0,0,0,0.00,0,0
1377,Gavin Puskar (F),University of Connecticut,3,0,0,0,0.00,0,0
1378,Dallas Comeau (W/C),University of Vermont,3,0,0,0,0.00,2,-1
1379,Dan Winslow (F),Quinnipiac University,3,0,0,0,0.00,2,-1
1380,Kaden Bohlsen (C),University of Nebraska-Omaha,3,0,0,0,0.00,2,-2
1381,Tyler Williams (C),Lake Superior State University,3,0,0,0,0.00,2,0
1382,Brian Williams (C),Colorado College,4,0,0,0,0.00,0,0
1383,Ethan Gauer (D),Bemidji State University,4,0,0,0,0.00,0,-1
1384,Cameron White (D),St. Lawrence University,4,0,0,0,0.00,0,2
1385,David Baskerville (C),Canisius College,4,0,0,0,0.00,0,-1
1386,Liam Izyk (F),Boston College,4,0,0,0,0.00,0,-1
1387,Collin Murphy (D),Northeastern University,4,0,0,0,0.00,0,0
1388,Ryan Doolin (F),Sacred Heart University,4,0,0,0,0.00,0,-7
1389,Chase Stevenson (F),University of New Hampshire,4,0,0,0,0.00,0,-1
1390,Peter Zhong (LW),Arizona State University,4,0,0,0,0.00,0,0
1391,Cameron Cook (F),Niagara University,4,0,0,0,0.00,0,-1
1392,Nick Michel (F),University of Alabama-Huntsville,4,0,0,0,0.00,2,-1
1393,Brett Willits (C),Northern Michigan University,4,0,0,0,0.00,2,0
1394,Justin Smith (D),Ferris State University,5,0,0,0,0.00,0,-1
1395,Marshal Plunkett (D),Army (U.S. Military Academy),5,0,0,0,0.00,0,1
1396,Mickey Burns (LW),University of Vermont,5,0,0,0,0.00,0,-2
1397,Austin McCarthy (F),Ferris State University,5,0,0,0,0.00,0,-3
1398,Andrew Kruse (D),Air Force Academy,5,0,0,0,0.00,0,-2
1399,Jake Higgins (D),College of the Holy Cross,5,0,0,0,0.00,0,-2
1400,Noah Jordan (RW),University of Vermont,5,0,0,0,0.00,0,0
