ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
361,Micah Miller (RW/C),St. Cloud State University,31,3,7,10,0.32,14,0
362,Declan Carlile (D),Merrimack College,14,2,8,10,0.71,10,0
363,Michael Graham (F),University of Notre Dame,18,2,8,10,0.56,8,2
364,Jimmy Dowd (D),Penn State University,20,2,8,10,0.50,4,7
365,Ryan Verrier (D),University of New Hampshire,23,2,8,10,0.43,24,-2
366,Blake Evennou (D),Ferris State University,25,1,9,10,0.40,10,-17
367,Tyler Vold (D),Bemidji State University,29,1,9,10,0.34,2,-9
368,Ondrej Trejbal (D),St. Cloud State University,29,1,9,10,0.34,10,-1
369,Carson Musser (D),Bowling Green State University,31,1,9,10,0.32,8,12
370,Pierson Brandon (D),Colgate University,22,0,10,10,0.45,16,10
371,Wyatt Kaiser (D),University of Minnesota-Duluth,28,0,10,10,0.36,26,2
372,Colin Felix (D),UMass,29,0,10,10,0.34,32,20
373,Michael Pastujov (LW),University of Michigan,24,7,2,9,0.38,10,8
374,Ryan Sandelin (RW/C),Minnesota State University (Mankato),27,7,2,9,0.33,28,10
375,Brendan Hamblet (F),Bentley University,15,6,3,9,0.60,6,3
376,Gustaf Westlund (C/W),Ohio State University,23,6,3,9,0.39,50,-11
377,Gavin Hain (C/LW),University of North Dakota,28,6,3,9,0.32,17,5
378,Simon Gravel (C/RW),Canisius College,13,5,4,9,0.69,0,2
379,Hank Crone (RW/LW),University of Denver,13,5,4,9,0.69,4,6
380,Sam Morton (C/LW),Minnesota State University (Mankato),17,5,4,9,0.53,6,11
381,Willie Knierim (RW),Arizona State University,18,5,4,9,0.50,12,-2
382,Jake Joffe (RW),RIT (Rochester Inst. of Tech.),20,5,4,9,0.45,0,-5
383,Cal Kiefiuk (F),UMass,22,5,4,9,0.41,8,-1
384,Tommy Apap (C/LW),Michigan State University,25,5,4,9,0.36,8,-9
385,Alex Peterson (F),College of the Holy Cross,12,4,5,9,0.75,23,-1
386,Brendan Walkom (C/LW),Bentley University,13,4,5,9,0.69,0,-5
387,Emil Westerlund (LW/RW),University of Maine,16,4,5,9,0.56,14,-13
388,Gregory Lapointe (F),St. Lawrence University,17,4,5,9,0.53,6,3
389,Benito Posa (F),Lake Superior State University,20,4,5,9,0.45,28,4
390,Matthew Fawcett (LW),Quinnipiac University,21,4,5,9,0.43,0,5
391,Jack Becker (C/RW),University of Michigan,23,4,5,9,0.39,2,8
392,Ryan Barrow (RW),University of Denver,24,4,5,9,0.38,10,3
393,Benji Eckerle (F),Arizona State University,25,4,5,9,0.36,14,1
394,Nolan Sullivan (F),University of Nebraska-Omaha,26,4,5,9,0.35,29,-3
395,Brendan Budy (LW),University of North Dakota,28,4,5,9,0.32,28,10
396,Jack Perbix (RW/D),University of Minnesota,30,4,5,9,0.30,8,11
397,Jacob Schmidt-Svejstrup (RW),University of Maine,11,3,6,9,0.82,10,-9
398,Logan Drevitch (LW),Merrimack College,12,3,6,9,0.75,12,1
399,Brandon Koch (D),Air Force Academy,14,3,6,9,0.64,6,-5
400,Matt Long (F),Canisius College,15,3,6,9,0.60,10,0
401,Zach Vinnell (D/LW),Merrimack College,16,3,6,9,0.56,6,0
402,Patrick Holway (D),Merrimack College,18,3,6,9,0.50,22,-3
403,Geoff Kitt (C),Mercyhurst University,19,3,6,9,0.47,4,3
404,Antonio Venuto (RW),Ferris State University,22,3,6,9,0.41,6,-5
405,McKade Webster (LW),University of Denver,22,3,6,9,0.41,16,-1
406,Phil Knies (LW/C),Miami University (Ohio),25,3,6,9,0.36,10,-9
407,Andy Carroll (D),Minnesota State University (Mankato),26,3,6,9,0.35,4,7
408,Kirby Proctor (D),University of Nebraska-Omaha,26,3,6,9,0.35,12,7
409,Will Hammer (F),St. Cloud State University,31,3,6,9,0.29,6,3
410,Ryan Miotto (F),Canisius College,15,2,7,9,0.60,8,10
411,Jared Brandt (D),Niagara University,18,2,7,9,0.50,10,-8
412,Nick Nardella (RW),Michigan Tech,22,2,7,9,0.41,10,4
413,Stepan Pokorny (F),Ferris State University,24,2,7,9,0.38,8,-4
414,Jesse Jacques (F),University of Minnesota-Duluth,28,2,7,9,0.32,18,4
415,Jack Jeffers (F),Lake Superior State University,28,2,7,9,0.32,23,2
416,Jacob Pivonka (C),University of Notre Dame,29,2,7,9,0.31,8,-2
417,Cullen Munson (C),University of Minnesota,31,2,7,9,0.29,12,8
418,Justin Wells (D),Bowling Green State University,31,2,7,9,0.29,18,22
419,Carter Berger (D),University of Connecticut,21,1,8,9,0.43,6,2
420,Joey Abate (LW/RW),University of Nebraska-Omaha,22,1,8,9,0.41,63,-4
421,Artem Shlaine (C),University of Connecticut,23,1,8,9,0.39,16,-2
422,Adam Karashik (D),University of Connecticut,23,1,8,9,0.39,27,-3
423,Tyler Inamoto (D),University of Wisconsin,26,1,8,9,0.35,15,7
424,Layton Ahac (D),Ohio State University,27,1,8,9,0.33,21,-7
425,Chris Lipe (D),Michigan Tech,29,1,8,9,0.31,4,8
426,Brendan Bushy (D),St. Cloud State University,31,1,8,9,0.29,27,7
427,Seamus Donohue (D),St. Cloud State University,31,1,8,9,0.29,40,14
428,Owen Norton (D),Mercyhurst University,19,0,9,9,0.47,8,-2
429,Wyatt Bongiovanni (C/LW),Quinnipiac University,9,5,3,8,0.89,12,2
430,J.D. Pogue (LW),Canisius College,13,5,3,8,0.62,6,6
431,Jake Pappalardo (C),College of the Holy Cross,13,5,3,8,0.62,12,-3
432,Aaron Grounds (F),American International College,18,5,3,8,0.44,10,8
433,Michael Kesselring (D),Northeastern University,20,5,3,8,0.40,23,-4
434,Michael Bevilacqua (D),Mercyhurst University,21,5,3,8,0.38,8,-2
435,Casey Carreau (C),Boston College,23,5,3,8,0.35,0,2
436,Jake Crespi (D),Michigan Tech,26,5,3,8,0.31,8,1
437,Wilmer Skoog (C),Boston University,14,4,4,8,0.57,2,-1
438,Ben Brar (LW),Merrimack College,15,4,4,8,0.53,10,0
439,Chase Gresock (F),Merrimack College,16,4,4,8,0.50,2,-8
440,John Beecher (C/LW),University of Michigan,16,4,4,8,0.50,4,4
441,Ben Poisson (F),University of Maine,16,4,4,8,0.50,19,-11
442,Nick Trela (F),St. Lawrence University,17,4,4,8,0.47,6,-7
443,Eric Cooley (RW/LW),Niagara University,21,4,4,8,0.38,18,-9
444,Uula Ruikka (D),Providence College,22,4,4,8,0.36,4,-5
445,Brett Van Os (LW),Western Michigan University,24,4,4,8,0.33,37,-4
446,Luke Grainger (RW/C),Western Michigan University,25,4,4,8,0.32,12,-5
447,Chase Brand (C),St. Cloud State University,27,4,4,8,0.30,21,7
448,Grant Silianoff (RW),University of Notre Dame,28,4,4,8,0.29,2,4
449,Will Gavin (LW/C),Air Force Academy,14,3,5,8,0.57,2,-6
450,Robert Mastrosimone (LW/C),Boston University,15,3,5,8,0.53,6,-1
451,Julius Janhonen (C),American International College,16,3,5,8,0.50,4,6
452,Alex Vlasic (D),Boston University,16,3,5,8,0.50,10,3
453,Maxwell Crozier (D),Providence College,17,3,5,8,0.47,10,5
454,Stanislav Demin (D),University of Denver,21,3,5,8,0.38,22,6
455,Paul Maust (LW),Mercyhurst University,21,3,5,8,0.38,28,3
456,Jeffrey Stewart (LW),Colgate University,22,3,5,8,0.36,6,-4
457,Arnaud Vachon (C),Colgate University,22,3,5,8,0.36,10,1
458,Connor McCarthy (D),Clarkson University,22,3,5,8,0.36,12,-2
459,Luke Reid (D),University of New Hampshire,22,3,5,8,0.36,12,-3
460,Kyler Kupka (F),St. Cloud State University,23,3,5,8,0.35,4,0
461,Jonny Tychonick (D),University of Nebraska-Omaha,23,3,5,8,0.35,16,-8
462,Jason O'Neill (F),Providence College,25,3,5,8,0.32,14,-2
463,Ryan Leibold (F),College of the Holy Cross,14,2,6,8,0.57,6,1
464,Domenick Fensore (D),Boston University,16,2,6,8,0.50,16,2
465,Tyler Spott (D),Northeastern University,18,2,6,8,0.44,2,4
466,Nick Anderson (D),Colgate University,21,2,6,8,0.38,10,6
467,Nicolas Müller (C/RW),Michigan State University,26,2,6,8,0.31,8,-6
468,Luke Morgan (LW),University of Michigan,26,2,6,8,0.31,17,6
469,Mathieu De St. Phalle (RW/LW),University of Wisconsin,31,2,6,8,0.26,4,1
470,Max Kaufman (F),Boston University,15,1,7,8,0.53,4,7
471,Josh McDougall (D),Mercyhurst University,17,1,7,8,0.47,0,1
472,Logan Gestro (D),Canisius College,17,1,7,8,0.47,12,10
473,Jacob Wilson (D),Arizona State University,22,1,7,8,0.36,12,4
474,Kohei Sato (LW),University of New Hampshire,22,1,7,8,0.36,33,0
475,Jaakko Heikkinen (F),University of Denver,24,1,7,8,0.33,6,3
476,Iivari Räsänen (D),Quinnipiac University,25,1,7,8,0.32,19,14
477,Jack Judson (D),Arizona State University,26,1,7,8,0.31,14,-4
478,Matt Hellickson (D),University of Notre Dame,29,1,7,8,0.28,10,2
479,Chris Harpur (D),Niagara University,15,0,8,8,0.53,38,-3
480,Jon McDonald (D),UMass-Lowell,17,0,8,8,0.47,4,-1
481,Ben Meehan (D),UMass-Lowell,17,0,8,8,0.47,27,-2
482,Tommy Parrottino (F),Michigan Tech,22,6,1,7,0.32,2,-4
483,Sam Stange (RW),University of Wisconsin,29,6,1,7,0.24,4,-4
484,Kale Howarth (LW/C),University of Connecticut,18,5,2,7,0.39,27,3
485,Tyler Kleven (D),University of North Dakota,22,5,2,7,0.32,37,11
486,Jonny Sorenson (F),University of Minnesota,28,5,2,7,0.25,2,4
487,Shawn Knowlton (F),Air Force Academy,10,4,3,7,0.70,19,-7
488,Brett Stapley (C),University of Denver,13,4,3,7,0.54,2,2
489,Christian Evers (D),University of Vermont,13,4,3,7,0.54,14,-8
490,Max Harper (F),Air Force Academy,14,4,3,7,0.50,0,-2
491,Ryan Tverberg (C/RW),University of Connecticut,14,4,3,7,0.50,16,1
492,Jami Virtanen (LW/RW),Canisius College,17,4,3,7,0.41,4,-1
493,Max Kouznetsov (LW/C),Canisius College,17,4,3,7,0.41,8,1
494,Marshall Moise (F),Ferris State University,21,4,3,7,0.33,16,-10
495,Michael Colella (F),Northern Michigan University,24,4,3,7,0.29,13,-15
496,Nolan Moyle (C/RW),University of Michigan,25,4,3,7,0.28,33,-1
497,Nathan Burke (C/LW),University of Minnesota,26,4,3,7,0.27,2,2
498,Kamil Sadlocha (C),Ohio State University,26,4,3,7,0.27,14,-9
499,Nate Clurman (D),University of Notre Dame,27,4,3,7,0.26,31,-1
500,Solag Bakich (F),University of Notre Dame,28,4,3,7,0.25,14,-3
501,Max Newton (C/RW),Merrimack College,9,3,4,7,0.78,4,0
502,Nolan Welsh (F),Long Island University,12,3,4,7,0.58,4,-1
503,Nathan Horn (F),Air Force Academy,14,3,4,7,0.50,2,-2
504,Thomas Daskas (F),Air Force Academy,14,3,4,7,0.50,12,-1
505,Logan Ferguson (RW),College of the Holy Cross,15,3,4,7,0.47,8,-1
506,Matthew Guerra (F),Robert Morris University,16,3,4,7,0.44,12,5
507,Lucas Herrmann (F),University of New Hampshire,17,3,4,7,0.41,4,-1
508,Austin Alger (F),Canisius College,17,3,4,7,0.41,6,3
509,Justin Kendall (F),Niagara University,19,3,4,7,0.37,6,4
510,Clayton Phillips (D),Penn State University,20,3,4,7,0.35,25,-7
511,Tyler Ward (LW),University of New Hampshire,21,3,4,7,0.33,6,-4
512,Jared Spooner (LW),Minnesota State University (Mankato),23,3,4,7,0.30,8,4
513,Robby Drazner (D),Miami University (Ohio),24,3,4,7,0.29,10,-6
514,Craig Needham (C),Providence College,25,3,4,7,0.28,2,2
515,Dominick Mersch (C),University of Wisconsin,27,3,4,7,0.26,14,4
516,Jared Cockrell (F),St. Cloud State University,30,3,4,7,0.23,12,7
517,Jacob Levin (D),Air Force Academy,12,2,5,7,0.58,6,-5
518,Eric Otto (F),American International College,15,2,5,7,0.47,8,0
519,Brandon Stanley (F),Niagara University,17,2,5,7,0.41,14,-6
520,Michal Stínil (LW/RW),American International College,17,2,5,7,0.41,31,-3
521,Sam Sternschein (LW),Penn State University,19,2,5,7,0.37,10,-13
522,Matt DeMelis (F),Northeastern University,21,2,5,7,0.33,6,-3
523,Christian Gorscak (F),Niagara University,21,2,5,7,0.33,8,-2
524,Evan Bell (D),Penn State University,22,2,5,7,0.32,16,4
525,Jayden Lee (D),Quinnipiac University,23,2,5,7,0.30,6,1
526,Nolan Schaeffer (D),Robert Morris University,24,2,5,7,0.29,12,-1
527,Jimmy Glynn (F),University of Nebraska-Omaha,25,2,5,7,0.28,2,-1
528,Joey Cipollone (C),Quinnipiac University,25,2,5,7,0.28,6,4
529,Jordan Sandhu (C),Arizona State University,26,2,5,7,0.27,6,-19
530,Eric Martin (F),Bemidji State University,27,2,5,7,0.26,10,-3
531,Wyatt Aamodt (D),Minnesota State University (Mankato),28,2,5,7,0.25,10,9
532,Jacob Bengtsson (D),Lake Superior State University,28,2,5,7,0.25,26,0
533,Ben Newhouse (D),Northern Michigan University,29,2,5,7,0.24,6,-12
534,Dustin Manz (C/RW),Lake Superior State University,29,2,5,7,0.24,10,4
535,Joshua Ess (D),University of Wisconsin,31,2,5,7,0.23,6,8
536,Zach Uens (D),Merrimack College,14,1,6,7,0.50,8,0
537,Luke Orysiuk (D),Bentley University,16,1,6,7,0.44,12,2
538,Dominic Dockery (D),Merrimack College,18,1,6,7,0.39,2,-11
539,Ryan Brushett (C),University of Nebraska-Omaha,18,1,6,7,0.39,4,3
540,Patrick Dawson (D),Sacred Heart University,18,1,6,7,0.39,10,-3
541,Jimmy Lambert (RW/C),University of Michigan,22,1,6,7,0.32,10,-3
542,Brett Thorne (D),Michigan Tech,30,1,6,7,0.23,29,6
543,Lucas Jaycox (D),St. Cloud State University,31,1,6,7,0.23,8,-1
544,Nicholas Zabaneh (C/LW),Boston University,16,0,7,7,0.44,4,0
545,Parker Revering (D),American International College,19,0,7,7,0.37,14,4
546,Matt Anderson (D),University of Minnesota-Duluth,28,0,7,7,0.25,16,7
547,Jesper Peltonen (D),University of Wisconsin,30,0,7,7,0.23,2,11
548,Anthony Kehrer (D),University of Wisconsin,31,0,7,7,0.23,12,11
549,Seth Fyten (F),Bowling Green State University,28,5,1,6,0.21,6,2
550,Steven Ipri (F),Mercyhurst University,11,4,2,6,0.55,12,-5
551,Zack Bross (F),Long Island University,11,4,2,6,0.55,31,-3
552,Noah Kane (C),Mercyhurst University,19,4,2,6,0.32,6,1
553,Zach Kaiser (C/LW),UMass-Lowell,20,4,2,6,0.30,2,-3
554,Matt Koopman (C/LW),Providence College,22,4,2,6,0.27,4,-5
555,Ethan Manderville (C),Colgate University,22,4,2,6,0.27,10,0
556,Justin Lee (D),University of Denver,24,4,2,6,0.25,6,-6
557,Nate Knoepke (D),University of Nebraska-Omaha,25,4,2,6,0.24,6,-4
558,Philip Lagunov (C),UMass,25,4,2,6,0.24,21,0
559,Mitch Meek (D),Long Island University,11,3,3,6,0.55,4,-7
560,Cameron Hebert (RW),Robert Morris University,15,3,3,6,0.40,6,4
561,Regan Kimens (LW),Merrimack College,16,3,3,6,0.38,2,-4
562,Dylan Peterson (C/RW),Boston University,16,3,3,6,0.38,25,2
563,Quinn Green (F),University of Alabama-Huntsville,19,3,3,6,0.32,12,-11
564,Jaedon Leslie (F),Ohio State University,21,3,3,6,0.29,6,-6
565,Tyr Thompson (C),University of Alabama-Huntsville,22,3,3,6,0.27,4,-5
566,Jacob Felker (F),Army (U.S. Military Academy),22,3,3,6,0.27,6,3
567,Luke Mobley (F),Clarkson University,22,3,3,6,0.27,8,4
568,Nick Bochen (D),Quinnipiac University,24,3,3,6,0.25,10,3
569,Ty Farmer (D),UMass,24,3,3,6,0.25,12,8
570,Chase Yoder (C/W),Providence College,25,3,3,6,0.24,8,1
571,Steven Agriogianis (RW),Northeastern University,11,2,4,6,0.55,0,5
572,Adrien Bisson (D),University of Maine,16,2,4,6,0.38,6,-6
573,Cameron Gendron (F),University of New Hampshire,16,2,4,6,0.38,6,2
574,David Melaragni (D),Canisius College,17,2,4,6,0.35,12,-2
575,Jake Willets (D),Ferris State University,17,2,4,6,0.35,14,-9
576,Dayne Finnson (D),University of Alabama-Huntsville,18,2,4,6,0.33,8,-10
577,Connor Sodergren (F),UMass-Lowell,18,2,4,6,0.33,12,3
578,Evan Tschumi (C/W),Colgate University,20,2,4,6,0.30,6,3
579,Lucas Bahn (D),University of Alabama-Huntsville,22,2,4,6,0.27,4,-17
580,Elliott McDermott (D),Colgate University,22,2,4,6,0.27,10,-8
581,Jack Millar (D),Colorado College,23,2,4,6,0.26,8,-14
582,C.J. Regula (D),Ohio State University,23,2,4,6,0.26,10,-12
583,Hunter McKown (C/RW),Colorado College,23,2,4,6,0.26,16,-7
584,Kyler Head (F),Robert Morris University,23,2,4,6,0.26,17,-1
585,Mason Nevers (C),University of Minnesota,25,2,4,6,0.24,4,7
586,Jerry Harding (F),UMass,25,2,4,6,0.24,10,2
587,Scooter Brickey (D),Western Michigan University,25,2,4,6,0.24,16,2
588,Raimonds Vitolins (C),University of Vermont,12,1,5,6,0.50,4,-3
589,Nicholas Cafarelli (F),University of New Hampshire,14,1,5,6,0.43,4,-4
590,Brett Callahan (D),American International College,15,1,5,6,0.40,2,1
591,Jack Summers (D),University of Michigan,15,1,5,6,0.40,14,6
592,Luke Edgerton (F),Niagara University,16,1,5,6,0.38,0,-5
593,Roman Kinal (D),University of Connecticut,16,1,5,6,0.38,0,6
594,Yan Kuznetsov (D),University of Connecticut,16,1,5,6,0.38,4,5
595,Regan Seiferling (D),RIT (Rochester Inst. of Tech.),16,1,5,6,0.38,12,-4
596,Ben Lown (C),Miami University (Ohio),17,1,5,6,0.35,2,-8
597,Jared Westcott (C/LW),Penn State University,17,1,5,6,0.35,4,-4
598,Grant Anderson (D),Sacred Heart University,18,1,5,6,0.33,4,-4
599,Jack St. Ivany (D),Boston College,18,1,5,6,0.33,6,-1
600,Nick Austin (D),Colgate University,18,1,5,6,0.33,8,-7
601,Steven Jandric (LW),University of Denver,20,1,5,6,0.30,6,6
602,Marko Reifenberger (C),Mercyhurst University,21,1,5,6,0.29,4,0
603,Matthew Berkovitz (D),Army (U.S. Military Academy),22,1,5,6,0.27,4,2
604,Noah Wilson (D),Army (U.S. Military Academy),22,1,5,6,0.27,19,5
605,Jake Flynn (D),University of Connecticut,23,1,5,6,0.26,12,-6
606,Tim Erkkila (D),Northern Michigan University,27,1,5,6,0.22,8,2
607,Jack McNeely (D),Minnesota State University (Mankato),27,1,5,6,0.22,8,12
608,Ryder Rolston (W/C),University of Notre Dame,28,1,5,6,0.21,31,4
609,Matt Staudacher (D),University of Minnesota,26,0,6,6,0.23,6,6
610,Ryan O'Connell (D),Ohio State University,27,0,6,6,0.22,10,-10
611,Matt Cairns (D),University of Minnesota-Duluth,28,0,6,6,0.21,12,17
612,Parker Saretsky (F),Michigan Tech,29,0,6,6,0.21,4,-2
613,Tristan Mullin (C/LW),University of Vermont,11,4,1,5,0.45,4,-11
614,Markus Boguslavsky (RW),Boston University,15,4,1,5,0.33,4,-1
615,Jagger Joshua (LW/RW),Michigan State University,26,4,1,5,0.19,41,-7
616,Carter Randklev (F),Niagara University,13,3,2,5,0.38,6,-4
617,Justin Paul (LW),St. Lawrence University,14,3,2,5,0.36,6,-5
618,Anthony Vincent (RW/C),College of the Holy Cross,14,3,2,5,0.36,29,-3
619,Rourke Russell (D),Miami University (Ohio),15,3,2,5,0.33,12,-2
620,Conor Lovett (F),Merrimack College,15,3,2,5,0.33,23,0
621,Anthony Baxter (D),UMass-Lowell,16,3,2,5,0.31,25,1
622,Brian Chambers (RW),UMass-Lowell,18,3,2,5,0.28,4,-6
623,Chase McLane (C/RW),Penn State University,19,3,2,5,0.26,4,-8
624,Garrett Van Wyhe (C),University of Michigan,21,3,2,5,0.24,10,-3
625,Paul McAvoy (F),Colgate University,22,3,2,5,0.23,2,0
626,Nick Campoli (C),Clarkson University,22,3,2,5,0.23,21,-3
627,Brian Rigali (F),University of Connecticut,23,3,2,5,0.22,16,-4
628,Connor Kelley (D),University of Minnesota-Duluth,25,3,2,5,0.20,4,10
629,Colby Enns (D),Northern Michigan University,26,3,2,5,0.19,23,3
630,Austin Pooley (C),Ohio State University,27,3,2,5,0.19,6,-6
631,Luke Loheit (RW),University of Minnesota-Duluth,28,3,2,5,0.18,35,5
632,Christian Rajic (C),Long Island University,10,2,3,5,0.50,24,-5
633,Jacques Bouquot (C/LW),University of Vermont,12,2,3,5,0.42,2,2
634,Ryan Savage (RW),Miami University (Ohio),14,2,3,5,0.36,6,-1
635,Blake Bride (RW),Air Force Academy,14,2,3,5,0.36,12,-5
636,Josh Dunne (C/LW),Clarkson University,14,2,3,5,0.36,26,1
637,J.D. Greenway (F/D),University of Maine,14,2,3,5,0.36,28,-13
638,Nico Somerville (D),American International College,16,2,3,5,0.31,6,4
639,Tyler Jeanson (C),Colgate University,17,2,3,5,0.29,4,-2
640,Brett Abdelnour (LW),Army (U.S. Military Academy),17,2,3,5,0.29,4,-4
641,Oliver MacDonald (F),UMass,17,2,3,5,0.29,8,4
642,Josef Mysak (D),Niagara University,17,2,3,5,0.29,12,4
643,Cooper Moore (D),University of North Dakota,18,2,3,5,0.28,8,-7
644,Harrison Rees (D),University of Connecticut,21,2,3,5,0.24,8,7
645,Cade Townend (D),Mercyhurst University,21,2,3,5,0.24,14,-9
646,Troy Conzo (F),Colorado College,22,2,3,5,0.23,6,-7
647,Drew Lennon (D),University of Alabama-Huntsville,22,2,3,5,0.23,8,-19
648,Collin Peters (F),Ohio State University,22,2,3,5,0.23,63,-6
649,Monte Graham (F),Miami University (Ohio),23,2,3,5,0.22,14,-13
650,Blake Biondi (C/RW),University of Minnesota-Duluth,26,2,3,5,0.19,8,4
651,Alex Adams (F),Bemidji State University,26,2,3,5,0.19,12,0
652,Logan Britt (D),Quinnipiac University,27,2,3,5,0.19,14,13
653,Anthony Del Gaizo (LW/C),UMass,28,2,3,5,0.18,16,4
654,Max Balinson (D),Long Island University,11,1,4,5,0.45,8,-7
655,Cooper Haar (LW),Canisius College,13,1,4,5,0.38,6,3
656,Vladislav Dzhioshvili (C),University of Vermont,13,1,4,5,0.38,18,2
657,Tim Makowski (D),St. Lawrence University,17,1,4,5,0.29,6,-6
658,Philip Alftberg (D),St. Lawrence University,17,1,4,5,0.29,12,1
659,Eric Faith (LW),UMass,18,1,4,5,0.28,2,5
660,Nick Capone (RW),University of Connecticut,20,1,4,5,0.25,8,4
661,Patrick Cozzi (RW),Colorado College,22,1,4,5,0.23,2,-2
662,Gavin Gulash (F),Robert Morris University,22,1,4,5,0.23,12,6
663,P.J. Marrocco (F),Arizona State University,24,1,4,5,0.21,0,-13
664,Cam McDonald (D),Providence College,24,1,4,5,0.21,8,1
665,Ethan Scardina (C),Bowling Green State University,24,1,4,5,0.21,8,4
666,Liam MacDougall (C/W),Ferris State University,24,1,4,5,0.21,18,-13
667,Jacob Truscott (D),University of Michigan,26,1,4,5,0.19,8,6
668,Kyle Haskins (C),Michigan State University,27,1,4,5,0.19,10,-3
669,Hunter Lellig (D),University of Minnesota-Duluth,28,1,4,5,0.18,4,10
670,Kyle Looft (D),Bemidji State University,29,1,4,5,0.17,10,10
671,Bennett Norlin (F),Air Force Academy,13,0,5,5,0.38,0,6
672,A.J. Villella (D),Bentley University,15,0,5,5,0.33,0,5
673,Matt Tugnutt (LW/C),Providence College,16,0,5,5,0.31,8,-1
674,Patrick Kramer (C),Merrimack College,17,0,5,5,0.29,10,-9
675,Spencer Berry (D),RIT (Rochester Inst. of Tech.),18,0,5,5,0.28,15,9
676,Bryson Traptow (F),RIT (Rochester Inst. of Tech.),20,0,5,5,0.25,28,0
677,Julian Kislin (D),Northeastern University,21,0,5,5,0.24,10,-9
678,Will MacKinnon (D),University of New Hampshire,22,0,5,5,0.23,20,1
679,Robbie Stucker (D),University of Minnesota,23,0,5,5,0.22,2,1
680,Ben Schultheis (D),Ferris State University,25,0,5,5,0.20,12,-6
681,Keaton Pehrson (D),University of Michigan,26,0,5,5,0.19,23,2
682,Ben Brinkman (D),University of Minnesota,29,0,5,5,0.17,18,13
683,Gustav Müller (C/LW),Long Island University,12,3,1,4,0.33,4,-1
684,Jordan Di Cicco (D),Long Island University,13,3,1,4,0.31,6,-4
685,Kevin Obssuth (LW),Canisius College,16,3,1,4,0.25,19,-4
686,George Mika (F),UMass,17,3,1,4,0.24,0,1
687,Trevor Cosgrove (D),Colgate University,22,3,1,4,0.18,10,-4
688,Logan Will (F),Colorado College,23,3,1,4,0.17,12,-6
689,John Sladic (F),Miami University (Ohio),25,3,1,4,0.16,17,-11
690,Justin Young (C),American International College,6,2,2,4,0.67,6,3
691,Nick Cardelli (C/RW),Bemidji State University,7,2,2,4,0.57,0,3
692,Brendan Schneider (C),Mercyhurst University,9,2,2,4,0.44,5,0
693,Joe Cassetti (C/LW),Miami University (Ohio),11,2,2,4,0.36,6,-1
694,Luke Mylymok (W/C),University of Minnesota-Duluth,12,2,2,4,0.33,15,5
695,A.J. Drobot (RW),University of Maine,16,2,2,4,0.25,2,-1
696,Andrew Dumaresque (C),College of the Holy Cross,16,2,2,4,0.25,10,-15
697,Cody Laskosky (C),RIT (Rochester Inst. of Tech.),18,2,2,4,0.22,8,-7
698,Sean Dhooghe (RW),Arizona State University,20,2,2,4,0.20,2,-17
699,Benton Maass (D),University of New Hampshire,20,2,2,4,0.20,4,-9
700,Brett Edwards (F),University of Denver,20,2,2,4,0.20,12,-9
701,Adrian Danchenko (F),University of Alabama-Huntsville,20,2,2,4,0.20,37,-6
702,Mitchell Mattson (C),Michigan State University,21,2,2,4,0.19,2,-3
703,Mason Snell (D),Penn State University,21,2,2,4,0.19,20,-7
704,Jarrod Gourley (D),Arizona State University,22,2,2,4,0.18,10,-3
705,Jake Durflinger (RW/C),University of Denver,22,2,2,4,0.18,14,-4
706,Mike Vorlicky (D),University of Wisconsin,24,2,2,4,0.17,16,-4
707,Connor Caponi (F),University of Denver,24,2,2,4,0.17,25,-4
708,Brody Stevens (C),Michigan State University,27,2,2,4,0.15,18,-15
709,Jordan Schulting (D),UMass-Lowell,6,1,3,4,0.67,4,4
710,Rylee St. Onge (LW),Mercyhurst University,9,1,3,4,0.44,0,-3
711,Bo Hanson (D),University of Denver,12,1,3,4,0.33,4,2
712,Blake Wells (F),UMass-Lowell,12,1,3,4,0.33,4,-1
713,Todd Goehring (F),Sacred Heart University,12,1,3,4,0.33,4,-1
714,Brian Adams (F),Air Force Academy,12,1,3,4,0.33,8,2
715,Joey Molenaar (F),St. Cloud State University,13,1,3,4,0.31,2,1
716,Jack Quinn (F),Long Island University,13,1,3,4,0.31,2,0
717,Mick Heneghan (D),University of Alabama-Huntsville,13,1,3,4,0.31,8,-4
718,Josh Allan (D),Sacred Heart University,13,1,3,4,0.31,11,-7
719,Andrew Lucas (D),University of Vermont,13,1,3,4,0.31,12,-2
720,David Lafrance (D),Robert Morris University,14,1,3,4,0.29,0,1
721,Jackson Decker (D),Canisius College,14,1,3,4,0.29,4,14
722,Zac Herrmann (D),Niagara University,14,1,3,4,0.29,6,1
723,John McDermott (LW),Providence College,15,1,3,4,0.27,2,3
724,Dakota Raabe (LW),University of Michigan,15,1,3,4,0.27,2,2
725,Reilly Moran (F),St. Lawrence University,16,1,3,4,0.25,4,1
726,Jason Brancheau (F),Ferris State University,16,1,3,4,0.25,4,-8
727,Blais Richartz (F),Michigan Tech,17,1,3,4,0.24,2,3
728,Devon Daniels (D),Mercyhurst University,18,1,3,4,0.22,0,1
729,Louis Jamernik (RW),University of North Dakota,19,1,3,4,0.21,10,6
730,Ben Allen (LW),University of Alabama-Huntsville,20,1,3,4,0.20,2,-9
731,Levi Glasman (LW),Colgate University,20,1,3,4,0.20,8,-2
