ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
364,Will Reilly (D),RPI (Rensselaer Polytech. Inst.),33,5,13,18,0.55,16,-1
365,Derek Lodermeier (LW),University of Vermont,33,5,13,18,0.55,18,5
366,Max Zimmer (LW),University of Wisconsin,34,5,13,18,0.53,12,4
367,Ty Farmer (D),UMass,40,5,13,18,0.45,26,8
368,Nick Wolff (D),University of Minnesota-Duluth,42,5,13,18,0.43,80,19
369,Brendan Harris (C/LW),Bemidji State University,31,4,14,18,0.58,6,-8
370,Johnathan Kovacevic (D),Merrimack College,31,4,14,18,0.58,14,-10
371,Jack Sadek (D),University of Minnesota,38,4,14,18,0.47,36,0
372,Jacob Nordqvist (D),Lake Superior State University,38,3,15,18,0.47,16,17
373,Luka Maver (C),American International College,41,11,6,17,0.41,14,2
374,John Wiitala (LW),Ohio State University,36,9,8,17,0.47,14,9
375,Tim Doherty (C/LW),University of Maine,36,9,8,17,0.47,16,-14
376,Alex Berardinelli (C/LW),Colorado College,40,9,8,17,0.43,12,8
377,Vito Bavaro (RW),Sacred Heart University,33,8,9,17,0.52,26,0
378,Eduards Tralmaks (W/C),University of Maine,36,8,9,17,0.47,22,10
379,Colin Bilek (RW),Army (U.S. Military Academy),38,7,10,17,0.45,12,-4
380,Nick Poehling (C/LW),St. Cloud State University,39,7,10,17,0.44,24,10
381,Liam Coughlin (C/LW),University of Vermont,29,6,11,17,0.59,16,-6
382,Justin Pearson (LW),Yale University,33,6,11,17,0.52,18,-5
383,Tommaso Bucci (LW),Mercyhurst University,37,6,11,17,0.46,23,3
384,Dylan Mills (C),Niagara University,40,6,11,17,0.43,56,-9
385,Colton Poolman (D),University of North Dakota,35,5,12,17,0.49,4,7
386,Jacob Bernard-Docker (D),University of North Dakota,36,5,12,17,0.47,6,-3
387,Christiano Versich (RW),Colorado College,40,5,12,17,0.43,8,-9
388,Bo Hanson (D),St. Lawrence University,37,4,13,17,0.46,22,-21
389,Charles Levesque (C),UMass-Lowell,37,4,13,17,0.46,27,-1
390,Liam Clare (D),Sacred Heart University,35,1,16,17,0.49,20,7
391,Zachary Mirageas (D),Air Force Academy,35,1,16,17,0.49,51,-1
392,Patrik Demel (D),American International College,41,1,16,17,0.41,10,15
393,Walker Duehr (RW),Minnesota State University (Mankato),34,10,6,16,0.47,24,14
394,Brendan van Riemsdyk (C),University of New Hampshire,36,10,6,16,0.44,18,-3
395,Karch Bachman (LW/C),Miami University (Ohio),38,10,6,16,0.42,33,-11
396,Patrick Schule (F),Northeastern University,38,10,6,16,0.42,43,6
397,Joey Cipollone (C),University of Vermont,34,9,7,16,0.47,9,0
398,Jonny Evans (F),University of Connecticut,22,8,8,16,0.73,8,5
399,Ben Sokay (C),Niagara University,34,8,8,16,0.47,12,1
400,Ty Amonte (RW),Boston University,37,8,8,16,0.43,41,-6
401,Colin Staub (F),University of Denver,41,8,8,16,0.39,4,3
402,Josh French (F),Minnesota State University (Mankato),41,8,8,16,0.39,4,13
403,Hugo Reinhardt (C),American International College,23,7,9,16,0.70,18,3
404,Alex Esposito (RW),University of Vermont,28,7,9,16,0.57,4,-11
405,Ben Freeman (RW/C),University of Connecticut,34,7,9,16,0.47,27,-9
406,Todd Burgess (C/W),RPI (Rensselaer Polytech. Inst.),36,7,9,16,0.44,31,-10
407,Will Calverley (C),RIT (Rochester Inst. of Tech.),37,7,9,16,0.43,48,3
408,Christopher Brown (C/RW),Boston College,39,7,9,16,0.41,14,-14
409,Nick Lalonde (RW),Robert Morris University,40,7,9,16,0.40,8,0
410,Reggie Lutz (RW),Minnesota State University (Mankato),40,7,9,16,0.40,12,1
411,Max Kalter (C),University of Connecticut,34,6,10,16,0.47,10,-8
412,Sampo Ranta (LW/RW),University of Minnesota,36,6,10,16,0.44,29,-1
413,Colton Leiter (D/C),University of Alaska-Fairbanks,36,6,10,16,0.44,36,-6
414,Nick Master (C),UMass-Lowell,37,6,10,16,0.43,10,2
415,Jay Dickman (C/LW),Bemidji State University,38,6,10,16,0.42,16,-9
416,Aarne Talvitie (C/LW),Penn State University,17,5,11,16,0.94,2,1
417,Neil Robinson (LW),College of the Holy Cross,27,5,11,16,0.59,10,-1
418,Kevin O'Neil (RW/LW),Yale University,31,5,11,16,0.52,10,-10
419,Max Gottlieb (D),Brown University,34,5,11,16,0.47,22,4
420,John Picking (F),Northeastern University,35,5,11,16,0.46,4,16
421,Cole Smith (LW),University of North Dakota,37,5,11,16,0.43,50,12
422,Sami Tavernier (RW),Merrimack College,33,4,12,16,0.48,43,-10
423,Jerad Rosburg (D),Michigan State University,36,4,12,16,0.44,33,1
424,Matt Hellickson (D),University of Notre Dame,40,4,12,16,0.40,16,5
425,Michael Davies (D),University of Denver,41,4,12,16,0.39,24,16
426,Brian Hawkinson (RW),Miami University (Ohio),34,3,13,16,0.47,20,-2
427,Vasili Kolias (D),Union College,37,3,13,16,0.43,10,4
428,Ryan Shea (D),Northeastern University,39,3,13,16,0.41,12,23
429,Connor Yau (D/F),Dartmouth College,34,2,14,16,0.47,6,10
430,Michael Regush (C),Cornell University,36,12,3,15,0.42,10,3
431,Cade Gleekel (W),St. Lawrence University,37,9,6,15,0.41,24,-10
432,Nick Cardelli (C/RW),Bemidji State University,37,9,6,15,0.41,35,3
433,Wade Allison (RW/LW),Western Michigan University,22,8,7,15,0.68,20,6
434,Reed Robinson (F),Niagara University,32,8,7,15,0.47,8,-6
435,Max Coatta (RW/C),Minnesota State University (Mankato),33,8,7,15,0.45,16,1
436,Beau Starrett (C/LW),Cornell University,36,8,7,15,0.42,43,4
437,Will Johnson (F),University of Wisconsin,37,8,7,15,0.41,8,14
438,Rhett Gardner (C/LW),University of North Dakota,37,8,7,15,0.41,71,-4
439,Justin Addamo (C/RW),Robert Morris University,39,8,7,15,0.38,51,-14
440,Philip Lagunov (C),UMass,40,8,7,15,0.38,14,11
441,Sam Craggs (LW/RW),Bowling Green State University,41,8,7,15,0.37,51,13
442,Kobe Roth (F),University of Minnesota-Duluth,42,8,7,15,0.36,2,4
443,Patrick Grasso (RW),University of New Hampshire,29,7,8,15,0.52,0,-6
444,Troy Conzo (F),Colorado College,34,7,8,15,0.44,8,-6
445,Peter Crinella (C),College of the Holy Cross,35,7,8,15,0.43,23,-7
446,Connor Wilson (LW),UMass-Lowell,36,7,8,15,0.42,14,3
447,Jakov Novak (LW/C),Bentley University,37,7,8,15,0.41,14,1
448,Justin Cole (F),American International College,40,7,8,15,0.38,21,-6
449,Nathan Burke (C/LW),University of Minnesota,26,6,9,15,0.58,6,5
450,Frédéric Grégoire (F),Harvard University,33,6,9,15,0.45,14,9
451,Trenton Bliss (LW/C),Michigan Tech,34,6,9,15,0.44,10,-2
452,Jack Becker (C/RW),University of Michigan,36,6,9,15,0.42,18,-8
453,Roman Ahcan (LW/C),University of Wisconsin,37,6,9,15,0.41,58,1
454,Craig Pefley (C),Ferris State University,29,5,10,15,0.52,45,-3
455,Evan Smith (C/LW),Yale University,32,5,10,15,0.47,35,-1
456,Carl Hesler (C/LW),Dartmouth College,34,5,10,15,0.44,16,-1
457,Parker Foo (LW),Union College,35,5,10,15,0.43,30,8
458,Greyson Reitmeier (LW/C),Michigan Tech,37,5,10,15,0.41,29,-4
459,Tyler Ward (LW),University of Denver,38,5,10,15,0.39,12,6
460,Kurt Gosselin (D),University of Alabama-Huntsville,25,4,11,15,0.60,48,-2
461,Matt Baker (C),Dartmouth College,32,4,11,15,0.47,14,1
462,Josh McKechney (F),Colgate University,36,4,11,15,0.42,19,-7
463,Jack Gorniak (LW/C),University of Wisconsin,37,4,11,15,0.41,16,-8
464,Chris Jandric (D),University of Alaska-Fairbanks,28,3,12,15,0.54,42,-1
465,Jonathan Gruden (LW/RW),Miami University (Ohio),38,3,12,15,0.39,12,-19
466,Michael Kim (D),Boston College,39,3,12,15,0.38,8,-5
467,Kevin Kerr (D),Penn State University,35,2,13,15,0.43,19,-14
468,Oliver Chau (C),UMass,35,9,5,14,0.40,8,5
469,Walker Sommer (C),Air Force Academy,35,9,5,14,0.40,12,0
470,Brendan Robbins (RW),University of Maine,36,9,5,14,0.39,24,-1
471,Chase Zieky (RW/LW),RPI (Rensselaer Polytech. Inst.),21,8,6,14,0.67,6,-3
472,David Jankowski (C/RW),St. Lawrence University,37,8,6,14,0.38,6,-12
473,Alec Broetzman (LW),Michigan Tech,38,8,6,14,0.37,12,-4
474,Jackson Cates (C/LW),University of Minnesota-Duluth,39,8,6,14,0.36,14,3
475,Alec Marsh (LW/C),Penn State University,34,7,7,14,0.41,18,-6
476,P.J. Marrocco (F),Arizona State University,35,7,7,14,0.40,10,7
477,Tristan Keck (LW),University of Nebraska-Omaha,36,7,7,14,0.39,12,-3
478,Bauer Neudecker (F),University of Alabama-Huntsville,38,7,7,14,0.37,2,-12
479,Jack Jeffers (F),University of Alabama-Huntsville,38,7,7,14,0.37,44,-10
480,Frédéric Létourneau (C),Bowling Green State University,41,7,7,14,0.34,30,9
481,Jeff Malott (LW),Cornell University,27,6,8,14,0.52,27,1
482,Jason Tackett (LW),Ferris State University,28,6,8,14,0.50,10,1
483,Jack St. Ivany (D),Yale University,30,6,8,14,0.47,20,8
484,Alex Brink (C),Brown University,31,6,8,14,0.45,63,7
485,Jacob Schmidt-Svejstrup (RW),University of Maine,33,6,8,14,0.42,29,0
486,Michael Ederer (LW),St. Lawrence University,34,6,8,14,0.41,2,-15
487,Mark Senden (C/LW),University of North Dakota,36,6,8,14,0.39,24,17
488,Keenan Suthers (LW),St. Lawrence University,30,5,9,14,0.47,16,-11
489,Colin Burston (LW),Brown University,31,5,9,14,0.45,29,5
490,Chase Blackmun (D),UMass-Lowell,32,5,9,14,0.44,2,9
491,Quinn Preston (F),Ohio State University,35,5,9,14,0.40,14,3
492,Dakota Raabe (LW),University of Michigan,35,5,9,14,0.40,29,0
493,Ryan Barrow (RW),University of Denver,37,5,9,14,0.38,32,10
494,Austin Beaulieu (RW),University of Alabama-Huntsville,38,5,9,14,0.37,22,-9
495,Will Cullen (D),Bowling Green State University,31,4,10,14,0.45,14,9
496,Alex Smith (D/RW),Michigan Tech,33,4,10,14,0.42,14,-18
497,Patrick Shea (C),University of Maine,35,4,10,14,0.40,42,-4
498,Janis Jaks (D),American International College,38,4,10,14,0.37,12,-12
499,Madison Dunn (F),University of Alabama-Huntsville,38,4,10,14,0.37,14,-14
500,Connor McCarthy (D),Clarkson University,39,4,10,14,0.36,8,2
501,Stanislav Demin (D),University of Denver,41,4,10,14,0.34,14,19
502,Chris Dodero (C/LW),American International College,34,3,11,14,0.41,8,6
503,Wyatt Newpower (D),University of Connecticut,34,3,11,14,0.41,14,-16
504,Christian Rajic (C),University of Alabama-Huntsville,34,3,11,14,0.41,22,-5
505,Jordan Sandhu (C),Arizona State University,35,3,11,14,0.40,4,7
506,Hampus Eriksson (C/W),Lake Superior State University,36,3,11,14,0.39,10,1
507,Zach Osburn (D),Michigan State University,36,3,11,14,0.39,28,-2
508,Dillon Eichstadt (D),Bemidji State University,36,3,11,14,0.39,37,15
509,Niko Hildenbrand (F),UMass,37,3,11,14,0.38,29,3
510,Paul DeNaples (D),Penn State University,39,2,12,14,0.36,6,31
511,Casey Fitzgerald (D),Boston College,39,2,12,14,0.36,26,-6
512,Mario Ferraro (D),UMass,41,2,12,14,0.34,23,6
513,Matt Stief (D),Canisius College,34,0,14,14,0.41,2,-9
514,Nicolas Luka (D),American International College,35,0,14,14,0.40,14,0
515,Kevin Darrar (F),College of the Holy Cross,35,8,5,13,0.37,16,-3
516,Brady Wiffen (C),RPI (Rensselaer Polytech. Inst.),35,8,5,13,0.37,18,-12
517,Michael Zuffante (F),Bentley University,34,7,6,13,0.38,8,4
518,Hunter Wendt (F),Ferris State University,34,7,6,13,0.38,45,-3
519,Taylor Schneider (LW),Bowling Green State University,40,7,6,13,0.33,12,10
520,Nicolas Erb Ekholm (C/RW),University of Alaska-Anchorage,33,6,7,13,0.39,14,-24
521,Vladislav Dzhioshvili (C),University of Vermont,33,6,7,13,0.39,28,-5
522,Kevin Conley (LW/C),University of Nebraska-Omaha,35,6,7,13,0.37,22,-13
523,Jack McBain (C/LW),Boston College,35,6,7,13,0.37,39,-3
524,Luke Morgan (LW),University of Michigan,36,6,7,13,0.36,6,0
525,Ryan Garvey (LW),St. Lawrence University,37,6,7,13,0.35,20,-16
526,Trevor Fidler (C),Army (U.S. Military Academy),37,6,7,13,0.35,24,-6
527,Henry Bowlby (LW/C),Harvard University,29,5,8,13,0.45,33,1
528,Matthew O'Donnell (D),University of Vermont,34,5,8,13,0.38,18,1
529,Joshua Ess (D),University of Wisconsin,37,5,8,13,0.35,14,2
530,Alexei Solovyov (D),Bentley University,37,5,8,13,0.35,39,-3
531,Tyler Nanne (D),University of Minnesota,38,5,8,13,0.34,22,2
532,Jaakko Heikkinen (F),University of Denver,41,5,8,13,0.32,10,6
533,Vincent Desharnais (D),Providence College,42,5,8,13,0.31,32,22
534,Nick Halloran (RW),Colorado College,20,4,9,13,0.65,8,-5
535,Jimmy Lambert (RW/C),University of Michigan,31,4,9,13,0.42,10,1
536,Austin Lemieux (RW),Arizona State University,31,4,9,13,0.42,12,2
537,Ty Readman (C),Northern Michigan University,34,4,9,13,0.38,6,-1
538,Kobe Walker (RW),RIT (Rochester Inst. of Tech.),34,4,9,13,0.38,8,-4
539,Dylan Steman (C),Michigan Tech,37,4,9,13,0.35,24,-4
540,Jake Stevens (D),St. Lawrence University,29,3,10,13,0.45,14,-17
541,Brendan McKay (LW),Lake Superior State University,36,3,10,13,0.36,12,6
542,Jack Jenkins (C/RW),University of Notre Dame,40,3,10,13,0.33,8,-2
543,Tyson McLellan (C),University of Denver,40,3,10,13,0.33,32,10
544,Baker Shore (RW),Harvard University,33,2,11,13,0.39,16,3
545,Keegan Ford (D),Michigan Tech,37,2,11,13,0.35,8,-3
546,Josh McDougall (D),Mercyhurst University,38,2,11,13,0.34,12,-4
547,Tory Dello (D),University of Notre Dame,40,2,11,13,0.33,26,10
548,Chris Harpur (D),Niagara University,41,2,11,13,0.32,55,1
549,Ben Mirageas (D),Providence College,42,2,11,13,0.31,22,-7
550,Jacob Levin (D),Air Force Academy,36,1,12,13,0.36,8,-13
551,Jordan Harris (D),Northeastern University,39,1,12,13,0.33,8,21
552,Justin Jallen (F),Brown University,33,8,4,12,0.36,14,2
553,Jacob Kauppila (LW),Bentley University,33,7,5,12,0.36,22,-1
554,Gavin Gould (C/LW),Michigan Tech,34,7,5,12,0.35,12,-8
555,Brock Caufield (RW),University of Wisconsin,37,7,5,12,0.32,4,2
556,Mick Messner (LW),University of Wisconsin,37,7,5,12,0.32,12,-2
557,Tanner Laderoute (RW/C),University of Minnesota-Duluth,38,7,5,12,0.32,22,3
558,J.D. Dudek (C),Boston College,39,7,5,12,0.31,26,-4
559,Logan Ferguson (RW),College of the Holy Cross,21,5,7,12,0.57,16,-3
560,Jeff Losurdo (F),Dartmouth College,31,5,7,12,0.39,6,-3
561,Jake Transit (F),Ferris State University,34,5,7,12,0.35,28,-1
562,Mattias Samuelsson (D),Western Michigan University,35,5,7,12,0.34,37,3
563,Gabe Bast (D),University of North Dakota,36,5,7,12,0.33,49,7
564,Ethan Somoza (LW),Bemidji State University,38,5,7,12,0.32,8,13
565,Frankie Melton (LW),Ferris State University,29,4,8,12,0.41,14,1
566,Logan Lambdin (LW),Michigan State University,36,4,8,12,0.33,27,-7
567,Ty Emberson (D),University of Wisconsin,37,4,8,12,0.32,10,6
568,Casey Gilling (C),Miami University (Ohio),38,4,8,12,0.32,24,-8
569,Colton Kerfoot (F),Harvard University,33,3,9,12,0.36,8,7
570,Luke Bafia (D),Western Michigan University,36,3,9,12,0.33,24,6
571,Alec McCrea (D),Cornell University,36,3,9,12,0.33,26,8
572,Eric Williams (D),Northeastern University,39,3,9,12,0.31,14,7
573,Nick Austin (D),Colgate University,32,2,10,12,0.38,18,-14
574,Matt Riggleman (F),Bentley University,34,1,11,12,0.35,14,3
575,Alex Mehnert (D),Air Force Academy,36,1,11,12,0.33,24,-2
576,Ryan Jones (D),University of Nebraska-Omaha,36,0,12,12,0.33,41,-32
577,Alec Mahalak (D),Miami University (Ohio),38,0,12,12,0.32,12,-8
578,Ross Armour (C/RW),Bemidji State University,38,0,12,12,0.32,22,8
579,Trevor Stone (C/LW),Air Force Academy,34,9,2,11,0.32,20,-7
580,Max Newton (C/RW),University of Alaska-Fairbanks,32,8,3,11,0.34,16,-6
581,Ryan Siroky (F),Miami University (Ohio),38,8,3,11,0.29,8,-3
582,Joe Wegwerth (RW/LW),University of Notre Dame,12,7,4,11,0.92,10,5
583,Patrick Polino (C),RPI (Rensselaer Polytech. Inst.),24,7,4,11,0.46,23,-7
584,Scott Reedy (C),University of Minnesota,34,7,4,11,0.32,10,-3
585,Brendon Kearney (LW),Ohio State University,36,7,4,11,0.31,4,-3
586,Matthew Freytag (LW),University of Wisconsin,36,7,4,11,0.31,16,-5
587,Erik Middendorf (LW),Colorado College,41,7,4,11,0.27,6,-3
588,Lucas Finner (LW),Ferris State University,26,6,5,11,0.42,48,-12
589,Vimal Sukumaran (RW),Providence College,32,6,5,11,0.34,45,0
590,Michael Floodstrand (RW),Harvard University,33,6,5,11,0.33,8,6
591,Tyler Cline (C/LW),University of Alaska-Fairbanks,33,6,5,11,0.33,40,-7
592,Patrick Kramer (C),Merrimack College,34,6,5,11,0.32,28,-3
593,Kyle Marino (C/D),University of Alaska-Fairbanks,35,6,5,11,0.31,64,-12
594,Steven Ruggiero (D),Lake Superior State University,37,6,5,11,0.30,72,8
595,Jason O'Neill (F),Providence College,42,6,5,11,0.26,8,9
596,Curtis Hall (C),Yale University,24,5,6,11,0.46,16,1
597,Brian Rigali (F),University of Connecticut,29,5,6,11,0.38,20,-4
598,Mitchell Smith (LW),Yale University,30,5,6,11,0.37,6,6
599,Kale Howarth (LW/C),University of Connecticut,32,5,6,11,0.34,31,-10
600,Adam Dauda (C),Colgate University,34,5,6,11,0.32,2,-15
601,Trevor Cosgrove (D),Colgate University,36,5,6,11,0.31,8,-23
602,Les Lancaster (D),University of Denver,37,5,6,11,0.30,33,5
603,Matt Barry (F),College of the Holy Cross,13,4,7,11,0.85,14,-10
604,Collin Rutherford (C),Dartmouth College,33,4,7,11,0.33,6,2
605,Paul Washe (C),Western Michigan University,33,4,7,11,0.33,23,-5
606,Shane Sellar (F),Dartmouth College,34,4,7,11,0.32,12,2
607,Tim Theocharidis (D),Bowling Green State University,34,4,7,11,0.32,16,9
608,Will Riedell (D),Lake Superior State University,35,4,7,11,0.31,6,9
609,Dominick Mersch (C),University of Wisconsin,35,4,7,11,0.31,47,-1
610,Logan Cockerill (LW/RW),Boston University,37,4,7,11,0.30,33,1
611,Tony Bretzman (D),Northern Michigan University,38,4,7,11,0.29,26,14
612,Greg Campbell (D),Union College,38,4,7,11,0.29,40,7
613,Tyler Weiss (LW/C),University of Nebraska-Omaha,25,3,8,11,0.44,37,-4
614,Kyle Hallbauer (D),RPI (Rensselaer Polytech. Inst.),30,3,8,11,0.37,10,-13
615,Ludvig Hoff (LW),University of North Dakota,31,3,8,11,0.35,6,4
616,Noah Bauld (C),Cornell University,32,3,8,11,0.34,8,3
617,Jade Miller (LW),University of Minnesota-Duluth,33,3,8,11,0.33,8,8
618,John Marino (D),Harvard University,33,3,8,11,0.33,20,-3
619,Chandler Lindstrand (D),Yale University,27,2,9,11,0.41,6,6
620,Chad Staley (C),University of Alaska-Fairbanks,33,2,9,11,0.33,6,-7
621,Craig Puffer (LW),University of Vermont,33,2,9,11,0.33,8,-7
622,Tyler Welsh (C/RW),Yale University,33,2,9,11,0.33,14,-8
623,Alexis Binner (D),University of Maine,33,2,9,11,0.33,16,5
624,Ian Edmondson (D),Canisius College,34,2,9,11,0.32,12,-8
625,Wyatt Ege (D),Ohio State University,36,2,9,11,0.31,20,-1
626,Colin Swoyer (D),Michigan Tech,36,2,9,11,0.31,28,-6
627,Jordan Schneider (D),Clarkson University,39,2,9,11,0.28,41,15
628,Jack Summers (D),University of Michigan,29,1,10,11,0.38,6,2
629,Tony Stillwell (D),Brown University,30,1,10,11,0.37,8,1
630,Philip Alftberg (D),St. Lawrence University,34,1,10,11,0.32,26,-22
631,Alex Stevens (D),Penn State University,35,1,10,11,0.31,43,1
632,Evan Wisocky (C),University of Connecticut,30,0,11,11,0.37,6,-7
633,Kasper Kotkansalo (D),Boston University,38,0,11,11,0.29,16,-8
634,Chris Pohlkamp (D),Bowling Green State University,41,0,11,11,0.27,20,10
635,Nolan Moyle (C/RW),University of Michigan,30,7,3,10,0.33,30,1
636,Jeremiah Luedtke (C/RW),University of Alaska-Anchorage,33,7,3,10,0.30,16,-15
637,John Snodgrass (C),Colgate University,28,6,4,10,0.36,4,-6
638,Tommy Parrottino (F),Michigan Tech,30,6,4,10,0.33,6,-1
639,Aidan Spellacy (F),Robert Morris University,30,6,4,10,0.33,25,3
640,Derek Topatigh (D),Princeton University,30,6,4,10,0.33,33,2
641,Christopher Theodore (LW),American International College,34,6,4,10,0.29,12,-7
642,Kris Spriggs (LW),Niagara University,35,6,4,10,0.29,6,-1
643,Anthony Callin (RW/D),Clarkson University,35,6,4,10,0.29,14,-4
644,Niko Kovachis (D),Niagara University,35,6,4,10,0.29,26,-5
645,Anthony Del Gaizo (LW/C),UMass,37,6,4,10,0.27,24,12
646,Félix Chamberland (LW),Canisius College,22,5,5,10,0.45,8,-5
647,Grant Mismash (LW/C),University of North Dakota,24,5,5,10,0.42,27,-3
648,Nick Jermain (RW),Quinnipiac University,25,5,5,10,0.40,12,4
649,Scott Corbett (C),Miami University (Ohio),32,5,5,10,0.31,24,-5
650,Filips Buncis (C),Arizona State University,33,5,5,10,0.30,6,-4
651,Grant Hebert (C),Robert Morris University,33,5,5,10,0.30,39,-17
652,Daniel Haider (F),Army (U.S. Military Academy),34,5,5,10,0.29,8,-9
653,Drew Worrad (C),Western Michigan University,34,5,5,10,0.29,10,-1
654,Sean Harrison (RW),Union College,37,5,5,10,0.27,4,2
655,Christopher Klack (C/W),Clarkson University,37,5,5,10,0.27,14,5
656,Cameron Crotty (D),Boston University,38,5,5,10,0.26,33,2
657,Alex Barber (F),Bowling Green State University,40,5,5,10,0.25,35,-2
658,Jakub Lacka (LW),RPI (Rensselaer Polytech. Inst.),28,4,6,10,0.36,10,-7
659,Sam Saliba (F),Michigan State University,36,4,6,10,0.28,12,-20
660,Garrett Van Wyhe (C),University of Michigan,36,4,6,10,0.28,34,5
661,Connor James (D),University of Alabama-Huntsville,38,4,6,10,0.26,14,-19
662,Nick Farmer (F),Niagara University,41,4,6,10,0.24,20,-11
663,Cole Gallant (C),Western Michigan University,26,3,7,10,0.38,4,11
664,Nathan Krusko (C),Harvard University,33,3,7,10,0.30,2,2
665,Marly Quince (C),Clarkson University,34,3,7,10,0.29,25,5
666,Peter Tischke (D),University of Wisconsin,36,3,7,10,0.28,34,3
667,Hayden Shaw (D),University of North Dakota,37,3,7,10,0.27,20,11
668,Edwin Hookenson (D),Minnesota State University (Mankato),42,3,7,10,0.24,31,13
669,Maxim Andreev (C/LW),Cornell University,22,2,8,10,0.45,10,4
670,Oskar Andrén (RW),Ferris State University,24,2,8,10,0.42,12,-9
671,Jesper Öhrvall (C/RW),University of Alabama-Huntsville,32,2,8,10,0.31,14,-13
672,Seth Barton (D),UMass-Lowell,33,2,8,10,0.30,25,6
673,Nick Blankenburg (D),University of Michigan,34,2,8,10,0.29,12,11
674,Cam Knight (D),University of Alabama-Huntsville,37,2,8,10,0.27,24,-14
675,Jacob Pivonka (C),University of Notre Dame,40,2,8,10,0.25,25,1
676,Michael Callahan (D),Providence College,41,2,8,10,0.24,10,19
677,Louie Roehl (D),University of Minnesota-Duluth,42,2,8,10,0.24,40,14
678,Ben Finkelstein (D),Boston College,22,1,9,10,0.45,6,-6
679,Sam Morton (C/LW),Union College,29,1,9,10,0.34,4,0
680,Jacob Paganelli (RW),Princeton University,30,1,9,10,0.33,12,0
681,Clayton Phillips (D),University of Minnesota,34,1,9,10,0.29,20,-12
682,Spencer Meier (D),St. Cloud State University,38,1,9,10,0.26,32,2
683,Matthew Berkovitz (D),Army (U.S. Military Academy),39,1,9,10,0.26,8,-9
684,Jack McNeely (D),Minnesota State University (Mankato),42,1,9,10,0.24,22,27
685,Jordan Seyfert (C),Merrimack College,29,0,10,10,0.34,18,-4
686,Dalton Skelly (D),College of the Holy Cross,35,0,10,10,0.29,8,-3
687,Nikolas Koberstein (D),University of Alaska-Fairbanks,35,0,10,10,0.29,60,-3
688,Alexander Robert (D),Robert Morris University,38,0,10,10,0.26,47,9
689,Alex Steeves (LW/C),University of Notre Dame,39,7,2,9,0.23,10,-1
690,Ryan Smith (C/RW),University of Maine,28,6,3,9,0.32,21,-4
691,Alex Ierullo (LW),Bemidji State University,31,6,3,9,0.29,4,-1
692,Brady Schoo (D),Brown University,31,6,3,9,0.29,18,-1
693,Gavin Hain (C/LW),University of North Dakota,31,6,3,9,0.29,28,16
694,Phil Knies (LW/C),Miami University (Ohio),32,6,3,9,0.28,14,-5
695,Emil Westerlund (LW/RW),University of Maine,34,6,3,9,0.26,29,-6
696,Corey Andonovski (RW/LW),Princeton University,23,5,4,9,0.39,18,-7
697,Sam Knoblauch (RW),UMass-Lowell,27,5,4,9,0.33,12,-1
698,Jack Surowiec (C/LW),College of the Holy Cross,30,5,4,9,0.30,6,0
699,Joachim Weberg (LW),Brown University,34,5,4,9,0.26,2,-8
700,Matt Pulver (F),Air Force Academy,36,5,4,9,0.25,20,-4
701,Grant Loven (C),Northern Michigan University,37,5,4,9,0.24,14,6
702,Michael Lombardi (C/LW),Quinnipiac University,38,5,4,9,0.24,10,4
703,Jake Coleman (F),Robert Morris University,38,5,4,9,0.24,15,-6
704,Jake Massie (D),University of Vermont,30,4,5,9,0.30,34,-3
705,Matthew Thom (D),Princeton University,31,4,5,9,0.29,22,3
706,Conor O'Neil (LW),University of Vermont,31,4,5,9,0.29,31,4
707,Ted Hart (C/RW),Yale University,32,4,5,9,0.28,4,-5
708,Logan Drevitch (LW),Merrimack College,33,4,5,9,0.27,17,-9
709,Ryan Leibold (F),College of the Holy Cross,33,4,5,9,0.27,44,5
710,Lucas Condotta (C),UMass-Lowell,34,4,5,9,0.26,35,-1
711,Brennan Sanford (F),Michigan State University,36,4,5,9,0.25,42,-3
712,River Rymsha (D),Miami University (Ohio),36,4,5,9,0.25,50,-7
713,Lawton Courtnall (LW),Western Michigan University,37,4,5,9,0.24,18,-4
714,Ben Lown (C),Miami University (Ohio),38,4,5,9,0.24,2,-6
715,Nick Campoli (C),Clarkson University,39,4,5,9,0.23,8,4
716,Tipper Higgins (F),Army (U.S. Military Academy),39,4,5,9,0.23,12,-4
717,Taylor Maruya (F),Army (U.S. Military Academy),39,4,5,9,0.23,18,1
718,Raymond Brice (C/LW),Michigan Tech,28,3,6,9,0.32,4,1
719,Graham McPhee (C/W),Boston College,29,3,6,9,0.31,25,-7
720,Carmine Buono (D),University of Alaska-Anchorage,29,3,6,9,0.31,37,-2
721,Matt Alvaro (C/LW),University of Vermont,30,3,6,9,0.30,12,-10
722,Matt McLeod (C/RW),Canisius College,33,3,6,9,0.27,2,-8
723,Nils Rygaard (C/RW),University of Alaska-Anchorage,33,3,6,9,0.27,16,-9
724,Jack Gessert (LW),Brown University,34,3,6,9,0.26,16,7
725,Nick Boka (D),University of Michigan,36,3,6,9,0.25,40,-9
726,Rob Michel (D),University of Maine,36,3,6,9,0.25,55,12
727,Jade McMullen (RW),Western Michigan University,37,3,6,9,0.24,37,5
728,Darren Brady (D),RIT (Rochester Inst. of Tech.),38,3,6,9,0.24,14,8
