ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
1092,J.D. Pogue (LW),Canisius College,33,2,1,3,0.09,14,-5
1093,Dylan Woolf (D),St. Lawrence University,33,2,1,3,0.09,84,-17
1094,Joel Janatuinen (LW),University of North Dakota,14,1,2,3,0.21,8,-2
1095,Brennan Blaszczak (F),University of Alaska-Fairbanks,16,1,2,3,0.19,0,-2
1096,Zach Mills (LW),Niagara University,16,1,2,3,0.19,2,-5
1097,Patrick O'Leary (D),College of the Holy Cross,16,1,2,3,0.19,6,0
1098,Garrett Wait (LW),University of Minnesota,19,1,2,3,0.16,6,-4
1099,Martin Fréchette (RW),University of Vermont,21,1,2,3,0.14,6,-6
1100,Pierce Pluemer (LW),Air Force Academy,23,1,2,3,0.13,10,-4
1101,Geoff Lawson (D),Robert Morris University,23,1,2,3,0.13,32,-3
1102,Frankie Cefalu (C),University of New Hampshire,24,1,2,3,0.13,2,1
1103,Jake Joffe (RW),RIT (Rochester Inst. of Tech.),24,1,2,3,0.13,2,-2
1104,Bobby Hampton (C),Northeastern University,24,1,2,3,0.13,4,2
1105,Ivan Chukarov (D),UMass,25,1,2,3,0.12,16,4
1106,Graham Lillibridge (D),Yale University,26,1,2,3,0.12,8,-8
1107,Conner Jean (C),College of the Holy Cross,27,1,2,3,0.11,8,0
1108,Lukas Buchta (D),University of Nebraska-Omaha,27,1,2,3,0.11,14,-16
1109,Clayton Han (D),Dartmouth College,28,1,2,3,0.11,4,-1
1110,Mike Soucier (C/LW),Bemidji State University,29,1,2,3,0.10,17,-3
1111,Chase Gamelin (F),Lake Superior State University,32,1,2,3,0.09,0,0
1112,Owen Grant (D),University of Vermont,32,1,2,3,0.09,6,2
1113,Daniel Perez (F),University of Maine,33,1,2,3,0.09,23,-6
1114,Kenny Citron (D),Colgate University,34,1,2,3,0.09,31,-17
1115,Connor Frantti (D),Northern Michigan University,34,1,2,3,0.09,41,-10
1116,Joe Sacco (RW),University of New Hampshire,35,1,2,3,0.09,2,-5
1117,Gvido Jansons (D),Arizona State University,35,1,2,3,0.09,16,5
1118,Brendan Warren (LW/C),University of Michigan,36,1,2,3,0.08,21,-9
1119,Erich Fear (D),University of Denver,38,1,2,3,0.08,32,2
1120,Cameron Orchard (C),Western Michigan University,5,0,3,3,0.60,0,4
1121,Zach Noble (F),Michigan Tech,10,0,3,3,0.30,4,3
1122,Jason Dhooghe (F),University of Wisconsin,20,0,3,3,0.15,6,-7
1123,Canon Pieper (F),University of Maine,20,0,3,3,0.15,10,-5
1124,Robbie Stucker (D),University of Minnesota,21,0,3,3,0.14,6,2
1125,James Gobetz (D),Penn State University,23,0,3,3,0.13,8,-2
1126,Bryce Dolan (D),College of the Holy Cross,25,0,3,3,0.12,8,-3
1127,Zach Court (LW),University of Alaska-Anchorage,25,0,3,3,0.12,10,-9
1128,Derian Hamilton (D),Penn State University,26,0,3,3,0.12,6,10
1129,Carter Ekberg (D),Air Force Academy,27,0,3,3,0.11,8,-1
1130,Andrew Quetell (D),Army (U.S. Military Academy),28,0,3,3,0.11,6,-8
1131,Mark Cheremeta (LW),Boston University,29,0,3,3,0.10,8,-5
1132,Tyler Anderson (D),Lake Superior State University,29,0,3,3,0.10,22,-3
1133,Cory Thomas (D),University of Vermont,30,0,3,3,0.10,20,-2
1134,Cameron White (D),St. Lawrence University,30,0,3,3,0.10,22,-9
1135,Blake Gober (F),Penn State University,30,0,3,3,0.10,31,-4
1136,Jacob Olson (D),Harvard University,32,0,3,3,0.09,10,1
1137,Nate Clurman (D),University of Notre Dame,39,0,3,3,0.08,8,3
1138,Brian Williams (C),Colorado College,5,2,0,2,0.40,0,1
1139,Bobby Kaiser (RW),UMass,7,2,0,2,0.29,4,2
1140,Eddie Pavlini (F),St. Lawrence University,14,2,0,2,0.14,14,-1
1141,Cam Amantea (F),University of Alaska-Anchorage,14,2,0,2,0.14,40,-3
1142,Cody DePourcq (F),Bentley University,15,2,0,2,0.13,0,2
1143,Jack Doremus (C/W),University of Denver,19,2,0,2,0.11,8,-1
1144,Erkka Vänskä (F),College of the Holy Cross,22,2,0,2,0.09,2,2
1145,Yuki Miura (C/RW),Lake Superior State University,23,2,0,2,0.09,17,-3
1146,Tucker DeYoung (F),Army (U.S. Military Academy),25,2,0,2,0.08,2,0
1147,Matt Serratore (F),Air Force Academy,3,1,1,2,0.67,4,-4
1148,Stephen Kleysen (D),Niagara University,6,1,1,2,0.33,4,0
1149,Jared Cockrell (F),Colgate University,7,1,1,2,0.29,0,1
1150,Matthew Dawson (D),University of New Hampshire,8,1,1,2,0.25,2,0
1151,Max Sauvé (F),Penn State University,9,1,1,2,0.22,0,-3
1152,Nolan Aibel (F),Brown University,9,1,1,2,0.22,4,-1
1153,Andrew Best (F),Bentley University,10,1,1,2,0.20,2,3
1154,Dallas Comeau (W/C),University of Vermont,14,1,1,2,0.14,6,1
1155,Christian Simeone (F),Merrimack College,15,1,1,2,0.13,2,-4
1156,Kyle Mayhew (D),University of Denver,17,1,1,2,0.12,6,2
1157,Alec Semandel (D),Lake Superior State University,17,1,1,2,0.12,12,-4
1158,Matt Foley (D),Yale University,18,1,1,2,0.11,2,2
1159,Shane Bear (D),RPI (Rensselaer Polytech. Inst.),18,1,1,2,0.11,4,-9
1160,Alex Adams (F),Bemidji State University,19,1,1,2,0.11,2,-6
1161,Chase Ellingson (C/RW),University of Alaska-Fairbanks,19,1,1,2,0.11,6,-7
1162,Spencer Kryczka (C),Princeton University,20,1,1,2,0.10,8,-4
1163,Jesse Jacques (F),University of Minnesota-Duluth,21,1,1,2,0.10,6,1
1164,Kohei Sato (LW),University of New Hampshire,21,1,1,2,0.10,10,-3
1165,Nick Leivermann (D),University of Notre Dame,23,1,1,2,0.09,0,-1
1166,Zac Robbins (F),University of Connecticut,23,1,1,2,0.09,6,-10
1167,Andrew Lane (D),University of Alaska-Anchorage,23,1,1,2,0.09,12,-9
1168,Aaron McPheters (D),University of Alaska-Anchorage,23,1,1,2,0.09,22,-9
1169,Cole McBride (C),Merrimack College,24,1,1,2,0.08,14,-7
1170,Brett Jewell (RW),Yale University,24,1,1,2,0.08,16,0
1171,Ron Greco (F),Boston College,25,1,1,2,0.08,0,-6
1172,A.J. Villella (D),Northeastern University,25,1,1,2,0.08,6,-1
1173,Austin Goldstein (F),Northeastern University,25,1,1,2,0.08,6,0
1174,Jalen Schulz (D),University of Nebraska-Omaha,25,1,1,2,0.08,25,-6
1175,Christian Mohs (F),Miami University (Ohio),26,1,1,2,0.08,4,2
1176,Darian Romanko (C),University of Minnesota,27,1,1,2,0.07,10,-5
1177,Jonny Hill (D),Niagara University,28,1,1,2,0.07,16,-7
1178,Jason Smallidge (D),University of Nebraska-Omaha,28,1,1,2,0.07,46,-8
1179,Zach Yon (LW),University of North Dakota,29,1,1,2,0.07,6,-3
1180,Todd Kiilunen (D),Michigan Tech,29,1,1,2,0.07,20,-3
1181,Paul McAvoy (F),Colgate University,31,1,1,2,0.06,8,-6
1182,Ryan O'Connell (D),Ohio State University,31,1,1,2,0.06,10,2
1183,Matt Long (F),Canisius College,31,1,1,2,0.06,14,-9
1184,Tommy Parran (D),Ohio State University,34,1,1,2,0.06,29,4
1185,Liam Motley (F),Cornell University,35,1,1,2,0.06,10,-3
1186,Matt Quercia (C/LW),Boston University,36,1,1,2,0.06,28,-3
1187,Geoff Kitt (C),Mercyhurst University,37,1,1,2,0.05,12,-15
1188,Gabriel Chabot (RW/D),Boston University,38,1,1,2,0.05,6,-7
1189,Bailey Newton (D),University of Alabama-Huntsville,38,1,1,2,0.05,93,-18
1190,Jacob Tortora (LW),Boston College,4,0,2,2,0.50,4,0
1191,Jake Bunz (D),University of Wisconsin,5,0,2,2,0.40,0,-1
1192,Noah Jordan (RW),Miami University (Ohio),6,0,2,2,0.33,6,1
1193,Jake Wise (C/LW),Boston University,12,0,2,2,0.17,0,-7
1194,Ethan Stewart (F),Ferris State University,12,0,2,2,0.17,4,-7
1195,Max Harper (F),Air Force Academy,14,0,2,2,0.14,0,-3
1196,Matt Denman (D),University of Minnesota,14,0,2,2,0.14,0,1
1197,Coby Mack (D),Army (U.S. Military Academy),14,0,2,2,0.14,6,-4
1198,Matt Meier (F),Bowling Green State University,14,0,2,2,0.14,8,-2
1199,Max Balinson (D),Arizona State University,15,0,2,2,0.13,2,-2
1200,Mathew Harris (D),RPI (Rensselaer Polytech. Inst.),16,0,2,2,0.13,2,-4
1201,Croix Evingson (D),UMass-Lowell,16,0,2,2,0.13,4,-5
1202,Spencer Berry (D),RIT (Rochester Inst. of Tech.),17,0,2,2,0.12,4,1
1203,Devon Daniels (D),Mercyhurst University,17,0,2,2,0.12,10,-2
1204,Michael Schumacher (D),St. Lawrence University,18,0,2,2,0.11,2,-5
1205,Darby Gula (D),Bemidji State University,18,0,2,2,0.11,2,2
1206,Jamie Rome (F),Western Michigan University,19,0,2,2,0.11,35,5
1207,Zach Walker (RW),Boston College,22,0,2,2,0.09,2,-2
1208,Corey Moriarty (D),University of Vermont,23,0,2,2,0.09,4,-4
1209,Nolan Sawchuk (D),UMass-Lowell,23,0,2,2,0.09,12,2
1210,Alex Pernitsky (D),Colorado College,24,0,2,2,0.08,2,1
1211,Jarod Zirbel (F),University of Wisconsin,27,0,2,2,0.07,2,-5
1212,Justin Wells (D),Bowling Green State University,27,0,2,2,0.07,4,4
1213,Shawn Knowlton (F),Air Force Academy,28,0,2,2,0.07,8,-9
1214,Brendon Michaelian (D),Robert Morris University,28,0,2,2,0.07,25,-9
1215,Jeremy Germain (C/LW),Princeton University,29,0,2,2,0.07,4,-5
1216,Reid Yochim (D),Princeton University,31,0,2,2,0.06,12,1
1217,Dayne Finnson (D),University of Alabama-Huntsville,32,0,2,2,0.06,33,-7
1218,Christian Krygier (D),Michigan State University,33,0,2,2,0.06,24,-11
1219,Malcolm Hayes (D),University of Alaska-Anchorage,34,0,2,2,0.06,16,-15
1220,Robby Fosdick (D),Northern Michigan University,34,0,2,2,0.06,22,-8
1221,Brandon Watt (C),Robert Morris University,35,0,2,2,0.06,12,-7
1222,Luke McInnis (D),Boston College,35,0,2,2,0.06,30,-11
1223,Bray Crowder (D),Miami University (Ohio),36,0,2,2,0.06,24,-5
1224,Simon Butala (D),University of Maine,36,0,2,2,0.06,45,-12
1225,Hugo Blixt (D),Boston University,37,0,2,2,0.05,12,-2
1226,Nolan Schaeffer (D),Robert Morris University,37,0,2,2,0.05,31,-10
1227,Drew Lennon (D),University of Alabama-Huntsville,38,0,2,2,0.05,12,-14
1228,Michael Karow (D),Boston College,39,0,2,2,0.05,18,-3
1229,Ty Pochipinski (F),Colorado College,4,1,0,1,0.25,2,2
1230,Matus Spodniak (C/LW),American International College,5,1,0,1,0.20,0,3
1231,Brandon Schultz (C/LW),Northeastern University,6,1,0,1,0.17,2,0
1232,Alec Vanko (D),Minnesota State University (Mankato),6,1,0,1,0.17,4,0
1233,Jack Olmstead (C/LW/RW),University of Michigan,7,1,0,1,0.14,4,1
1234,Ben Allen (LW),University of Alabama-Huntsville,9,1,0,1,0.11,0,-3
1235,Joe Cipollone (C),University of New Hampshire,11,1,0,1,0.09,0,1
1236,Jake Gresh (D),University of Alaska-Fairbanks,11,1,0,1,0.09,2,1
1237,Chase Olsen (F),Merrimack College,12,1,0,1,0.08,0,1
1238,Tyr Thompson (C),University of Alabama-Huntsville,12,1,0,1,0.08,6,-4
1239,Jake Nielsen (F),St. Lawrence University,12,1,0,1,0.08,8,0
1240,David Keefer (RW),Michigan State University,14,1,0,1,0.07,2,-5
1241,August von Ungern-Sternberg Kuzara (F),Merrimack College,15,1,0,1,0.07,2,-6
1242,Jere Astrén (D),Clarkson University,16,1,0,1,0.06,8,5
1243,Yevgen Fadyeyev (F),Ohio State University,17,1,0,1,0.06,15,0
1244,Jared Nash (C),University of Alaska-Anchorage,18,1,0,1,0.06,6,-11
1245,Andrew Petrillo (D),University of Vermont,18,1,0,1,0.06,6,-1
1246,Jordan Fogarty (F),Princeton University,19,1,0,1,0.05,0,-4
1247,Evan Tschumi (C/W),Colgate University,19,1,0,1,0.05,23,-2
1248,Jan Stefka (F),American International College,20,1,0,1,0.05,6,2
1249,Joey Fallon (F),Princeton University,21,1,0,1,0.05,8,-3
1250,Alex Ambrosio (F),Lake Superior State University,22,1,0,1,0.05,12,0
1251,Aidan Girduckis (D),Robert Morris University,22,1,0,1,0.05,12,-1
1252,Zac Masson (RW),University of Alaska-Anchorage,22,1,0,1,0.05,16,-8
1253,Brendan Less (D),Dartmouth College,22,1,0,1,0.05,20,-3
1254,Bryson Traptow (F),RIT (Rochester Inst. of Tech.),23,1,0,1,0.04,14,-3
1255,Jackson Bales (C),Merrimack College,24,1,0,1,0.04,4,-7
1256,Cooper Watson (D),Michigan Tech,25,1,0,1,0.04,16,-5
1257,David Trinkberger (D),University of Alaska-Anchorage,26,1,0,1,0.04,26,-8
1258,Mark Logan (LW),RIT (Rochester Inst. of Tech.),28,1,0,1,0.04,37,0
1259,Marc Gatcomb (C/RW),University of Connecticut,31,1,0,1,0.03,4,-10
1260,Matt McArdle (D),Merrimack College,33,1,0,1,0.03,22,-14
1261,Shane Kavanagh (F),Providence College,35,1,0,1,0.03,14,2
1262,Christian Lloyd (D),Sacred Heart University,2,0,1,1,0.50,0,2
1263,David Giunta (D),Bentley University,2,0,1,1,0.50,0,0
1264,Colin Tonge (LW),Princeton University,2,0,1,1,0.50,0,1
1265,Blake Hayward (LW),Union College,3,0,1,1,0.33,4,2
1266,Cale List (D),UMass-Lowell,4,0,1,1,0.25,0,3
1267,Cameron Spicer (D),University of Maine,4,0,1,1,0.25,0,-1
1268,Zak Galambos (D),Minnesota State University (Mankato),4,0,1,1,0.25,0,0
1269,Sam Hesler (F),Dartmouth College,4,0,1,1,0.25,2,-2
1270,Sam Kauppila (F),Bentley University,5,0,1,1,0.20,0,-1
1271,Mel Melconian (C),Sacred Heart University,6,0,1,1,0.17,0,1
1272,Mark Dufour (RW),Union College,7,0,1,1,0.14,0,0
1273,Shane Bednard (C),Bowling Green State University,7,0,1,1,0.14,2,1
1274,Paul Cotter (C/W),Western Michigan University,8,0,1,1,0.13,2,-5
1275,Will Conley (F),College of the Holy Cross,9,0,1,1,0.11,0,-3
1276,Will D'Orsi (C),Yale University,9,0,1,1,0.11,0,0
1277,Jarod Hilderman (D),University of Minnesota-Duluth,9,0,1,1,0.11,2,-6
1278,Kyle Johnson (F),Yale University,10,0,1,1,0.10,0,1
1279,Oskar Strömberg (D),American International College,11,0,1,1,0.09,0,-1
1280,Owen Guy (C),Lake Superior State University,12,0,1,1,0.08,0,-7
1281,Jake Smith (F),Michigan State University,12,0,1,1,0.08,0,-1
1282,Joseph Maguire (D),Brown University,12,0,1,1,0.08,2,-4
1283,Matthew Doran (D),University of Alaska-Fairbanks,12,0,1,1,0.08,4,-2
1284,Simon Lööf (D),Merrimack College,12,0,1,1,0.08,6,-3
1285,Jordan Muzzillo (D),University of Alaska-Fairbanks,13,0,1,1,0.08,2,-5
1286,Jared Resseguie (F),University of Denver,13,0,1,1,0.08,5,-1
1287,Carson Musser (D),Bowling Green State University,13,0,1,1,0.08,6,3
1288,Connor Brown-Maloski (F),Bemidji State University,14,0,1,1,0.07,4,-2
1289,Sami Pharaon (D),Princeton University,15,0,1,1,0.07,4,-7
1290,Cole Pickup (F),University of Nebraska-Omaha,16,0,1,1,0.06,17,-3
1291,Jamie Collins (F),Clarkson University,17,0,1,1,0.06,0,5
1292,Michael Ufberg (D),Princeton University,17,0,1,1,0.06,2,-4
1293,Joseph Campolieto (D),Union College,17,0,1,1,0.06,10,3
1294,Sean Comrie (D),University of Denver,18,0,1,1,0.06,4,-1
1295,Nick Quillan (D),Colgate University,19,0,1,1,0.05,8,-6
1296,Collin Peters (F),Ohio State University,19,0,1,1,0.05,12,-1
1297,Ross Craig (D),Colgate University,20,0,1,1,0.05,2,2
1298,Matt Thomson (LW),Northeastern University,20,0,1,1,0.05,4,-1
1299,Will Scherer (D),Brown University,22,0,1,1,0.05,0,-1
1300,Jack Randl (LW),University of Michigan,22,0,1,1,0.05,0,-2
1301,Cody Fleckenstein (D),Army (U.S. Military Academy),22,0,1,1,0.05,8,-10
1302,Chris Makowski (F),Mercyhurst University,22,0,1,1,0.05,12,-1
1303,Lawson McDonald (D),University of Nebraska-Omaha,26,0,1,1,0.04,2,-7
1304,Ryan Sidorski (D),Union College,26,0,1,1,0.04,14,3
1305,Andrew Sinard (D),Miami University (Ohio),27,0,1,1,0.04,8,-3
1306,Jack Weiss (D),University of Alaska-Fairbanks,28,0,1,1,0.04,41,-6
1307,Tommy Lee (F),RPI (Rensselaer Polytech. Inst.),29,0,1,1,0.03,14,-4
1308,Adam Baughman (D),Harvard University,29,0,1,1,0.03,21,-5
1309,T.J. Polglaze (F),Michigan Tech,30,0,1,1,0.03,27,-1
1310,Jonathan O'Hara (D),Mercyhurst University,32,0,1,1,0.03,2,-1
1311,Keegan Mantaro (D),Air Force Academy,32,0,1,1,0.03,10,-4
1312,Nolan Nicholas (D),University of Alaska-Anchorage,33,0,1,1,0.03,25,-25
1313,Dorian Dawson (D),Brown University,34,0,1,1,0.03,16,-6
1314,Quinn Wichers (D),Mercyhurst University,35,0,1,1,0.03,32,-4
1315,Tommy Muck (D),Bemidji State University,36,0,1,1,0.03,4,-3
1316,A.J. Vanderbeck (RW),Ohio State University,0,0,0,0,0.00,0,0
1317,Bennet Vida (D),Lake Superior State University,0,0,0,0,0.00,0,0
1318,Ryan Bliss (D),UMass,0,0,0,0,0.00,0,0
1319,Andrew Dumaresque (C),College of the Holy Cross,0,0,0,0,0.00,0,0
1320,Thomas Aldworth (RW/C),University of Vermont,0,0,0,0,0.00,0,0
1321,Jordan Klehr (D),University of Nebraska-Omaha,0,0,0,0,0.00,0,0
1322,Tyler Anderson (D),St. Cloud State University,0,0,0,0,0.00,0,0
1323,J.M. Piotrowski (F),Yale University,0,0,0,0,0.00,0,0
1324,Neil Doef (LW),Princeton University,0,0,0,0,0.00,0,0
1325,Sean King (RW),Niagara University,0,0,0,0,0.00,0,0
1326,Merritt Oszytko (F),RIT (Rochester Inst. of Tech.),0,0,0,0,0.00,0,0
1327,Felix Holmberg (C/RW),University of Notre Dame,0,0,0,0,0.00,0,0
1328,Guus van Nes (LW/RW),Quinnipiac University,0,0,0,0,0.00,0,0
1329,Jack Billings (RW),Niagara University,0,0,0,0,0.00,0,0
1330,Gage Mackie (F),Arizona State University,0,0,0,0,0.00,0,0
1331,Kyle Koopman (D),Providence College,0,0,0,0,0.00,0,0
1332,Michael Rounds (D),Ohio State University,0,0,0,0,0.00,0,0
1333,Christian LeSueur (RW),Dartmouth College,0,0,0,0,0.00,0,0
1334,Jackson Ross (D),Colorado College,0,0,0,0,0.00,0,0
1335,Eric Otto (F),American International College,0,0,0,0,0.00,0,0
1336,Zimeng Chen (D),University of Alabama-Huntsville,0,0,0,0,0.00,0,0
1337,Luke Perunovich (D),Providence College,0,0,0,0,0.00,0,0
1338,Luke Harrington (F),Brown University,0,0,0,0,0.00,0,0
1339,Brett Heikkila (F),Northern Michigan University,0,0,0,0,0.00,0,0
1340,Tanner Lomsnes (F/D),Niagara University,0,0,0,0,0.00,0,0
1341,Nick Azar (D),Harvard University,0,0,0,0,0.00,0,0
1342,Charlie Raith (D),University of Notre Dame,0,0,0,0,0.00,0,0
1343,Filip Engarås (C/RW),University of New Hampshire,0,0,0,0,0.00,0,0
1344,Sam Rennaker (C),University of Maine,0,0,0,0,0.00,0,0
1345,Josh Allan (D),Sacred Heart University,0,0,0,0,0.00,0,0
1346,Dana Engram (C),St. Lawrence University,0,0,0,0,0.00,0,0
1347,D.J. Petruzzelli (F),Quinnipiac University,0,0,0,0,0.00,0,0
1348,Bailey Conger (C/RW),Colorado College,0,0,0,0,0.00,0,0
1349,Griff Jeszka (F),Merrimack College,0,0,0,0,0.00,0,0
1350,Michael Bigelbach (D),Minnesota State University (Mankato),0,0,0,0,0.00,0,0
1351,Kamil Sadlocha (C),Ohio State University,0,0,0,0,0.00,0,0
1352,Rylan Yaremko (D/RW),Northern Michigan University,0,0,0,0,0.00,0,0
1353,Riley Simpson (RW/C),Arizona State University,0,0,0,0,0.00,0,0
1354,Ryan Papa (LW),American International College,0,0,0,0,0.00,0,0
1355,Erik Urbank (RW),Dartmouth College,0,0,0,0,0.00,0,0
1356,Peter Zhong (LW),Arizona State University,0,0,0,0,0.00,0,0
1357,Andong Song (D),Cornell University,0,0,0,0,0.00,0,0
1358,Mitchell Perrault (F),Harvard University,0,0,0,0,0.00,0,0
1359,Ryan Solomon (D),Northeastern University,0,0,0,0,0.00,0,0
1360,Anthony Scarsella (D),Michigan State University,0,0,0,0,0.00,0,0
1361,Mitchell Oliver (D),Lake Superior State University,0,0,0,0,0.00,0,0
1362,Grant Frederic (D),Miami University (Ohio),1,0,0,0,0.00,0,-1
1363,Mikael Hakkarainen (C),Providence College,1,0,0,0,0.00,0,0
1364,Ben DiMaio (D),Dartmouth College,1,0,0,0,0.00,0,0
1365,Cullen Munson (C),University of Minnesota,1,0,0,0,0.00,0,0
1366,Michael Dill (F),UMass-Lowell,1,0,0,0,0.00,0,0
1367,John Wojciechowski (C),University of Connecticut,1,0,0,0,0.00,0,0
1368,Conner Wynne (D),Brown University,1,0,0,0,0.00,0,0
1369,Ryan Orgel (D),University of Denver,1,0,0,0,0.00,0,0
1370,Ian Johnston (LW),Lake Superior State University,1,0,0,0,0.00,0,-1
1371,Trevor St. Jean (F),Bowling Green State University,1,0,0,0,0.00,0,0
1372,Jake Gingell (D),University of Michigan,1,0,0,0,0.00,0,0
1373,Ben Foley (D),Harvard University,1,0,0,0,0.00,0,0
1374,Drew Blackmun (F),Northeastern University,1,0,0,0,0.00,0,0
1375,Brian Matthews (D),Yale University,1,0,0,0,0.00,0,-1
1376,Ryan Schwalbe (C),Minnesota State University (Mankato),1,0,0,0,0.00,2,-1
1377,Teddy Rotenberger (D),University of Alabama-Huntsville,1,0,0,0,0.00,2,-2
1378,Keith Burchett (F),UMass-Lowell,2,0,0,0,0.00,0,-2
1379,Aiden Beck (F),Robert Morris University,2,0,0,0,0.00,0,-1
1380,Alex Carlson (D),Mercyhurst University,2,0,0,0,0.00,0,0
1381,Cameron Ginnetti (D),Clarkson University,2,0,0,0,0.00,0,0
1382,Matthew Acciaioli (D),Northern Michigan University,2,0,0,0,0.00,0,0
1383,Derek Osik (C),UMass-Lowell,2,0,0,0,0.00,0,0
1384,Cole Paskus (F),UMass-Lowell,2,0,0,0,0.00,0,0
1385,Hunter Fargey (RW),Sacred Heart University,2,0,0,0,0.00,0,0
1386,Christian Meike (D),University of Michigan,2,0,0,0,0.00,0,-1
1387,Will Hammer (F),St. Cloud State University,2,0,0,0,0.00,0,-1
1388,Derek Hamelin (D),Canisius College,2,0,0,0,0.00,2,0
1389,Jake Rosenbaum (D),University of Minnesota-Duluth,2,0,0,0,0.00,2,-2
1390,Tyrell Buckley (D),Michigan Tech,2,0,0,0,0.00,4,1
1391,Marcus Chorney (D),Quinnipiac University,3,0,0,0,0.00,0,1
1392,Edward Lindelöw (C),University of Maine,3,0,0,0,0.00,0,-1
1393,Gianluca Esteves (F),Michigan State University,3,0,0,0,0.00,0,-2
1394,Jack Rowe (F),Arizona State University,3,0,0,0,0.00,0,0
1395,Connor Stuart (D/F),Arizona State University,3,0,0,0,0.00,0,0
1396,Chaz Switzer (D),Miami University (Ohio),3,0,0,0,0.00,2,0
1397,Lukas Samuelsson (F),Western Michigan University,3,0,0,0,0.00,4,0
1398,Matt Jennings (C),Ohio State University,4,0,0,0,0.00,0,0
1399,Joey Marooney (RW),University of Minnesota,4,0,0,0,0.00,0,0
1400,Jonathan Barry (D),Providence College,4,0,0,0,0.00,0,0
