ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
363,Artem Shlaine (C),University of Connecticut,36,7,10,17,0.47,6,2
364,Anthony Del Gaizo (LW/C),UMass,36,7,10,17,0.47,12,2
365,Ethan Phillips (C/RW),Boston University,28,6,11,17,0.61,12,4
366,Liam MacDougall (C/W),Ferris State University,35,6,11,17,0.49,49,-4
367,Matt Kessel (D),UMass,37,6,11,17,0.46,22,9
368,Guus van Nes (LW/RW),Quinnipiac University,37,6,11,17,0.46,26,13
369,Tarek Baker (LW),University of Wisconsin,27,5,12,17,0.63,38,-4
370,Mark Senden (C/LW),University of North Dakota,34,5,12,17,0.50,16,1
371,Solag Bakich (F),University of Notre Dame,35,5,12,17,0.49,32,12
372,Brett Thorne (D),Michigan Tech,37,5,12,17,0.46,31,6
373,Jake Stevens (D),Long Island University,34,4,13,17,0.50,19,-7
374,Chris Harpur (D),Niagara University,35,3,14,17,0.49,39,-21
375,Jack Peart (D),St. Cloud State University,32,2,15,17,0.53,24,5
376,Jacob Truscott (D),University of Michigan,40,2,15,17,0.43,31,28
377,Owen Gallatin (D),University of Minnesota-Duluth,42,2,15,17,0.40,22,18
378,Jack McNeely (D),Minnesota State University (Mankato),44,2,15,17,0.39,18,35
379,Nick Austin (D),UMass-Lowell,35,1,16,17,0.49,16,3
380,Tristan Ashbrook (C/RW),Michigan Tech,37,11,5,16,0.43,8,4
381,Dylan Peterson (C/RW),Boston University,29,10,6,16,0.55,18,3
382,Alex Frye (C),Northern Michigan University,33,10,6,16,0.48,31,5
383,Liam Devlin (F),University of New Hampshire,34,9,7,16,0.47,35,0
384,Jordan Timmons (F),Long Island University,29,8,8,16,0.55,33,3
385,Ross Armour (C/RW),Bemidji State University,34,8,8,16,0.47,18,-5
386,Philip Lagunov (C),University of Vermont,35,8,8,16,0.46,10,-9
387,Ricky Lyle (LW),Army (U.S. Military Academy),35,8,8,16,0.46,16,-2
388,Dennis Cesana (D),Michigan State University,36,8,8,16,0.44,14,-8
389,Gustaf Westlund (C/W),Ohio State University,37,8,8,16,0.43,38,-5
390,Grant Hebert (C),University of Maine,29,7,9,16,0.55,35,-2
391,Gueorgui Feduolov (F),Mercyhurst University,36,7,9,16,0.44,8,-4
392,Aaron Huglen (W/C),University of Minnesota,37,7,9,16,0.43,14,13
393,Kamil Sadlocha (C),Ohio State University,37,7,9,16,0.43,25,7
394,Pierce Crawford (F),Mercyhurst University,38,7,9,16,0.42,50,-4
395,Jack Hughes (C),Northeastern University,39,7,9,16,0.41,28,-2
396,Cade Townend (D),Mercyhurst University,39,7,9,16,0.41,37,-6
397,Matthew Gleason (C),Colorado College,28,6,10,16,0.57,2,-12
398,Colton Huard (D),University of New Hampshire,28,6,10,16,0.57,6,-1
399,Spencer Kersten (RW/LW),Princeton University,31,6,10,16,0.52,14,-10
400,Vincent De Mey (F),Northern Michigan University,35,6,10,16,0.46,12,-7
401,Andrius Kulbis-Marino (D),Sacred Heart University,35,6,10,16,0.46,17,3
402,Red Savage (C),Miami University (Ohio),35,6,10,16,0.46,43,-10
403,Luke Rowe (D),Air Force Academy,35,6,10,16,0.46,54,-1
404,Kevin O'Neil (RW/LW),University of Connecticut,36,6,10,16,0.44,16,7
405,Jack Adams (RW/C),University of Notre Dame,38,6,10,16,0.42,8,6
406,Jayden Lee (D),Quinnipiac University,42,6,10,16,0.38,2,21
407,Christiano Versich (RW),University of St. Thomas,31,5,11,16,0.52,8,-15
408,Ty Gallagher (D),Boston University,34,5,11,16,0.47,35,6
409,Jacob Nordqvist (D),Lake Superior State University,36,5,11,16,0.44,24,2
410,Chaz Smedsrud (LW),Union College,37,5,11,16,0.43,10,-3
411,Anthony Callin (RW/D),Clarkson University,21,4,12,16,0.76,2,4
412,David Jankowski (C/RW),St. Lawrence University,33,4,12,16,0.48,16,0
413,Tyler Watkins (F),Union College,34,4,12,16,0.47,4,-5
414,Zach Vinnell (D/LW),Merrimack College,35,4,12,16,0.46,12,0
415,Cole McWard (D),Ohio State University,36,4,12,16,0.44,2,13
416,Arvid Caderoth (C/RW),Michigan Tech,37,4,12,16,0.43,27,-4
417,Ethan Manderville (C),Colgate University,39,4,12,16,0.41,6,4
418,Travis Mitchell (D),Cornell University,32,3,13,16,0.50,40,14
419,Jackson Decker (D),Canisius College,35,3,13,16,0.46,28,4
420,Justin Lee (D),University of Denver,38,3,13,16,0.42,30,23
421,Andy Carroll (D),Minnesota State University (Mankato),43,3,13,16,0.37,4,28
422,David Breazeale (D),University of Maine,33,2,14,16,0.48,8,2
423,David Melaragni (D),Canisius College,35,2,14,16,0.46,41,14
424,Chase Blackmun (D),University of Notre Dame,40,2,14,16,0.40,22,2
425,Jake Johnson (D),RPI (Rensselaer Polytech. Inst.),40,2,14,16,0.40,26,5
426,Seamus Donohue (D),St. Cloud State University,35,1,15,16,0.46,30,1
427,Adam Karashik (D),University of Notre Dame,40,1,15,16,0.40,26,15
428,Tyler Paquette (RW/C),Penn State University,36,11,4,15,0.42,6,0
429,Carter Turnbull (RW/C),University of Connecticut,36,11,4,15,0.42,22,2
430,Tate Singleton (C),Ohio State University,37,10,5,15,0.41,28,-2
431,Ben Poisson (F),University of Maine,32,9,6,15,0.47,6,-4
432,Ethan Frisch (D),University of North Dakota,36,9,6,15,0.42,16,0
433,Walker Sommer (C),Niagara University,29,8,7,15,0.52,6,-5
434,Luke Manning (C/W),University of St. Thomas,36,8,7,15,0.42,12,-22
435,Luke Grainger (RW/C),Western Michigan University,39,8,7,15,0.38,12,-2
436,Hunter Strand (C),University of Notre Dame,40,8,7,15,0.38,8,10
437,Alex Gaffney (C),Harvard University,32,7,8,15,0.47,16,8
438,Grant Cruikshank (C/LW),University of Minnesota,33,7,8,15,0.45,0,8
439,Connor Sodergren (F),UMass-Lowell,35,7,8,15,0.43,24,6
440,Josh Nodler (C/RW),Michigan State University,36,7,8,15,0.42,4,-9
441,Chris Van Os-Shaw (LW),American International College,36,7,8,15,0.42,41,1
442,Nolan Moyle (C/RW),University of Michigan,36,7,8,15,0.42,49,11
443,Tristan Crozier (F),Brown University,26,6,9,15,0.58,23,-4
444,Jonny Evans (F),University of Connecticut,34,6,9,15,0.44,14,-11
445,Brett Abdelnour (LW),Army (U.S. Military Academy),34,6,9,15,0.44,21,-11
446,John Beecher (C/LW),University of Michigan,34,6,9,15,0.44,41,3
447,Jacques Bouquot (C/LW),University of Vermont,35,6,9,15,0.43,12,-2
448,Lucas Mercuri (C/RW),UMass,36,6,9,15,0.42,18,1
449,Pierson Brandon (D),Colgate University,37,6,9,15,0.41,18,1
450,Cody Monds (RW/C),Providence College,32,5,10,15,0.47,8,6
451,Lucas Vanroboys (C/RW),Bentley University,34,5,10,15,0.44,84,4
452,Zac Herrmann (D),Niagara University,36,5,10,15,0.42,28,-19
453,Jack Gorniak (LW/C),University of Wisconsin,37,5,10,15,0.41,14,-19
454,Connor McMenamin (LW),Penn State University,38,5,10,15,0.39,25,9
455,Will Zmolek (D),Bemidji State University,38,5,10,15,0.39,26,0
456,Griffin Mendel (D),Quinnipiac University,42,5,10,15,0.36,14,18
457,Nicklas Andrews (D),Colorado College,33,4,11,15,0.45,8,-8
458,Matt Jennings (C),University of St. Thomas,35,4,11,15,0.43,24,-26
459,Tim Theocharidis (D),Arizona State University,35,4,11,15,0.43,39,2
460,Andrew DeCarlo (F),Air Force Academy,36,4,11,15,0.42,20,-1
461,Josh McDougall (D),Mercyhurst University,39,3,12,15,0.38,2,-12
462,Marshal Plunkett (D),Army (U.S. Military Academy),33,2,13,15,0.45,6,-3
463,Ian Moore (D),Harvard University,35,2,13,15,0.43,10,16
464,Christian Berger (D),Penn State University,38,2,13,15,0.39,6,-3
465,Anthony Baxter (D),RPI (Rensselaer Polytech. Inst.),41,2,13,15,0.37,40,-4
466,Chris Jandric (D),University of North Dakota,38,1,14,15,0.39,39,10
467,Tyler Coffey (F),Colorado College,29,10,4,14,0.48,6,-9
468,Sam Craggs (LW),Bowling Green State University,37,9,5,14,0.38,80,-4
469,Carson Bantle (LW/RW),University of Wisconsin,27,8,6,14,0.52,28,-3
470,Kyle Penney (C),Cornell University,32,8,6,14,0.44,8,3
471,Josh Kosack (RW),Union College,37,8,6,14,0.38,12,-11
472,Ryan Miotto (F),Canisius College,32,7,7,14,0.44,12,4
473,Dustin Manz (C/RW),Lake Superior State University,34,7,7,14,0.41,10,-7
474,John Keranen (F),Army (U.S. Military Academy),35,7,7,14,0.40,24,-12
475,Travis Treloar (C),Ohio State University,36,7,7,14,0.39,4,1
476,Grady Hobbs (RW/LW),RIT (Rochester Inst. of Tech.),38,7,7,14,0.37,14,0
477,Alec Broetzman (LW),Michigan Tech,29,6,8,14,0.48,25,5
478,Chris Grando (LW),Arizona State University,30,6,8,14,0.47,24,-6
479,Jack Jensen (LW),Arizona State University,32,6,8,14,0.44,38,-5
480,Julius Janhonen (C),American International College,33,6,8,14,0.42,4,4
481,Jake Willets (D),Lake Superior State University,35,6,8,14,0.40,32,-2
482,Nick Bruce (F),RIT (Rochester Inst. of Tech.),36,6,8,14,0.39,31,1
483,McKade Webster (LW),University of Denver,39,6,8,14,0.36,19,13
484,Jimmy Lambert (RW/C),University of Michigan,39,6,8,14,0.36,42,9
485,Arnaud Vachon (C),Colgate University,40,6,8,14,0.35,55,-10
486,Noah Kane (C),Mercyhurst University,26,5,9,14,0.54,8,-6
487,Case McCarthy (D),Boston University,26,5,9,14,0.54,20,-2
488,Ben Meehan (D),UMass-Lowell,33,5,9,14,0.42,54,8
489,Jakub Sirota (D),University of Maine,26,4,10,14,0.54,10,0
490,Aleksi Peltonen (F),St. Lawrence University,27,4,10,14,0.52,0,-2
491,Ian Pierce (D),Dartmouth College,31,4,10,14,0.45,25,-5
492,Robbie Stucker (D),University of Vermont,34,4,10,14,0.41,12,-24
493,Sean Dhooghe (RW),Arizona State University,34,4,10,14,0.41,28,0
494,Joseph Nardi (C/LW),Northern Michigan University,21,3,11,14,0.67,2,-9
495,Stepan Pokorny (F),Ferris State University,31,3,11,14,0.45,16,-13
496,Jayden Struble (D),Northeastern University,34,3,11,14,0.41,65,15
497,Nash Nienhuis (D),Michigan State University,36,3,11,14,0.39,6,-7
498,Mike Koster (D),University of Minnesota,36,3,11,14,0.39,10,15
499,Guillaume Richard (D),Providence College,36,3,11,14,0.39,26,18
500,Michael Callahan (D),Providence College,38,3,11,14,0.37,16,6
501,Benton Maass (D),Minnesota State University (Mankato),42,3,11,14,0.33,14,20
502,Brock Faber (D),University of Minnesota,32,2,12,14,0.44,12,8
503,Matt Miller (RW),University of Nebraska-Omaha,30,10,3,13,0.43,14,4
504,Michael Maloney (F),Brown University,31,10,3,13,0.42,18,-18
505,Marshall Moise (F),Ferris State University,34,10,3,13,0.38,50,-13
506,Tanner Laderoute (RW/C),University of Minnesota-Duluth,38,10,3,13,0.34,10,-3
507,Paul Washe (C),Western Michigan University,19,8,5,13,0.68,12,6
508,Ty Mueller (C),University of Nebraska-Omaha,24,8,5,13,0.54,2,-7
509,Ian Carpentier (C),Yale University,26,8,5,13,0.50,23,1
510,Joseph Dunlap (RW/C),Ohio State University,32,7,6,13,0.41,28,8
511,Johnny Walker (RW),Arizona State University,23,6,7,13,0.57,18,0
512,Jordan Biro (C),Colorado College,35,6,7,13,0.37,4,-8
513,Mason Nevers (C),University of Minnesota,38,6,7,13,0.34,0,7
514,Keenan Suthers (LW),University of Maine,30,5,8,13,0.43,23,-2
515,Ethan Stewart (F),Ferris State University,30,5,8,13,0.43,23,-8
516,Adam Robbins (F),Princeton University,31,5,8,13,0.42,2,-9
517,Mark Cheremeta (LW),Ohio State University,33,5,8,13,0.39,8,15
518,Nolan Welsh (F),Long Island University,33,5,8,13,0.39,12,-18
519,Cameron Recchi (C/LW),University of St. Thomas,35,5,8,13,0.37,14,-34
520,Logan Drevitch (LW),Merrimack College,35,5,8,13,0.37,18,-10
521,Marshall Rifai (D),Harvard University,35,5,8,13,0.37,20,23
522,Ryland Mosley (LW/RW),Michigan Tech,36,5,8,13,0.36,18,-4
523,Alex DiPaolo (LW),Colgate University,31,4,9,13,0.42,33,9
524,Philippe Chapleau (D),St. Lawrence University,36,4,9,13,0.36,2,2
525,Jordan Power (D),Clarkson University,36,4,9,13,0.36,28,9
526,John Beaton (C),RPI (Rensselaer Polytech. Inst.),41,4,9,13,0.32,8,-8
527,Chase McLane (C/RW),Penn State University,30,3,10,13,0.43,22,0
528,Luke Krys (D),Brown University,31,3,10,13,0.42,38,-30
529,Nick Boyagian (F),Sacred Heart University,34,3,10,13,0.38,2,-14
530,Andrew Lucas (D),University of Vermont,34,3,10,13,0.38,8,-5
531,Harrison Rees (D),University of Connecticut,36,3,10,13,0.36,10,12
532,Bo Hanson (D),Northern Michigan University,36,3,10,13,0.36,29,9
533,Owen Norton (D),Mercyhurst University,36,3,10,13,0.36,52,-8
534,Ryan Richardson (LW),Clarkson University,37,3,10,13,0.35,43,5
535,Aaron Bohlinger (D),UMass,28,2,11,13,0.46,4,3
536,Aidan Fulp (D),Western Michigan University,34,2,11,13,0.38,38,8
537,Aiden Hansen-Bukata (D),RIT (Rochester Inst. of Tech.),38,2,11,13,0.34,10,4
538,Elliott McDermott (D),Colgate University,40,2,11,13,0.33,22,9
539,Brendon Michaelian (D),Ferris State University,34,1,12,13,0.38,10,-5
540,T.J. Lloyd (D),Bowling Green State University,35,1,12,13,0.37,20,-5
541,Eric Parker (D),Bowling Green State University,37,1,12,13,0.35,2,-7
542,Jake Boltmann (D),University of Notre Dame,40,1,12,13,0.33,28,5
543,Ryan Savage (RW),Miami University (Ohio),30,9,3,12,0.40,16,-7
544,Todd Goehring (F),Sacred Heart University,36,9,3,12,0.33,10,-4
545,Tyler Gratton (RW),Penn State University,37,9,3,12,0.32,24,-4
546,Max Dorrington (RW/LW),St. Lawrence University,32,8,4,12,0.38,47,-8
547,Robert Cronin (F),University of New Hampshire,30,7,5,12,0.40,16,-5
548,Kyler Grundy (F),University of St. Thomas,31,7,5,12,0.39,14,-17
549,Grant Loven (C),University of St. Thomas,35,7,5,12,0.34,18,-18
550,Shane Sellar (F),RPI (Rensselaer Polytech. Inst.),39,7,5,12,0.31,10,-4
551,Matt Hubbarde (C),Dartmouth College,22,6,6,12,0.55,4,-6
552,Joe Cassetti (C/LW),Miami University (Ohio),25,6,6,12,0.48,19,-6
553,Danny Pearson (F),Bentley University,27,6,6,12,0.44,17,4
554,Patrick Guzzo (C),Ohio State University,31,6,6,12,0.39,16,9
555,Marko Reifenberger (C),Mercyhurst University,32,6,6,12,0.38,21,4
556,Zakary Karpa (C/LW),Harvard University,33,6,6,12,0.36,6,9
557,Casey Carreau (C),Boston College,36,6,6,12,0.33,21,-10
558,Luka Maver (C),American International College,38,6,6,12,0.32,16,0
559,Wyatt Aamodt (D),Minnesota State University (Mankato),41,6,6,12,0.29,33,21
560,Garrett Van Wyhe (C),University of Michigan,42,6,6,12,0.29,42,0
561,Chase Dubois (F),University of Alaska-Fairbanks,26,5,7,12,0.46,2,-8
562,Luke Orysiuk (D),Bentley University,26,5,7,12,0.46,24,-1
563,Anthony Vincent (RW/C),College of the Holy Cross,31,5,7,12,0.39,21,0
564,Kohei Sato (LW),Bentley University,31,5,7,12,0.39,26,-8
565,Clayton Phillips (D),Penn State University,32,5,7,12,0.38,16,12
566,Roman Ahcan (LW/C),University of Wisconsin,34,5,7,12,0.35,99,-12
567,Ross Mitton (RW/LW),Colgate University,35,5,7,12,0.34,0,-9
568,Matt Koopman (C/LW),Providence College,35,5,7,12,0.34,2,2
569,William Lemay (C/LW),University of Vermont,35,5,7,12,0.34,2,-11
570,Kirby Proctor (D),University of Nebraska-Omaha,37,5,7,12,0.32,20,8
571,Christian Sarlo (F),Penn State University,38,5,7,12,0.32,16,-4
572,Jack Perbix (RW/D),University of Minnesota,38,5,7,12,0.32,18,2
573,Jeffrey Stewart (LW),Colgate University,40,5,7,12,0.30,41,-2
574,Mickey Burns (LW),Mercyhurst University,23,4,8,12,0.52,2,2
575,Jacob Schmidt-Svejstrup (RW),University of Maine,28,4,8,12,0.43,8,-1
576,Mitchel Deelstra (LW/C),Ferris State University,28,4,8,12,0.43,22,-6
577,Harrison Israels (C),University of Alaska-Fairbanks,29,4,8,12,0.41,14,6
578,Cole Donhauser (C/W),Yale University,30,4,8,12,0.40,43,-3
579,Blake Evennou (D),Ferris State University,36,4,8,12,0.33,28,-14
580,Matt DeMelis (F),Northeastern University,39,4,8,12,0.31,2,6
581,Josh Groll (C/LW),Minnesota State University (Mankato),40,4,8,12,0.30,4,12
582,Griffin Loughran (F),Michigan State University,22,3,9,12,0.55,34,-8
583,Mitch Machlitt (C),Army (U.S. Military Academy),26,3,9,12,0.46,4,-7
584,Briggs Gammill (F),Yale University,27,3,9,12,0.44,18,-9
585,Joey Musa (F),Dartmouth College,31,3,9,12,0.39,12,-5
586,Geoff Kitt (C),Mercyhurst University,35,3,9,12,0.34,6,-2
587,Michael Mancinelli (C),Arizona State University,30,2,10,12,0.40,6,-9
588,Christian O'Neill (C),Princeton University,30,2,10,12,0.40,27,-4
589,Riley Hughes (RW),Northeastern University,31,2,10,12,0.39,16,3
590,Kristóf Papp (C),Michigan State University,34,2,10,12,0.35,8,-13
591,John Gelatt (F),College of the Holy Cross,36,2,10,12,0.33,8,-4
592,Samuli Niinisaari (D),Brown University,29,1,11,12,0.41,10,-5
593,Danny Weight (C),Colorado College,32,1,11,12,0.38,41,-5
594,Bryan Yoon (D),Colorado College,36,1,11,12,0.33,10,1
595,Kalle Eriksson (D),University of New Hampshire,32,0,12,12,0.38,12,-21
596,Jack Donato (F),Harvard University,34,8,3,11,0.32,6,3
597,P.J. Marrocco (F),Long Island University,32,7,4,11,0.34,19,-7
598,Jesse Jacques (F),University of Minnesota-Duluth,42,7,4,11,0.26,16,6
599,Adam Dawe (RW/C),University of Maine,28,6,5,11,0.39,21,-11
600,Ryan O'Reilly (W/C),Arizona State University,31,6,5,11,0.35,4,-9
601,Jeff Losurdo (F),Dartmouth College,31,6,5,11,0.35,16,-9
602,Max Kaufman (F),Boston University,34,6,5,11,0.32,12,5
603,Tristan Broz (C/LW),University of Minnesota,36,6,5,11,0.31,10,5
604,Andrew Rinaldi (LW),RIT (Rochester Inst. of Tech.),37,6,5,11,0.30,39,-8
605,Kevin Lombardi (RW/LW),Sacred Heart University,18,5,6,11,0.61,6,8
606,Kaleb Ergang (RW),Ferris State University,21,5,6,11,0.52,17,4
607,Benito Posa (F),Lake Superior State University,26,5,6,11,0.42,24,-1
608,Lars Christian Rødne (LW),Niagara University,30,5,6,11,0.37,4,-9
609,Logan Cockerill (LW/RW),Boston University,30,5,6,11,0.37,8,-4
610,William Zapernick (C/RW),University of Vermont,32,5,6,11,0.34,12,-4
611,Jake Witkowski (F),Canisius College,32,5,6,11,0.34,14,6
612,Jimmy Glynn (F),University of Nebraska-Omaha,33,5,6,11,0.33,29,5
613,Brian Hawkinson (RW),Colorado College,35,5,6,11,0.31,10,-5
614,Baker Shore (RW),Harvard University,35,5,6,11,0.31,22,3
615,David Gucciardi (D),Michigan State University,36,5,6,11,0.31,22,-15
616,Chase Yoder (C/W),Providence College,38,5,6,11,0.29,14,3
617,Demetrios Koumontzis (LW/D),Arizona State University,23,4,7,11,0.48,18,7
618,Nik Allain (F),Yale University,28,4,7,11,0.39,73,2
619,Pito Walton (D),Princeton University,31,4,7,11,0.35,18,-19
620,Nick Capone (RW),University of Connecticut,31,4,7,11,0.35,28,0
621,Carson Musser (D),Long Island University,31,4,7,11,0.35,36,-11
622,Nolan Renwick (RW/LW),University of Maine,33,4,7,11,0.33,14,-14
623,Harrison Scott (C/LW),Bentley University,33,4,7,11,0.33,22,1
624,Brendan Hamblet (F),Bentley University,35,4,7,11,0.31,14,-14
625,Alec Cicero (F),College of the Holy Cross,35,4,7,11,0.31,23,-4
626,Cole Krygier (D),Michigan State University,35,4,7,11,0.31,72,-9
627,Sam Stange (RW),University of Wisconsin,37,4,7,11,0.30,6,-11
628,Matt Slick (D),College of the Holy Cross,37,4,7,11,0.30,16,-10
629,Luke Morgan (LW),University of Michigan,39,4,7,11,0.28,2,6
630,Tommy Bergsland (D),Colgate University,40,4,7,11,0.28,33,15
631,Justin Pearson (LW),Yale University,30,3,8,11,0.37,24,-13
632,Cody Laskosky (C),RIT (Rochester Inst. of Tech.),32,3,8,11,0.34,22,-3
633,Brian Chambers (RW),UMass-Lowell,33,3,8,11,0.33,10,7
634,Trevor Zins (D),University of St. Thomas,35,3,8,11,0.31,18,-26
635,Carter King (C/LW),University of Denver,36,3,8,11,0.31,2,5
636,Mason Waite (D),St. Lawrence University,36,3,8,11,0.31,14,-19
637,Ethan Edwards (D),University of Michigan,36,3,8,11,0.31,16,3
638,Brian Kramer (D),American International College,36,3,8,11,0.31,32,16
639,Mark Paolini (D),Princeton University,29,2,9,11,0.38,16,-7
640,Ondrej Trejbal (D),St. Cloud State University,31,2,9,11,0.35,8,8
641,Tim Rego (D),Cornell University,32,2,9,11,0.34,6,4
642,Mark Estapa (F),University of Michigan,34,2,9,11,0.32,45,10
643,Alex Peterson (F),College of the Holy Cross,35,2,9,11,0.31,34,-20
644,Connor Kelley (D),University of Minnesota-Duluth,39,2,9,11,0.28,20,12
645,Kyle Mayhew (D),University of Denver,40,2,9,11,0.28,19,16
646,Carson Dyck (F),Penn State University,29,1,10,11,0.38,16,-2
647,Justin Cole (F),American International College,32,1,10,11,0.34,4,3
648,Jérémie Bucheler (D),Northeastern University,35,1,10,11,0.31,14,21
649,Luke Mobley (F),Clarkson University,36,0,11,11,0.31,54,3
650,Tyler Kleven (D),University of North Dakota,38,7,3,10,0.26,93,16
651,Teddy Wooding (F),Yale University,24,6,4,10,0.42,2,-2
652,Finn Evans (RW),Princeton University,24,6,4,10,0.42,15,0
653,Luke Tuch (LW),Boston University,26,6,4,10,0.38,16,10
654,Jaxon Nelson (C/RW),University of Minnesota,26,6,4,10,0.38,17,-4
655,Danny DiGrande (C),Canisius College,30,6,4,10,0.33,42,-1
656,Connor Gregga (F),Minnesota State University (Mankato),31,6,4,10,0.32,12,8
657,Matt Choupani (C),Northeastern University,39,6,4,10,0.26,8,6
658,Jack Olmstead (C/LW/RW),Miami University (Ohio),30,5,5,10,0.33,8,-11
659,Tim Piechowski (RW),University of St. Thomas,32,5,5,10,0.31,8,-20
660,Simon Jellus (C/LW),University of Vermont,32,5,5,10,0.31,14,-4
661,Michael Hodge (F),Union College,34,5,5,10,0.29,12,-15
662,Eric Cooley (RW/LW),Ohio State University,35,5,5,10,0.29,4,2
663,Lucas Coon (F),Air Force Academy,36,5,5,10,0.28,10,-11
664,Dominick Mersch (C),University of Wisconsin,37,5,5,10,0.27,43,-9
665,Dawson Tritt (F),Lake Superior State University,33,4,6,10,0.30,14,2
666,Eric Gotz (D),Michigan Tech,35,4,6,10,0.29,4,-6
667,Brock Bremer (LW),University of Nebraska-Omaha,35,4,6,10,0.29,18,-8
668,Paul Maust (LW),Mercyhurst University,37,4,6,10,0.27,26,-10
669,Owen Cole (C),UMass-Lowell,22,3,7,10,0.45,0,6
670,Noah De la Durantaye (D),Princeton University,28,3,7,10,0.36,8,-12
671,Jake Harris (LW),Brown University,30,3,7,10,0.33,8,-8
672,Ryan Lautenbach (RW/LW),UMass,31,3,7,10,0.32,2,-5
673,Ethan Leyh (F),Quinnipiac University,31,3,7,10,0.32,24,10
674,Troy Conzo (F),Sacred Heart University,33,3,7,10,0.30,10,9
675,Will Riedell (D),Ohio State University,33,3,7,10,0.30,31,7
676,Dylan Moulton (D),Miami University (Ohio),34,3,7,10,0.29,18,-12
677,Jackson Jutting (F),Colorado College,35,3,7,10,0.29,12,-1
678,Chris Pappas (C),St. Lawrence University,26,2,8,10,0.38,6,-2
679,Joe Leahy (D),University of Vermont,27,2,8,10,0.37,12,3
680,Matt Koethe (F),University of Alaska-Fairbanks,30,2,8,10,0.33,20,5
681,Jake Flynn (D),University of Connecticut,31,2,8,10,0.32,12,-2
682,Harrison Markell (D),Dartmouth College,32,2,8,10,0.31,8,-6
683,Justin Janicke (LW/C),University of Notre Dame,33,2,8,10,0.30,31,6
684,Patrick Cozzi (RW),Colorado College,35,2,8,10,0.29,4,-6
685,Colin Felix (D),UMass,36,2,8,10,0.28,30,-3
686,Luc Salem (D),St. Lawrence University,37,2,8,10,0.27,14,-13
687,Michael Karow (D),Michigan Tech,37,2,8,10,0.27,26,12
688,Darian Gotz (D),University of Minnesota-Duluth,42,2,8,10,0.24,34,9
689,Nicholas Zabaneh (C/LW),Boston University,30,1,9,10,0.33,14,-2
690,Jon McDonald (D),UMass-Lowell,35,1,9,10,0.29,10,3
691,Nolan Sawchuk (D),University of St. Thomas,36,1,9,10,0.28,10,-28
692,Nate Knoepke (D),University of Nebraska-Omaha,38,1,9,10,0.26,14,8
693,Ryan O'Connell (D),Ohio State University,30,0,10,10,0.33,10,12
694,Isac Jonsson (D),UMass-Lowell,33,0,10,10,0.30,4,14
695,Hunter Sansbury (D),Sacred Heart University,36,0,10,10,0.28,18,2
696,Cullen Ferguson (D),Union College,37,0,10,10,0.27,22,-10
697,Gavin Hain (C/LW),University of North Dakota,18,6,3,9,0.50,18,-4
698,Hampus Rydqvist (D),Miami University (Ohio),28,6,3,9,0.32,14,0
699,Will Dineen (LW/RW),Yale University,22,5,4,9,0.41,21,-15
700,Ethan Scardina (C),Bowling Green State University,27,5,4,9,0.33,8,-8
701,Jake Joffe (RW),RIT (Rochester Inst. of Tech.),34,5,4,9,0.26,10,-10
702,Jordan Steinmetz (F),St. Lawrence University,35,5,4,9,0.26,26,-7
703,Chrystopher Collin (C/LW),Bowling Green State University,20,4,5,9,0.45,75,3
704,Brett Chorske (C/RW),Colorado College,21,4,5,9,0.43,10,-6
705,Jack Quinn (F),Long Island University,28,4,5,9,0.32,21,0
706,Chase Bradley (LW/C),University of Connecticut,29,4,5,9,0.31,14,5
707,Thomas Daskas (F),Miami University (Ohio),29,4,5,9,0.31,16,-5
708,Reilly Connors (C/RW),Yale University,30,4,5,9,0.30,33,0
709,Zack Bross (F),Long Island University,31,4,5,9,0.29,14,-5
710,Zach Kaiser (C/LW),UMass-Lowell,33,4,5,9,0.27,12,9
711,Nic Belpedio (D),Colgate University,36,4,5,9,0.25,16,1
712,Steven Ipri (F),Mercyhurst University,21,3,6,9,0.43,41,-8
713,Joe Sofo (F),University of St. Thomas,24,3,6,9,0.38,2,-13
714,Michael Regush (C),Miami University (Ohio),24,3,6,9,0.38,16,-13
715,Conner Hutchison (D),Sacred Heart University,25,3,6,9,0.36,8,-1
716,Matt Copponi (C),Merrimack College,25,3,6,9,0.36,14,0
717,Mike Posma (C/LW),Boston College,28,3,6,9,0.32,27,-9
718,Adam Pitters (F),Bowling Green State University,30,3,6,9,0.30,28,-7
719,Nick Seitz (F),Princeton University,31,3,6,9,0.29,14,-5
720,Josh Luedtke (D),St. Cloud State University,33,3,6,9,0.27,16,17
721,Roberts Kalkis (D),University of Alaska-Fairbanks,33,3,6,9,0.27,33,-14
722,Jake Durflinger (RW/C),Merrimack College,34,3,6,9,0.26,18,-4
723,Mitchell Oliver (D),Lake Superior State University,35,3,6,9,0.26,48,-5
724,Carter Loney (C),University of Minnesota-Duluth,42,3,6,9,0.21,17,4
725,Joey Matthews (D),Canisius College,28,2,7,9,0.32,6,-8
726,Brett Bliss (D),Brown University,30,2,7,9,0.30,18,-11
727,Josef Mysak (D),Niagara University,32,2,7,9,0.28,18,-4
728,Jacob Felker (F),Army (U.S. Military Academy),35,2,7,9,0.26,2,2
729,Jacob Quillan (C/LW),Quinnipiac University,36,2,7,9,0.25,24,10
730,Rourke Russell (D),Sacred Heart University,36,2,7,9,0.25,26,-6
